HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N10.HOG0006937	OG0004052	n0		FUN_025460-T1	FUN_023369-T1										
N10.HOG0006938	OG0004053	n0		FUN_025462-T1	FUN_023372-T1										
N10.HOG0006939	OG0004054	n0		FUN_025469-T1	FUN_023381-T1										
N10.HOG0006940	OG0004055	n0		FUN_025471-T1	FUN_023383-T1										
N10.HOG0006941	OG0004056	n0		FUN_025478-T1	FUN_023391-T1										
N10.HOG0006942	OG0004057	n0		FUN_025481-T1	FUN_023394-T1										
N10.HOG0006943	OG0004058	n0		FUN_025482-T1	FUN_023395-T1										
N10.HOG0006944	OG0004059	n0		FUN_025487-T1	FUN_023399-T1										
N10.HOG0006945	OG0004060	n0		FUN_025488-T1	FUN_023400-T1										
N10.HOG0006946	OG0004061	n0		FUN_025495-T1	FUN_023406-T1										
N10.HOG0006947	OG0004062	n0		FUN_025496-T1	FUN_023407-T1										
N10.HOG0006948	OG0004063	n0		FUN_025499-T1	FUN_023410-T1										
N10.HOG0006949	OG0004064	n0		FUN_025501-T1	FUN_023412-T1										
N10.HOG0006950	OG0004065	n0		FUN_025512-T1	FUN_023421-T1										
N10.HOG0006951	OG0004066	n0		FUN_025518-T1	FUN_023426-T1										
N10.HOG0006952	OG0004067	n0		FUN_025519-T1	FUN_023428-T1										
N10.HOG0006953	OG0004068	n0		FUN_025523-T1											
N10.HOG0006954	OG0004069	n0		FUN_003196-T1	FUN_002952-T1										
N10.HOG0006955	OG0004070	n0		FUN_002239-T1	FUN_002089-T1										
N10.HOG0006956	OG0004071	n0		FUN_002222-T1	FUN_002074-T1										
N10.HOG0006957	OG0004072	n0		FUN_015756-T1	FUN_014533-T1, FUN_014538-T2										
N10.HOG0006958	OG0004073	n0		FUN_015748-T1	FUN_014515-T1, FUN_014527-T1										
N10.HOG0006959	OG0004074	n8		FUN_015741-T1											
N10.HOG0006960	OG0004075	n0		FUN_015746-T1	FUN_014517-T1, FUN_014525-T1										
N10.HOG0006961	OG0004076	n0		FUN_015731-T2	FUN_014494-T1, FUN_014498-T1										
N10.HOG0006962	OG0004077	n0		FUN_015728-T2	FUN_014487-T1										
N10.HOG0006963	OG0004078	n6		FUN_006931-T1	FUN_006057-T1										
N10.HOG0006964	OG0004079	n0		FUN_006930-T1	FUN_006055-T1										
N10.HOG0006965	OG0004080	n0		FUN_006929-T1	FUN_006054-T1										
N10.HOG0006966	OG0004081	n0		FUN_019833-T1	FUN_020787-T1										
N10.HOG0006967	OG0004082	n0		FUN_019842-T1	FUN_020794-T1										
N10.HOG0006968	OG0004083	n0		FUN_011958-T1	FUN_010861-T1										
N10.HOG0006969	OG0004084	n0		FUN_008573-T1	FUN_007595-T1										
N10.HOG0006970	OG0004085	n0		FUN_019844-T1	FUN_020796-T1										
N10.HOG0006971	OG0004086	n0		FUN_013786-T1	FUN_012590-T1										
N10.HOG0006972	OG0004087	n0		FUN_002712-T1	FUN_002512-T1										
N10.HOG0006973	OG0004088	n0		FUN_001107-T1	FUN_001081-T1										
N10.HOG0006974	OG0004089	n0		FUN_001101-T1	FUN_001074-T1										
N10.HOG0006975	OG0004090	n0		FUN_004350-T1	FUN_003912-T1										
N10.HOG0006976	OG0004091	n0		FUN_004349-T1	FUN_003911-T1										
N10.HOG0006977	OG0004092	n0		FUN_004335-T1	FUN_003897-T1										
N10.HOG0006978	OG0004093	n0		FUN_004330-T1	FUN_003892-T1										
N10.HOG0006979	OG0004094	n0		FUN_004321-T2	FUN_003883-T1										
N10.HOG0006980	OG0004095	n0		FUN_004317-T1	FUN_003877-T1										
N10.HOG0006981	OG0004096	n0		FUN_004308-T1	FUN_003865-T1										
N10.HOG0006982	OG0004097	n0		FUN_004291-T1	FUN_003850-T1										
N10.HOG0006983	OG0004098	n0		FUN_004290-T1	FUN_003849-T2										
N10.HOG0006984	OG0004099	n4			FUN_018007-T1										
N10.HOG0006985	OG0004100	n0		FUN_003679-T1	FUN_003304-T1										
N10.HOG0006986	OG0004101	n0		FUN_018348-T1	FUN_016860-T1										
N10.HOG0006987	OG0004102	n0		FUN_006997-T1	FUN_006112-T1										
N10.HOG0006988	OG0004103	n0		FUN_000057-T1	FUN_000118-T1										
N10.HOG0006989	OG0004104	n0		FUN_017337-T1	FUN_014904-T1										
N10.HOG0006990	OG0004105	n0		FUN_016091-T1	FUN_015953-T1										
N10.HOG0006991	OG0004106	n0		FUN_016093-T1											
N10.HOG0006992	OG0004107	n0		FUN_009674-T1	FUN_008628-T1										
N10.HOG0006993	OG0004108	n0		FUN_009677-T1	FUN_008631-T1										
N10.HOG0006994	OG0004109	n0		FUN_009678-T1	FUN_008632-T1										
N10.HOG0006995	OG0004110	n0		FUN_002552-T1	FUN_002365-T1										
N10.HOG0006996	OG0004111	n0		FUN_012361-T1	FUN_011280-T1										
N10.HOG0006997	OG0004112	n0		FUN_012367-T1	FUN_011286-T1										
N10.HOG0006998	OG0004113	n0		FUN_012370-T1	FUN_011290-T1										
N10.HOG0006999	OG0004114	n0		FUN_012373-T1	FUN_011293-T1										
N10.HOG0007000	OG0004115	n6		FUN_012415-T1	FUN_011330-T1										
N10.HOG0007001	OG0004116	n0		FUN_004981-T1	FUN_004475-T1										
N10.HOG0007002	OG0004117	n0		FUN_004978-T1	FUN_004473-T1										
N10.HOG0007003	OG0004118	n0		FUN_004977-T1	FUN_004472-T1										
N10.HOG0007004	OG0004119	n0		FUN_004955-T1	FUN_004460-T1										
N10.HOG0007005	OG0004120	n0		FUN_002214-T1	FUN_002069-T1										
N10.HOG0007006	OG0004121	n0		FUN_002199-T1	FUN_002056-T1										
N10.HOG0007007	OG0004122	n0		FUN_002198-T1	FUN_002055-T1										
N10.HOG0007008	OG0004123	n0		FUN_002194-T1	FUN_002052-T1										
N10.HOG0007009	OG0004124	n0		FUN_012864-T1	FUN_011768-T2										
N10.HOG0007010	OG0004125	n0		FUN_017214-T1	FUN_015030-T1										
N10.HOG0007011	OG0004126	n0		FUN_017212-T1	FUN_015032-T1										
N10.HOG0007012	OG0004127	n0		FUN_006814-T1	FUN_005940-T1										
N10.HOG0007013	OG0004128	n0		FUN_002369-T1	FUN_002210-T2										
N10.HOG0007014	OG0004129	n0		FUN_002370-T1	FUN_002211-T1										
N10.HOG0007015	OG0004130	n0		FUN_002371-T1	FUN_002212-T1										
N10.HOG0007016	OG0004131	n0		FUN_010338-T1	FUN_009298-T1										
N10.HOG0007017	OG0004132	n0		FUN_001568-T1	FUN_001503-T1, FUN_001502-T1										
N10.HOG0007018	OG0004133	n0		FUN_007082-T1	FUN_006195-T1										
N10.HOG0007019	OG0004134	n0		FUN_001561-T1	FUN_001495-T1										
N10.HOG0007020	OG0004135	n0		FUN_001552-T1	FUN_001487-T1										
N10.HOG0007021	OG0004136	n0		FUN_018302-T1	FUN_016784-T1, FUN_016785-T1										
N10.HOG0007022	OG0004137	n0		FUN_018297-T1	FUN_016791-T1										
N10.HOG0007023	OG0004138	n0		FUN_018298-T1	FUN_016790-T1										
N10.HOG0007024	OG0004139	n0		FUN_018270-T1	FUN_016817-T1, FUN_016256-T1										
N10.HOG0007025	OG0004140	n0		FUN_018273-T1	FUN_016814-T1, FUN_016813-T1										
N10.HOG0007026	OG0004141	n0		FUN_018274-T1	FUN_016810-T1										
N10.HOG0007027	OG0004142	n0		FUN_020081-T1	FUN_021015-T1										
N10.HOG0007028	OG0004143	n0		FUN_020080-T1	FUN_021014-T1										
N10.HOG0007029	OG0004144	n0		FUN_019974-T1	FUN_020999-T1										
N10.HOG0007030	OG0004145	n0		FUN_019977-T1	FUN_020996-T1										
N10.HOG0007031	OG0004146	n0		FUN_019986-T1	FUN_020986-T1										
N10.HOG0007032	OG0004147	n0		FUN_019995-T1	FUN_020977-T1										
N10.HOG0007033	OG0004148	n0		FUN_020002-T1	FUN_020968-T1										
N10.HOG0007034	OG0004149	n0		FUN_020017-T1	FUN_020956-T1										
N10.HOG0007035	OG0004150	n0		FUN_020023-T1	FUN_020953-T1, FUN_020951-T1										
N10.HOG0007036	OG0004151	n0		FUN_020024-T1	FUN_020950-T1										
N10.HOG0007037	OG0004152	n0		FUN_020031-T1	FUN_020944-T1										
N10.HOG0007038	OG0004153	n0		FUN_020032-T1	FUN_020943-T1										
N10.HOG0007039	OG0004154	n7		FUN_020033-T1	FUN_020942-T1										
N10.HOG0007040	OG0004155	n0		FUN_020034-T1	FUN_020941-T1										
N10.HOG0007041	OG0004156	n0		FUN_020039-T1	FUN_020935-T1, FUN_27248-T1										
N10.HOG0007042	OG0004157	n0		FUN_020040-T1	FUN_020934-T1										
N10.HOG0007043	OG0004158	n0		FUN_020041-T1	FUN_020933-T1										
N10.HOG0007044	OG0004159	n0		FUN_020047-T1	FUN_020925-T1										
N10.HOG0007045	OG0004160	n0		FUN_020052-T1	FUN_020920-T1										
N10.HOG0007046	OG0004161	n0		FUN_017770-T1	FUN_27068-T1, FUN_016340-T1										
N10.HOG0007047	OG0004162	n0		FUN_017782-T1	FUN_016343-T1										
N10.HOG0007048	OG0004163	n0		FUN_023989-T1	FUN_021864-T1, FUN_021874-T1										
N10.HOG0007049	OG0004164	n0		FUN_010086-T1	FUN_008977-T1										
N10.HOG0007050	OG0004165	n0		FUN_010087-T1	FUN_008978-T1										
N10.HOG0007051	OG0004166	n0		FUN_010091-T1	FUN_008984-T1										
N10.HOG0007052	OG0004167	n0		FUN_010099-T1	FUN_008993-T1										
N10.HOG0007053	OG0004168	n0		FUN_010326-T2	FUN_009274-T1, FUN_009277-T1										
N10.HOG0007054	OG0004169	n0		FUN_014501-T1	FUN_013260-T1										
N10.HOG0007055	OG0004170	n0		FUN_014502-T1	FUN_013261-T1										
N10.HOG0007056	OG0004171	n0		FUN_014504-T1	FUN_013263-T1										
N10.HOG0007057	OG0004172	n0		FUN_014512-T1	FUN_013271-T1										
N10.HOG0007058	OG0004173	n0		FUN_014515-T1	FUN_013275-T1, FUN_013285-T1										
N10.HOG0007059	OG0004174	n0		FUN_026862-T1	FUN_27359-T1, FUN_024199-T1										
N10.HOG0007060	OG0004175	n0		FUN_011260-T1	FUN_010180-T1										
N10.HOG0007061	OG0004176	n0		FUN_007799-T1	FUN_006837-T1										
N10.HOG0007062	OG0004177	n0		FUN_007780-T1	FUN_006814-T1										
N10.HOG0007063	OG0004178	n0		FUN_007757-T1	FUN_006790-T1										
N10.HOG0007064	OG0004179	n0		FUN_007747-T1	FUN_006780-T1										
N10.HOG0007065	OG0004180	n4		FUN_011217-T1	FUN_010141-T1										
N10.HOG0007066	OG0004180	n12			FUN_016846-T1										
N10.HOG0007067	OG0004181	n0		FUN_011216-T1	FUN_010140-T1										
N10.HOG0007068	OG0004182	n0		FUN_003454-T1	FUN_003131-T1										
N10.HOG0007069	OG0004183	n0		FUN_010322-T1	FUN_009281-T1										
N10.HOG0007070	OG0004184	n0		FUN_017689-T1	FUN_016271-T1										
N10.HOG0007071	OG0004185	n0		FUN_017688-T1	FUN_016270-T1										
N10.HOG0007072	OG0004186	n0		FUN_017687-T1	FUN_016269-T1										
N10.HOG0007073	OG0004187	n0		FUN_017686-T1	FUN_016267-T1										
N10.HOG0007074	OG0004188	n0		FUN_012692-T1	FUN_011609-T1										
N10.HOG0007075	OG0004189	n0		FUN_018135-T1	FUN_016676-T1										
N10.HOG0007076	OG0004190	n0		FUN_018133-T1	FUN_016674-T1										
N10.HOG0007077	OG0004191	n0		FUN_021239-T1	FUN_018220-T1, FUN_018219-T1										
N10.HOG0007078	OG0004192	n0		FUN_021235-T1	FUN_018216-T1										
N10.HOG0007079	OG0004193	n0		FUN_021297-T1	FUN_018274-T1										
N10.HOG0007080	OG0004194	n0		FUN_013798-T1	FUN_012599-T1										
N10.HOG0007081	OG0004195	n0		FUN_021208-T2	FUN_018185-T2										
N10.HOG0007082	OG0004196	n0		FUN_31118-T3	FUN_018171-T1										
N10.HOG0007083	OG0004197	n0		FUN_021190-T2	FUN_27140-T1										
N10.HOG0007084	OG0004198	n0		FUN_021189-T1	FUN_018169-T1										
N10.HOG0007085	OG0004199	n0		FUN_021186-T1	FUN_025340-T1, FUN_025970-T1										
N10.HOG0007086	OG0004200	n0		FUN_012859-T1	FUN_025440-T1, FUN_011763-T1										
N10.HOG0007087	OG0004201	n0		FUN_012858-T1	FUN_025441-T1, FUN_011762-T1										
N10.HOG0007088	OG0004202	n0		FUN_005009-T2	FUN_004500-T1										
N10.HOG0007089	OG0004203	n0		FUN_005010-T2	FUN_004501-T1										
N10.HOG0007090	OG0004204	n0		FUN_025330-T1	FUN_023252-T1										
N10.HOG0007091	OG0004205	n0		FUN_025327-T1	FUN_023248-T1										
N10.HOG0007092	OG0004206	n0		FUN_025323-T1	FUN_023243-T1										
N10.HOG0007093	OG0004207	n0		FUN_025320-T2	FUN_023239-T2										
N10.HOG0007094	OG0004208	n0		FUN_025316-T1	FUN_023237-T1										
N10.HOG0007095	OG0004209	n0		FUN_025315-T1	FUN_023236-T1										
N10.HOG0007096	OG0004210	n0		FUN_025309-T1	FUN_023231-T1										
N10.HOG0007097	OG0004211	n0		FUN_025307-T1	FUN_023229-T1										
N10.HOG0007098	OG0004212	n0		FUN_025305-T1	FUN_023228-T1										
N10.HOG0007099	OG0004213	n0		FUN_025304-T1	FUN_023227-T1										
N10.HOG0007100	OG0004214	n0		FUN_025303-T1	FUN_023226-T1										
N10.HOG0007101	OG0004215	n0		FUN_025301-T1	FUN_023224-T1										
N10.HOG0007102	OG0004216	n0		FUN_025300-T1	FUN_023223-T1										
N10.HOG0007103	OG0004217	n0		FUN_025299-T1	FUN_023221-T1										
N10.HOG0007104	OG0004218	n0		FUN_025293-T2	FUN_023215-T1										
N10.HOG0007105	OG0004219	n0		FUN_025289-T1	FUN_023212-T1										
N10.HOG0007106	OG0004220	n0		FUN_025286-T1	FUN_023209-T3										
N10.HOG0007107	OG0004221	n0		FUN_025284-T1	FUN_023207-T1										
N10.HOG0007108	OG0004222	n0		FUN_025282-T1	FUN_023206-T1										
N10.HOG0007109	OG0004223	n0		FUN_025281-T1	FUN_023205-T1										
N10.HOG0007110	OG0004224	n0		FUN_025280-T1	FUN_023200-T1										
N10.HOG0007111	OG0004225	n0		FUN_025278-T1	FUN_023198-T1										
N10.HOG0007112	OG0004226	n0		FUN_025277-T1	FUN_023197-T1										
N10.HOG0007113	OG0004227	n0		FUN_025276-T1	FUN_023196-T2										
N10.HOG0007114	OG0004228	n0		FUN_025270-T1	FUN_023192-T1										
N10.HOG0007115	OG0004229	n0		FUN_025264-T1	FUN_023187-T1										
N10.HOG0007116	OG0004230	n0		FUN_025263-T1	FUN_023186-T1										
N10.HOG0007117	OG0004231	n0		FUN_025261-T2	FUN_023184-T1										
N10.HOG0007118	OG0004232	n0		FUN_025251-T1	FUN_023175-T1										
N10.HOG0007119	OG0004233	n0		FUN_025247-T1	FUN_023169-T1										
N10.HOG0007120	OG0004234	n0		FUN_025246-T1	FUN_023168-T1										
N10.HOG0007121	OG0004235	n0		FUN_025245-T1	FUN_023165-T1										
N10.HOG0007122	OG0004236	n0		FUN_025243-T1	FUN_023163-T1										
N10.HOG0007123	OG0004237	n0		FUN_025242-T1	FUN_023161-T1										
N10.HOG0007124	OG0004238	n0		FUN_025240-T1	FUN_023160-T2										
N10.HOG0007125	OG0004239	n0		FUN_025235-T1	FUN_023156-T1										
N10.HOG0007126	OG0004240	n0		FUN_025234-T1	FUN_023155-T1										
N10.HOG0007127	OG0004241	n0		FUN_025231-T1	FUN_023153-T1										
N10.HOG0007128	OG0004242	n0		FUN_025147-T1	FUN_023068-T1										
N10.HOG0007129	OG0004243	n0		FUN_012353-T1	FUN_011269-T1										
N10.HOG0007130	OG0004244	n0		FUN_012350-T1	FUN_011264-T1										
N10.HOG0007131	OG0004245	n0		FUN_012323-T1	FUN_011237-T1										
N10.HOG0007132	OG0004246	n0		FUN_012316-T1	FUN_011229-T1										
N10.HOG0007133	OG0004247	n0		FUN_012307-T1	FUN_011218-T1										
N10.HOG0007134	OG0004248	n0		FUN_012282-T1											
N10.HOG0007135	OG0004249	n0		FUN_012280-T1	FUN_011193-T1										
N10.HOG0007136	OG0004250	n0		FUN_012277-T1	FUN_011190-T1										
N10.HOG0007137	OG0004251	n0		FUN_012273-T1	FUN_011186-T1										
N10.HOG0007138	OG0004252	n0		FUN_012271-T1	FUN_011184-T1										
N10.HOG0007139	OG0004253	n0		FUN_012268-T1	FUN_011182-T1										
N10.HOG0007140	OG0004254	n0		FUN_012267-T1	FUN_011181-T1										
N10.HOG0007141	OG0004255	n0		FUN_012266-T1	FUN_011179-T1										
N10.HOG0007142	OG0004256	n0		FUN_012265-T1	FUN_011178-T1										
N10.HOG0007143	OG0004257	n0		FUN_012263-T1	FUN_011175-T1										
N10.HOG0007144	OG0004258	n0		FUN_012262-T1	FUN_011174-T1										
N10.HOG0007145	OG0004259	n0		FUN_012258-T1	FUN_011170-T1										
N10.HOG0007146	OG0004260	n0		FUN_012257-T1	FUN_011169-T1										
N10.HOG0007147	OG0004261	n0		FUN_012256-T1	FUN_011168-T1										
N10.HOG0007148	OG0004262	n0		FUN_012254-T1	FUN_011166-T1										
N10.HOG0007149	OG0004263	n0		FUN_012253-T1	FUN_011165-T1										
N10.HOG0007150	OG0004264	n0		FUN_012252-T1	FUN_011164-T1										
N10.HOG0007151	OG0004265	n0		FUN_012251-T1	FUN_011163-T1										
N10.HOG0007152	OG0004266	n0		FUN_012248-T1	FUN_011159-T1										
N10.HOG0007153	OG0004267	n0		FUN_012246-T1	FUN_011157-T2										
N10.HOG0007154	OG0004268	n0		FUN_012243-T1	FUN_011154-T1										
N10.HOG0007155	OG0004269	n0		FUN_012241-T1	FUN_011151-T2										
N10.HOG0007156	OG0004270	n0		FUN_013729-T1	FUN_012537-T1, FUN_022288-T1										
N10.HOG0007157	OG0004271	n0		FUN_015668-T1	FUN_014423-T1										
N10.HOG0007158	OG0004272	n0		FUN_015918-T1	FUN_014777-T1										
N10.HOG0007159	OG0004273	n0		FUN_022767-T1	FUN_019491-T1										
N10.HOG0007160	OG0004274	n0		FUN_006019-T1	FUN_005297-T1										
N10.HOG0007161	OG0004275	n0		FUN_015616-T1	FUN_014361-T1										
N10.HOG0007162	OG0004276	n0		FUN_015607-T1	FUN_014350-T1										
N10.HOG0007163	OG0004277	n0		FUN_007427-T1	FUN_006500-T1										
N10.HOG0007164	OG0004278	n6		FUN_011612-T2	FUN_26796-T2										
N10.HOG0007165	OG0004278	n11			FUN_021777-T1										
N10.HOG0007166	OG0004279	n0		FUN_011601-T1	FUN_010493-T1										
N10.HOG0007167	OG0004280	n0		FUN_011599-T1	FUN_010490-T1, FUN_010491-T1										
N10.HOG0007168	OG0004281	n0		FUN_011598-T1	FUN_010489-T1										
N10.HOG0007169	OG0004282	n0		FUN_004439-T1	FUN_003990-T1										
N10.HOG0007170	OG0004283	n0		FUN_004446-T1	FUN_003994-T1										
N10.HOG0007171	OG0004284	n0		FUN_004447-T1	FUN_003995-T1										
N10.HOG0007172	OG0004285	n0		FUN_023750-T1	FUN_022128-T1										
N10.HOG0007173	OG0004286	n0		FUN_023753-T1	FUN_022125-T2										
N10.HOG0007174	OG0004287	n0		FUN_023774-T1	FUN_022105-T1										
N10.HOG0007175	OG0004288	n0		FUN_023776-T1	FUN_022103-T1										
N10.HOG0007176	OG0004289	n0		FUN_023777-T1	FUN_022102-T1										
N10.HOG0007177	OG0004290	n0		FUN_023778-T1	FUN_022101-T1										
N10.HOG0007178	OG0004291	n0		FUN_023779-T1	FUN_022100-T1										
N10.HOG0007179	OG0004292	n0		FUN_023781-T2	FUN_022098-T1										
N10.HOG0007180	OG0004293	n0		FUN_023785-T1	FUN_022092-T1										
N10.HOG0007181	OG0004294	n0		FUN_023796-T1	FUN_022079-T1										
N10.HOG0007182	OG0004295	n0		FUN_023798-T1	FUN_022077-T1										
N10.HOG0007183	OG0004296	n0		FUN_023799-T1	FUN_022076-T1										
N10.HOG0007184	OG0004297	n0		FUN_023804-T1	FUN_022070-T1										
N10.HOG0007185	OG0004298	n0		FUN_023805-T1	FUN_022069-T1										
N10.HOG0007186	OG0004299	n0		FUN_023809-T1	FUN_022064-T1										
N10.HOG0007187	OG0004300	n0		FUN_023810-T1	FUN_022063-T1										
N10.HOG0007188	OG0004301	n0		FUN_023831-T1	FUN_27283-T1										
N10.HOG0007189	OG0004302	n0		FUN_014081-T1	FUN_012889-T1										
N10.HOG0007190	OG0004303	n0		FUN_009698-T1	FUN_008641-T1										
N10.HOG0007191	OG0004304	n0		FUN_010164-T1	FUN_009044-T1										
N10.HOG0007192	OG0004305	n10			FUN_010523-T1										
N10.HOG0007193	OG0004305	n11		FUN_011628-T1											
N10.HOG0007194	OG0004306	n0		FUN_000215-T1	FUN_000215-T1										
N10.HOG0007195	OG0004307	n0		FUN_008118-T1	FUN_007158-T1										
N10.HOG0007196	OG0004308	n0		FUN_026047-T1	FUN_023903-T1, FUN_009380-T1										
N10.HOG0007197	OG0004309	n0		FUN_014204-T1	FUN_013005-T1										
N10.HOG0007198	OG0004310	n0		FUN_014660-T1	FUN_013407-T1										
N10.HOG0007199	OG0004311	n0		FUN_013800-T1	FUN_012601-T1										
N10.HOG0007200	OG0004312	n0		FUN_013801-T1	FUN_012602-T1										
N10.HOG0007201	OG0004313	n0		FUN_013804-T1	FUN_012605-T1										
N10.HOG0007202	OG0004314	n0		FUN_023979-T1	FUN_021885-T1										
N10.HOG0007203	OG0004315	n0		FUN_023980-T2	FUN_021884-T2										
N10.HOG0007204	OG0004316	n0		FUN_023981-T1	FUN_021883-T1										
N10.HOG0007205	OG0004317	n0		FUN_30422-T1	FUN_021873-T1, FUN_021882-T1										
N10.HOG0007206	OG0004318	n0		FUN_000402-T1	FUN_000409-T1, FUN_000410-T1										
N10.HOG0007207	OG0004319	n0		FUN_025819-T1	FUN_023733-T1										
N10.HOG0007208	OG0004320	n0		FUN_019668-T1	FUN_017850-T1										
N10.HOG0007209	OG0004321	n0		FUN_019667-T1	FUN_017848-T1										
N10.HOG0007210	OG0004322	n0		FUN_018676-T1	FUN_017212-T1										
N10.HOG0007211	OG0004323	n0		FUN_018686-T1	FUN_017221-T1, FUN_017306-T1										
N10.HOG0007212	OG0004324	n0		FUN_018691-T1	FUN_017226-T1										
N10.HOG0007213	OG0004325	n0		FUN_018708-T1	FUN_017235-T1										
N10.HOG0007214	OG0004326	n0		FUN_018710-T1	FUN_017236-T1										
N10.HOG0007215	OG0004327	n0		FUN_018718-T1	FUN_017243-T1										
N10.HOG0007216	OG0004328	n0		FUN_018732-T1	FUN_017255-T1										
N10.HOG0007217	OG0004329	n0		FUN_018734-T1	FUN_017258-T1										
N10.HOG0007218	OG0004330	n0		FUN_018735-T1	FUN_017259-T1										
N10.HOG0007219	OG0004331	n0		FUN_018742-T1	FUN_017265-T1										
N10.HOG0007220	OG0004332	n0		FUN_018744-T1	FUN_017267-T1										
N10.HOG0007221	OG0004333	n0		FUN_018745-T1	FUN_017268-T1										
N10.HOG0007222	OG0004334	n0		FUN_018748-T1	FUN_017300-T1, FUN_017271-T1										
N10.HOG0007223	OG0004335	n0		FUN_018749-T1	FUN_017272-T1, FUN_017299-T1										
N10.HOG0007224	OG0004336	n0		FUN_018750-T1	FUN_017298-T1, FUN_017273-T1										
N10.HOG0007225	OG0004337	n0		FUN_018765-T1	FUN_025590-T1, FUN_025601-T1										
N10.HOG0007226	OG0004338	n0		FUN_018766-T1	FUN_025591-T1, FUN_025600-T2										
N10.HOG0007227	OG0004339	n0		FUN_018780-T1	FUN_017288-T1										
N10.HOG0007228	OG0004340	n0		FUN_018793-T1	FUN_017314-T1										
N10.HOG0007229	OG0004341	n0		FUN_018806-T1	FUN_017324-T1										
N10.HOG0007230	OG0004342	n0		FUN_018807-T1	FUN_017325-T1										
N10.HOG0007231	OG0004343	n0		FUN_018819-T1	FUN_017336-T1										
N10.HOG0007232	OG0004344	n0		FUN_018822-T1	FUN_017340-T1										
N10.HOG0007233	OG0004345	n0		FUN_018826-T1	FUN_017342-T1										
N10.HOG0007234	OG0004346	n0		FUN_018839-T1	FUN_017359-T1										
N10.HOG0007235	OG0004347	n0		FUN_018847-T2	FUN_017364-T1										
N10.HOG0007236	OG0004348	n0		FUN_018854-T1	FUN_017366-T1										
N10.HOG0007237	OG0004349	n0		FUN_018856-T1	FUN_017369-T1										
N10.HOG0007238	OG0004350	n0		FUN_018865-T1	FUN_017379-T1										
N10.HOG0007239	OG0004351	n0		FUN_018867-T1	FUN_017380-T1										
N10.HOG0007240	OG0004352	n0		FUN_018876-T1	FUN_017386-T1										
N10.HOG0007241	OG0004353	n0		FUN_018878-T1	FUN_017388-T1										
N10.HOG0007242	OG0004354	n0		FUN_018884-T1	FUN_025197-T1, FUN_025198-T1										
N10.HOG0007243	OG0004355	n0		FUN_018949-T1	FUN_017411-T1										
N10.HOG0007244	OG0004356	n0		FUN_018950-T1	FUN_017412-T1										
N10.HOG0007245	OG0004357	n0		FUN_018964-T1	FUN_017427-T1										
N10.HOG0007246	OG0004358	n0		FUN_018974-T1	FUN_017438-T1										
N10.HOG0007247	OG0004359	n0		FUN_018976-T1	FUN_017439-T1										
N10.HOG0007248	OG0004360	n0		FUN_018979-T2	FUN_017441-T1										
N10.HOG0007249	OG0004361	n0		FUN_018980-T1	FUN_017442-T1										
N10.HOG0007250	OG0004362	n0		FUN_018981-T1	FUN_017443-T1										
N10.HOG0007251	OG0004363	n0		FUN_018982-T1	FUN_017444-T2										
N10.HOG0007252	OG0004364	n0		FUN_018983-T1	FUN_017445-T1										
N10.HOG0007253	OG0004365	n0		FUN_018987-T1	FUN_017450-T1										
N10.HOG0007254	OG0004366	n0		FUN_018988-T1	FUN_017453-T1										
N10.HOG0007255	OG0004367	n0		FUN_018999-T1	FUN_017464-T1										
N10.HOG0007256	OG0004368	n0		FUN_019000-T1	FUN_017465-T1										
N10.HOG0007257	OG0004369	n0		FUN_019001-T2	FUN_017467-T1										
N10.HOG0007258	OG0004370	n0		FUN_019014-T1	FUN_017482-T1										
N10.HOG0007259	OG0004371	n0		FUN_009941-T1	FUN_009573-T1										
N10.HOG0007260	OG0004372	n0		FUN_010626-T1	FUN_009572-T1										
N10.HOG0007261	OG0004373	n0		FUN_009945-T1	FUN_009569-T1										
N10.HOG0007262	OG0004374	n0		FUN_010622-T1	FUN_009568-T1										
N10.HOG0007263	OG0004375	n0		FUN_010057-T1	FUN_008950-T1										
N10.HOG0007264	OG0004376	n0			FUN_008949-T1, FUN_026170-T1										
N10.HOG0007265	OG0004377	n0		FUN_010043-T1	FUN_008935-T1										
N10.HOG0007266	OG0004378	n0		FUN_005171-T1	FUN_004680-T1										
N10.HOG0007267	OG0004379	n0		FUN_005166-T1	FUN_004674-T1										
N10.HOG0007268	OG0004380	n0		FUN_005164-T1	FUN_004669-T1, FUN_004673-T1										
N10.HOG0007269	OG0004381	n0		FUN_005162-T1											
N10.HOG0007270	OG0004382	n8		FUN_005161-T1	FUN_004668-T1										
N10.HOG0007271	OG0004382	n9			FUN_019790-T1										
N10.HOG0007272	OG0004383	n0		FUN_005160-T1	FUN_004666-T1										
N10.HOG0007273	OG0004384	n0		FUN_014091-T1	FUN_012899-T1										
N10.HOG0007274	OG0004385	n0		FUN_014108-T1	FUN_012913-T1										
N10.HOG0007275	OG0004386	n0		FUN_014116-T1	FUN_012922-T1										
N10.HOG0007276	OG0004387	n0		FUN_014130-T1	FUN_012934-T1										
