HOG	OG	Gene Tree Parent Clade	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
N4.HOG0001671	OG0000534	n10									rna-XM_034410174.1				rna-XM_032214499.1
N4.HOG0001672	OG0000535	n2									rna-XM_034406582.1				rna-XM_032237324.1
N4.HOG0001673	OG0000535	n12									rna-XM_034406581.1				
N4.HOG0001674	OG0000536	n1									rna-XM_034438947.1				rna-XM_032224817.1
N4.HOG0001675	OG0000536	n7									rna-XM_034435697.1				rna-XM_032226168.1
N4.HOG0001676	OG0000537	n8									rna-XM_034404591.1, rna-XM_034408408.1				
N4.HOG0001677	OG0000537	n15									rna-XM_034432666.1				rna-XM_032211833.1, rna-XM_032211845.1
N4.HOG0001678	OG0000538	n0									rna-XM_034402335.1, rna-XM_034403283.1, rna-XM_034408290.1				
N4.HOG0001679	OG0000546	n1									rna-XM_034409687.1				rna-XM_032219456.1
N4.HOG0001680	OG0000546	n12									rna-XM_034428548.1				rna-XM_032215715.1
N4.HOG0001681	OG0000547	n1									rna-XM_034427839.1				rna-XM_032222994.1
N4.HOG0001682	OG0000547	n12									rna-XM_034402235.1				rna-XM_032237338.1
N4.HOG0001683	OG0000548	n1									rna-XM_034441823.1				rna-XM_032228156.1
N4.HOG0001684	OG0000548	n9									rna-XM_034431368.1				rna-XM_032226658.1
N4.HOG0001685	OG0000549	n2									rna-XM_034420797.1				
N4.HOG0001686	OG0000549	n8									rna-XM_034406919.1				rna-XM_032221694.1
N4.HOG0001687	OG0000550	n1									rna-XM_034430981.1				rna-XM_032221475.1
N4.HOG0001688	OG0000550	n12									rna-XM_034414337.1				rna-XM_032217579.1
N4.HOG0001689	OG0000551	n2									rna-XM_034432205.1				
N4.HOG0001690	OG0000551	n11									rna-XM_034407844.1				
N4.HOG0001691	OG0000552	n1									rna-XM_034436685.1				rna-XM_032215438.1
N4.HOG0001692	OG0000552	n5									rna-XM_034413336.1				rna-XM_032227074.1
N4.HOG0001693	OG0000553	n2									rna-XM_034410103.1				rna-XM_032214505.1
N4.HOG0001694	OG0000553	n10									rna-XM_034410104.1				rna-XM_032214316.1
N4.HOG0001695	OG0000554	n2									rna-XM_034408721.1				rna-XM_032211458.1
N4.HOG0001696	OG0000554	n12									rna-XM_034420590.1				rna-XM_032230182.1
N4.HOG0001697	OG0000555	n1									rna-XM_034410814.1				rna-XM_032212686.1
N4.HOG0001698	OG0000555	n11									rna-XM_034435498.1				rna-XM_032232422.1
N4.HOG0001699	OG0000556	n1									rna-XM_034417392.1				rna-XM_032226094.1
N4.HOG0001700	OG0000556	n11									rna-XM_034441660.1				
N4.HOG0001701	OG0000557	n1									rna-XM_034401796.1				rna-XM_032218060.1
N4.HOG0001702	OG0000557	n12									rna-XM_034421118.1				rna-XM_032216250.1
N4.HOG0001703	OG0000558	n1									rna-XM_034412117.1				rna-XM_032208361.1
N4.HOG0001704	OG0000558	n13									rna-XM_034412053.1				rna-XM_032211600.1
N4.HOG0001705	OG0000559	n1									rna-XM_034439094.1				rna-XM_032224802.1
N4.HOG0001706	OG0000559	n7									rna-XM_034426841.1				rna-XM_032213018.1
N4.HOG0001707	OG0000560	n4													rna-XM_032238660.1, rna-XM_032234239.1, rna-XM_032234344.1, rna-XM_032234241.1
N4.HOG0001708	OG0000560	n9													rna-XM_032234208.1, rna-XM_032234211.1
N4.HOG0001709	OG0000560	n12									rna-XM_034426343.1				
N4.HOG0001710	OG0000560	n16									rna-XM_034426342.1				
N4.HOG0001711	OG0000561	n5									rna-XM_034421513.1				rna-XM_032239179.1
N4.HOG0001712	OG0000562	n0									rna-XM_034403963.1				rna-XM_032235235.1
N4.HOG0001713	OG0000563	n1									rna-XM_034426759.1				rna-XM_032213037.1, rna-XM_032213038.1
N4.HOG0001714	OG0000563	n14									rna-XM_034426763.1				
N4.HOG0001715	OG0000564	n0									rna-XM_034422070.1				
N4.HOG0001716	OG0000565	n0									rna-XM_034438423.1, rna-XM_034438424.1				rna-XM_032228294.1, rna-XM_032228632.1, rna-XM_032227222.1, rna-XM_032227229.1, rna-XM_032227691.1, rna-XM_032227219.1, rna-XM_032227224.1, rna-XM_032227226.1, rna-XM_032227223.1
N4.HOG0001717	OG0000566	n0									rna-XM_034411159.1				rna-XM_032238843.1, rna-XM_032212607.1
N4.HOG0001718	OG0000567	n1									rna-XM_034439964.1				rna-XM_032224945.1
N4.HOG0001719	OG0000567	n9									rna-XM_034435215.1				rna-XM_032229388.1
N4.HOG0001720	OG0000568	n0									rna-XM_034416900.1, rna-XM_034416901.1				rna-XM_032225665.1, rna-XM_032222441.1
N4.HOG0001721	OG0000569	n1													rna-XM_032217574.1
N4.HOG0001722	OG0000569	n11									rna-XM_034431030.1				rna-XM_032221842.1
N4.HOG0001723	OG0000570	n1									rna-XM_034412219.1				rna-XM_032210201.1
N4.HOG0001724	OG0000570	n8									rna-XM_034404168.1				
N4.HOG0001725	OG0000571	n1									rna-XM_034441807.1				rna-XM_032227931.1
N4.HOG0001726	OG0000571	n5									rna-XM_034435371.1				rna-XM_032226327.1
N4.HOG0001727	OG0000572	n2									rna-XM_034429128.1				rna-XM_032223291.1
N4.HOG0001728	OG0000572	n10									rna-XM_034429170.1				rna-XM_032222393.1, rna-XM_032238743.1
N4.HOG0001729	OG0000573	n0									rna-XM_034405616.1				rna-XM_032238716.1
N4.HOG0001730	OG0000574	n0													rna-XM_032211006.1, rna-XM_032211009.1
N4.HOG0001731	OG0000575	n2									rna-XM_034409196.1				rna-XM_032215890.1
N4.HOG0001732	OG0000575	n9									rna-XM_034413327.1				rna-XM_032227476.1
N4.HOG0001733	OG0000576	n2									rna-XM_034402426.1				
N4.HOG0001734	OG0000576	n11									rna-XM_034431166.1				
N4.HOG0001735	OG0000577	n1									rna-XM_034408061.1				
N4.HOG0001736	OG0000577	n7									rna-XM_034427917.1				rna-XM_032216983.1
N4.HOG0001737	OG0000578	n1									rna-XM_034442399.1				rna-XM_032212625.1
N4.HOG0001738	OG0000578	n8									rna-XM_034437605.1				rna-XM_032220227.1
N4.HOG0001739	OG0000579	n1									rna-XM_034416547.1				rna-XM_032237549.1
N4.HOG0001740	OG0000579	n10									rna-XM_034402237.1				rna-XM_032238233.1
N4.HOG0001741	OG0000580	n0									rna-XM_034442202.1				rna-XM_032224355.1
N4.HOG0001742	OG0000581	n0									rna-XM_034437488.1, rna-XM_034437487.1				rna-XM_032217725.1
N4.HOG0001743	OG0000582	n3													rna-XM_032214036.1
N4.HOG0001744	OG0000582	n5									rna-XM_034415051.1				rna-XM_032218421.1
N4.HOG0001745	OG0000583	n1									rna-XM_034438993.1				rna-XM_032225427.1
N4.HOG0001746	OG0000583	n7									rna-XM_034406452.1				rna-XM_032236684.1
N4.HOG0001747	OG0000584	n3									rna-XM_034421019.1				rna-XM_032215934.1
N4.HOG0001748	OG0000584	n15									rna-XM_034423427.1				rna-XM_032234622.1
N4.HOG0001749	OG0000585	n4									rna-XM_034416302.1				rna-XM_032237899.1
N4.HOG0001750	OG0000585	n12									rna-XM_034407299.1, rna-XM_034407417.1, rna-XM_034406501.1				
N4.HOG0001751	OG0000586	n1									rna-XM_034432299.1				rna-XM_032213098.1
N4.HOG0001752	OG0000586	n7									rna-XM_034439930.1				rna-XM_032225194.1
N4.HOG0001753	OG0000587	n1									rna-XM_034422953.1				rna-XM_032236092.1
N4.HOG0001754	OG0000587	n9									rna-XM_034422835.1				rna-XM_032236089.1
N4.HOG0001755	OG0000587	n12									rna-XM_034422834.1				rna-XM_032236090.1
N4.HOG0001756	OG0000587	n17									rna-XM_034422954.1				rna-XM_032234527.1
N4.HOG0001757	OG0000588	n0									rna-XM_034423337.1, rna-XM_034423348.1				rna-XM_032217934.1, rna-XM_032208950.1
N4.HOG0001758	OG0000589	n0									rna-XM_034440469.1				rna-XM_032224329.1, rna-XM_032223909.1
N4.HOG0001759	OG0000590	n1													rna-XM_032230911.1
N4.HOG0001760	OG0000590	n10									rna-XM_034412692.1				rna-XM_032209126.1
N4.HOG0001761	OG0000591	n1									rna-XM_034406608.1				
N4.HOG0001762	OG0000591	n6									rna-XM_034407631.1				rna-XM_032214553.1
N4.HOG0001763	OG0000594	n0									rna-XM_034404575.1				rna-XM_032209819.1
N4.HOG0001764	OG0000596	n0									rna-XM_034405907.1				rna-XM_032234156.1, rna-XM_032234300.1, rna-XM_032234191.1
N4.HOG0001765	OG0000599	n1									rna-XM_034406305.1				rna-XM_032214811.1
N4.HOG0001766	OG0000599	n11									rna-XM_034428931.1				rna-XM_032229332.1
N4.HOG0001767	OG0000600	n1									rna-XM_034428368.1				rna-XM_032221968.1
N4.HOG0001768	OG0000600	n7									rna-XM_034401938.1				rna-XM_032234507.1
N4.HOG0001769	OG0000601	n0									rna-XM_034441224.1, rna-XM_034441225.1				rna-XM_032213604.1, rna-XM_032213603.1
N4.HOG0001770	OG0000602	n1									rna-XM_034434845.1				rna-XM_032226190.1
N4.HOG0001771	OG0000602	n9									rna-XM_034430809.1				rna-XM_032238187.1
N4.HOG0001772	OG0000603	n1									rna-XM_034432671.1				rna-XM_032232944.1
N4.HOG0001773	OG0000603	n10									rna-XM_034432672.1				rna-XM_032233587.1
N4.HOG0001774	OG0000604	n2													rna-XM_032237376.1
N4.HOG0001775	OG0000604	n13													rna-XM_032211536.1
N4.HOG0001776	OG0000605	n2									rna-XM_034420033.1				rna-XM_032223455.1
N4.HOG0001777	OG0000605	n14									rna-XM_034407445.1				
N4.HOG0001778	OG0000606	n2									rna-XM_034407472.1, rna-XM_034407898.1				rna-XM_032224934.1, rna-XM_032224935.1
N4.HOG0001779	OG0000606	n16									rna-XM_034424532.1				rna-XM_032224936.1
N4.HOG0001780	OG0000607	n1									rna-XM_034420612.1				rna-XM_032231081.1
N4.HOG0001781	OG0000607	n11									rna-XM_034412652.1				rna-XM_032209981.1
N4.HOG0001782	OG0000608	n1									rna-XM_034417651.1				rna-XM_032226632.1
N4.HOG0001783	OG0000608	n10									rna-XM_034441666.1				rna-XM_032227440.1
N4.HOG0001784	OG0000609	n8									rna-XM_034418572.1				rna-XM_032235032.1
N4.HOG0001785	OG0000610	n3									rna-XM_034407452.1, rna-XM_034405283.1				
N4.HOG0001786	OG0000610	n11									rna-XM_034435866.1				
N4.HOG0001787	OG0000610	n13									rna-XM_034414694.1				
N4.HOG0001788	OG0000611	n1									rna-XM_034432440.1				rna-XM_032214373.1
N4.HOG0001789	OG0000611	n4									rna-XM_034408026.1				rna-XM_032234036.1
N4.HOG0001790	OG0000612	n3									rna-XM_034432145.1				rna-XM_032214439.1
N4.HOG0001791	OG0000613	n0									rna-XM_034426295.1				rna-XM_032223789.1
N4.HOG0001792	OG0000614	n0									rna-XM_034407694.1, rna-XM_034407697.1				rna-XM_032226001.1, rna-XM_032225779.1
N4.HOG0001793	OG0000615	n1									rna-XM_034425038.1				rna-XM_032215305.1
N4.HOG0001794	OG0000615	n5									rna-XM_034402643.1				rna-XM_032237842.1
N4.HOG0001795	OG0000616	n1													rna-XM_032229270.1
N4.HOG0001796	OG0000616	n8									rna-XM_034420943.1				rna-XM_032215834.1
N4.HOG0001797	OG0000617	n1									rna-XM_034408685.1				rna-XM_032210850.1
N4.HOG0001798	OG0000617	n4													rna-XM_032225492.1
N4.HOG0001799	OG0000618	n1									rna-XM_034436885.1				rna-XM_032229007.1
N4.HOG0001800	OG0000618	n11									rna-XM_034437523.1				rna-XM_032237732.1
N4.HOG0001801	OG0000619	n1									rna-XM_034421554.1				rna-XM_032224164.1
N4.HOG0001802	OG0000619	n11									rna-XM_034432294.1				rna-XM_032212858.1
N4.HOG0001803	OG0000620	n1									rna-XM_034407877.1, rna-XM_034404605.1				
N4.HOG0001804	OG0000620	n5									rna-XM_034438115.1				rna-XM_032227653.1, rna-XM_032211456.1
N4.HOG0001805	OG0000621	n1									rna-XM_034404997.1, rna-XM_034407217.1				
N4.HOG0001806	OG0000621	n3													rna-XM_032221541.1
N4.HOG0001807	OG0000621	n14													rna-XM_032221056.1
N4.HOG0001808	OG0000622	n1									rna-XM_034408501.1				rna-XM_032220153.1
N4.HOG0001809	OG0000622	n11									rna-XM_034442681.1				rna-XM_032224666.1
N4.HOG0001810	OG0000623	n1									rna-XM_034403931.1				rna-XM_032209015.1
N4.HOG0001811	OG0000623	n7									rna-XM_034426002.1				rna-XM_032232044.1
N4.HOG0001812	OG0000624	n10									rna-XM_034414787.1				rna-XM_032218049.1
N4.HOG0001813	OG0000625	n1									rna-XM_034416557.1				rna-XM_032226955.1
N4.HOG0001814	OG0000625	n10									rna-XM_034442970.1				rna-XM_032223519.1
N4.HOG0001815	OG0000626	n1									rna-XM_034435406.1				rna-XM_032231650.1
N4.HOG0001816	OG0000626	n9									rna-XM_034435193.1				rna-XM_032228863.1
N4.HOG0001817	OG0000627	n2									rna-XM_034437932.1				
N4.HOG0001818	OG0000627	n14									rna-XM_034437935.1				rna-XM_032228388.1
N4.HOG0001819	OG0000628	n10									rna-XM_034432582.1				rna-XM_032232977.1
N4.HOG0001820	OG0000629	n1									rna-XM_034404705.1				
N4.HOG0001821	OG0000629	n9									rna-XM_034441722.1				rna-XM_032227565.1
N4.HOG0001822	OG0000630	n1									rna-XM_034434724.1				rna-XM_032232248.1
N4.HOG0001823	OG0000630	n11									rna-XM_034435190.1				rna-XM_032229323.1
N4.HOG0001824	OG0000631	n1													rna-XM_032214076.1
N4.HOG0001825	OG0000631	n9									rna-XM_034441903.1				rna-XM_032212506.1, rna-XM_032238780.1
N4.HOG0001826	OG0000632	n0													rna-XM_032217154.1, rna-XM_032215145.1, rna-XM_032215563.1, rna-XM_032215770.1
N4.HOG0001827	OG0000633	n3									rna-XM_034407248.1				
N4.HOG0001828	OG0000633	n11									rna-XM_034438887.1				rna-XM_032225158.1
N4.HOG0001829	OG0000634	n1									rna-XM_034427055.1				rna-XM_032236504.1
N4.HOG0001830	OG0000634	n11									rna-XM_034427050.1				rna-XM_032236505.1
N4.HOG0001831	OG0000635	n2									rna-XM_034438890.1				rna-XM_032238520.1, rna-XM_032224903.1, rna-XM_032224905.1
N4.HOG0001832	OG0000635	n9													rna-XM_032225951.1
N4.HOG0001833	OG0000636	n0									rna-XM_034421722.1				rna-XM_032209626.1, rna-XM_032209625.1
N4.HOG0001834	OG0000637	n2									rna-XM_034421759.1				
N4.HOG0001835	OG0000637	n3									rna-XM_034421603.1				
N4.HOG0001836	OG0000638	n0									rna-XM_034411508.1				rna-XM_032237854.1
N4.HOG0001837	OG0000639	n0									rna-XM_034437980.1				rna-XM_032227506.1, rna-XM_032228676.1, rna-XM_032227857.1, rna-XM_032227502.1, rna-XM_032227680.1, rna-XM_032227601.1, rna-XM_032227856.1, rna-XM_032227602.1, rna-XM_032227505.1
N4.HOG0001838	OG0000652	n0									rna-XM_034430889.1				rna-XM_032238694.1
N4.HOG0001839	OG0000653	n1									rna-XM_034426115.1				
N4.HOG0001840	OG0000653	n8									rna-XM_034436904.1				rna-XM_032229577.1
N4.HOG0001841	OG0000656	n1													rna-XM_032208380.1, rna-XM_032208723.1, rna-XM_032208379.1, rna-XM_032208722.1, rna-XM_032208381.1, rna-XM_032208383.1
N4.HOG0001842	OG0000656	n10													rna-XM_032208388.1
N4.HOG0001843	OG0000656	n16									rna-XM_034432980.1				rna-XM_032208699.1
N4.HOG0001844	OG0000656	n18													rna-XM_032208384.1
N4.HOG0001845	OG0000657	n2									rna-XM_034403688.1				rna-XM_032220706.1
N4.HOG0001846	OG0000657	n6									rna-XM_034420611.1				rna-XM_032231285.1
N4.HOG0001847	OG0000658	n3									rna-XM_034401720.1, rna-XM_034401654.1				
N4.HOG0001848	OG0000658	n13													rna-XM_032235096.1
N4.HOG0001849	OG0000659	n2									rna-XM_034417349.1				rna-XM_032218156.1
N4.HOG0001850	OG0000659	n11									rna-XM_034417346.1				rna-XM_032225769.1
N4.HOG0001851	OG0000660	n3									rna-XM_034427121.1				rna-XM_032232518.1, rna-XM_032233191.1
N4.HOG0001852	OG0000660	n14									rna-XM_034427120.1				rna-XM_032233212.1, rna-XM_032233213.1
N4.HOG0001853	OG0000661	n2									rna-XM_034428423.1				
N4.HOG0001854	OG0000661	n9													rna-XM_032215039.1
N4.HOG0001855	OG0000662	n13									rna-XM_034426646.1				rna-XM_032230847.1
N4.HOG0001856	OG0000663	n3													rna-XM_032216845.1
N4.HOG0001857	OG0000663	n4													rna-XM_032227959.1
N4.HOG0001858	OG0000664	n3									rna-XM_034438354.1				rna-XM_032227635.1
N4.HOG0001859	OG0000664	n13									rna-XM_034417681.1				rna-XM_032234434.1
N4.HOG0001860	OG0000665	n1									rna-XM_034415559.1				rna-XM_032227046.1
N4.HOG0001861	OG0000665	n10									rna-XM_034440426.1				rna-XM_032224188.1
N4.HOG0001862	OG0000667	n0									rna-XM_034421793.1, rna-XM_034421835.1				rna-XM_032208732.1
N4.HOG0001863	OG0000668	n1									rna-XM_034437914.1				rna-XM_032227777.1
N4.HOG0001864	OG0000668	n10									rna-XM_034428280.1				rna-XM_032216038.1
N4.HOG0001865	OG0000669	n1													rna-XM_032215065.1
N4.HOG0001866	OG0000669	n10									rna-XM_034407030.1, rna-XM_034405066.1				rna-XM_032229128.1
N4.HOG0001867	OG0000670	n1									rna-XM_034438785.1				rna-XM_032219692.1
N4.HOG0001868	OG0000670	n5									rna-XM_034438778.1, rna-XM_034438786.1				rna-XM_032238495.1
N4.HOG0001869	OG0000671	n5									rna-XM_034404464.1				
N4.HOG0001870	OG0000671	n17									rna-XM_034407415.1, rna-XM_034405964.1, rna-XM_034405143.1				rna-XM_032229147.1
N4.HOG0001871	OG0000672	n0									rna-XM_034406663.1, rna-XM_034408363.1				rna-XM_032222844.1, rna-XM_032223047.1
N4.HOG0001872	OG0000673	n2									rna-XM_034422762.1				
N4.HOG0001873	OG0000673	n12									rna-XM_034422763.1				rna-XM_032236180.1
N4.HOG0001874	OG0000674	n1									rna-XM_034421989.1				rna-XM_032229650.1
N4.HOG0001875	OG0000674	n9									rna-XM_034421981.1				rna-XM_032229681.1
N4.HOG0001876	OG0000675	n1									rna-XM_034414757.1				rna-XM_032218530.1
N4.HOG0001877	OG0000675	n8									rna-XM_034442061.1				rna-XM_032220862.1
N4.HOG0001878	OG0000676	n3									rna-XM_034438124.1				
N4.HOG0001879	OG0000676	n4									rna-XM_034438132.1				
N4.HOG0001880	OG0000677	n1									rna-XM_034442343.1				rna-XM_032223599.1
N4.HOG0001881	OG0000677	n10									rna-XM_034402441.1				rna-XM_032210706.1
N4.HOG0001882	OG0000678	n0									rna-XM_034423565.1				rna-XM_032227707.1, rna-XM_032227158.1
N4.HOG0001883	OG0000679	n0									rna-XM_034406515.1				
N4.HOG0001884	OG0000680	n3									rna-XM_034421643.1				
N4.HOG0001885	OG0000680	n8													rna-XM_032209080.1
N4.HOG0001886	OG0000680	n11									rna-XM_034421650.1				rna-XM_032239134.1
N4.HOG0001887	OG0000680	n19									rna-XM_034421652.1				rna-XM_032209043.1
N4.HOG0001888	OG0000681	n0									rna-XM_034431464.1				rna-XM_032209248.1
N4.HOG0001889	OG0000682	n0									rna-XM_034424623.1				rna-XM_032232554.1
N4.HOG0001890	OG0000683	n2									rna-XM_034405502.1				rna-XM_032236220.1
N4.HOG0001891	OG0000683	n5													rna-XM_032236221.1
N4.HOG0001892	OG0000683	n7													rna-XM_032236224.1, rna-XM_032236225.1
N4.HOG0001893	OG0000683	n15													rna-XM_032236222.1
N4.HOG0001894	OG0000685	n0													rna-XM_032209808.1
N4.HOG0001895	OG0000686	n2									rna-XM_034433000.1				rna-XM_032208396.1, rna-XM_032208717.1, rna-XM_032208712.1
N4.HOG0001896	OG0000686	n5									rna-XM_034406769.1, rna-XM_034405998.1				rna-XM_032208391.1, rna-XM_032208713.1
N4.HOG0001897	OG0000687	n3													rna-XM_032212440.1
N4.HOG0001898	OG0000689	n0									rna-XM_034438129.1				rna-XM_032228086.1
N4.HOG0001899	OG0000691	n0									rna-XM_034405321.1, rna-XM_034438756.1				rna-XM_032233211.1
N4.HOG0001900	OG0000692	n0									rna-XM_034406912.1				rna-XM_032221082.1
N4.HOG0001901	OG0000693	n0									rna-XM_034417259.1				rna-XM_032224976.1
N4.HOG0001902	OG0000694	n1													rna-XM_032238448.1, rna-XM_032218647.1, rna-XM_032218664.1
N4.HOG0001903	OG0000694	n4									rna-XM_034405137.1				
N4.HOG0001904	OG0000694	n14									rna-XM_034404766.1				
N4.HOG0001905	OG0000695	n0									rna-XM_034430503.1				
N4.HOG0001906	OG0000697	n2									rna-XM_034410829.1				rna-XM_032212668.1
N4.HOG0001907	OG0000698	n0									rna-XM_034404935.1				rna-XM_032219433.1
N4.HOG0001908	OG0000699	n1									rna-XM_034441915.1				rna-XM_032213211.1
N4.HOG0001909	OG0000699	n9									rna-XM_034437686.1				rna-XM_032214197.1
N4.HOG0001910	OG0000700	n4													rna-XM_032221481.1, rna-XM_032219709.1
N4.HOG0001911	OG0000701	n0									rna-XM_034428578.1				rna-XM_032215106.1, rna-XM_032215107.1
N4.HOG0001912	OG0000702	n7									rna-XM_034408119.1, rna-XM_034404576.1				
N4.HOG0001913	OG0000702	n9									rna-XM_034427265.1				
N4.HOG0001914	OG0000702	n20													rna-XM_032215791.1, rna-XM_032216837.1
N4.HOG0001915	OG0000703	n1									rna-XM_034426262.1				rna-XM_032230150.1
N4.HOG0001916	OG0000703	n7									rna-XM_034426228.1				rna-XM_032230564.1
N4.HOG0001917	OG0000704	n0									rna-XM_034408354.1				rna-XM_032230509.1
N4.HOG0001918	OG0000705	n1									rna-XM_034403470.1				rna-XM_032221224.1
N4.HOG0001919	OG0000705	n10									rna-XM_034441573.1				rna-XM_032230690.1
N4.HOG0001920	OG0000706	n0									rna-XM_034407627.1, rna-XM_034404606.1, rna-XM_034407636.1, rna-XM_034406754.1				rna-XM_032213032.1
N4.HOG0001921	OG0000707	n6									rna-XM_034430946.1				
N4.HOG0001922	OG0000707	n8									rna-XM_034430970.1, rna-XM_034430979.1				rna-XM_032209714.1
N4.HOG0001923	OG0000708	n1									rna-XM_034418950.1				rna-XM_032226209.1
N4.HOG0001924	OG0000708	n9									rna-XM_034419014.1				rna-XM_032226225.1
N4.HOG0001925	OG0000709	n3									rna-XM_034435761.1				
N4.HOG0001926	OG0000709	n5													rna-XM_032232225.1
N4.HOG0001927	OG0000710	n8									rna-XM_034406740.1				rna-XM_032224924.1
N4.HOG0001928	OG0000710	n10									rna-XM_034406728.1				rna-XM_032238643.1
N4.HOG0001929	OG0000711	n0									rna-XM_034403898.1				rna-XM_032213219.1
N4.HOG0001930	OG0000712	n3									rna-XM_034435211.1				rna-XM_032229552.1
N4.HOG0001931	OG0000712	n4									rna-XM_034442167.1				rna-XM_032210656.1, rna-XM_032223811.1
N4.HOG0001932	OG0000713	n1									rna-XM_034441744.1				rna-XM_032227988.1
N4.HOG0001933	OG0000713	n8									rna-XM_034435921.1				rna-XM_032219159.1
N4.HOG0001934	OG0000714	n8													rna-XM_032238010.1
N4.HOG0001935	OG0000715	n0									rna-XM_034439212.1				rna-XM_032225167.1, rna-XM_032225175.1, rna-XM_032225689.1, rna-XM_032225690.1, rna-XM_032225174.1, rna-XM_032225505.1, rna-XM_032225173.1, rna-XM_032225170.1, rna-XM_032225172.1, rna-XM_032225688.1
N4.HOG0001936	OG0000716	n1									rna-XM_034426160.1				rna-XM_032229290.1, rna-XM_032229359.1
N4.HOG0001937	OG0000716	n9									rna-XM_034420980.1				rna-XM_032216458.1
N4.HOG0001938	OG0000717	n0									rna-XM_034404597.1, rna-XM_034431214.1				rna-XM_032224319.1
N4.HOG0001939	OG0000718	n0									rna-XM_034405631.1				
N4.HOG0001940	OG0000719	n0									rna-XM_034421501.1				rna-XM_032211125.1
N4.HOG0001941	OG0000720	n0									rna-XM_034416527.1, rna-XM_034416533.1				rna-XM_032236923.1, rna-XM_032235879.1
N4.HOG0001942	OG0000721	n2									rna-XM_034408227.1				rna-XM_032238593.1
N4.HOG0001943	OG0000721	n15									rna-XM_034408081.1				rna-XM_032225723.1
N4.HOG0001944	OG0000722	n1									rna-XM_034405785.1				rna-XM_032208622.1
N4.HOG0001945	OG0000722	n10									rna-XM_034420370.1				rna-XM_032212176.1
N4.HOG0001946	OG0000723	n0									rna-XM_034408205.1, rna-XM_034404569.1				rna-XM_032236755.1, rna-XM_032235637.1
N4.HOG0001947	OG0000724	n0									rna-XM_034406436.1, rna-XM_034406759.1				id-LOC116522733
N4.HOG0001948	OG0000725	n1									rna-XM_034422032.1				rna-XM_032209733.1
N4.HOG0001949	OG0000725	n10													rna-XM_032209724.1
N4.HOG0001950	OG0000726	n0									rna-XM_034423741.1				rna-XM_032220487.1
N4.HOG0001951	OG0000727	n1									rna-XM_034408752.1				
N4.HOG0001952	OG0000727	n5									rna-XM_034436264.1				
N4.HOG0001953	OG0000728	n1									rna-XM_034419887.1				rna-XM_032237689.1
N4.HOG0001954	OG0000728	n14									rna-XM_034419801.1				rna-XM_032237659.1
N4.HOG0001955	OG0000729	n2									rna-XM_034401861.1				
N4.HOG0001956	OG0000729	n11									rna-XM_034402141.1				rna-XM_032237657.1
N4.HOG0001957	OG0000730	n0									rna-XM_034406982.1, rna-XM_034406958.1				rna-XM_032234285.1
N4.HOG0001958	OG0000731	n3									rna-XM_034422653.1				rna-XM_032232509.1
N4.HOG0001959	OG0000731	n11									rna-XM_034415488.1				rna-XM_032237364.1
N4.HOG0001960	OG0000732	n0									rna-XM_034442207.1				rna-XM_032224476.1
N4.HOG0001961	OG0000733	n0									rna-XM_034401703.1				rna-XM_032238302.1, rna-XM_032216238.1
N4.HOG0001962	OG0000734	n1									rna-XM_034433336.1				rna-XM_032236993.1
N4.HOG0001963	OG0000734	n3									rna-XM_034438140.1				rna-XM_032227450.1
N4.HOG0001964	OG0000735	n0									rna-XM_034404427.1				rna-XM_032237878.1, rna-XM_032211320.1
N4.HOG0001965	OG0000736	n0									rna-XM_034406026.1				
N4.HOG0001966	OG0000737	n0									rna-XM_034422694.1				
N4.HOG0001967	OG0000738	n0									rna-XM_034405228.1				rna-XM_032227496.1
N4.HOG0001968	OG0000739	n2													rna-XM_032219771.1
N4.HOG0001969	OG0000739	n11									rna-XM_034411802.1				rna-XM_032219772.1
N4.HOG0001970	OG0000740	n0									rna-XM_034424368.1, rna-XM_034408190.1				rna-XM_032233973.1
N4.HOG0001971	OG0000741	n0									rna-XM_034421774.1				rna-XM_032210388.1
N4.HOG0001972	OG0000742	n0									rna-XM_034434954.1, rna-XM_034404586.1, rna-XM_034404577.1				rna-XM_032212462.1
N4.HOG0001973	OG0000743	n1									rna-XM_034436594.1				rna-XM_032237415.1
N4.HOG0001974	OG0000743	n8									rna-XM_034438938.1				rna-XM_032225255.1
N4.HOG0001975	OG0000744	n0									rna-XM_034404559.1				
N4.HOG0001976	OG0000752	n0									rna-XM_034429787.1				rna-XM_032222691.1
N4.HOG0001977	OG0000753	n0									rna-XM_034407752.1				rna-XM_032231794.1
N4.HOG0001978	OG0000754	n1									rna-XM_034407751.1				rna-XM_032232216.1
N4.HOG0001979	OG0000754	n10									rna-XM_034407754.1				
N4.HOG0001980	OG0000755	n0									rna-XM_034404614.1				rna-XM_032210859.1
N4.HOG0001981	OG0000756	n1									rna-XM_034423801.1				
N4.HOG0001982	OG0000756	n9									rna-XM_034428555.1				rna-XM_032216361.1
N4.HOG0001983	OG0000757	n3									rna-XM_034440663.1				rna-XM_032213599.1
N4.HOG0001984	OG0000758	n1									rna-XM_034435947.1				rna-XM_032219687.1
