# BUSCO version is: 5.3.2 
# The lineage dataset is: tetrapoda_odb10 (Creation date: 2021-02-19, number of genomes: 38, number of BUSCOs: 5310)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
67906at32523	Complete	HiC_scaffold_6	68562484	68679147	-	574.7	392	https://www.orthodb.org/v10?query=67906at32523	X-linked retinitis pigmentosa GTPase regulator
67909at32523	Complete	HiC_scaffold_5	74060376	74075916	+	888.2	643	https://www.orthodb.org/v10?query=67909at32523	CUB domain-containing protein 1
68248at32523	Complete	HiC_scaffold_10	3456640	3473581	+	992.1	541	https://www.orthodb.org/v10?query=68248at32523	kelch-like protein 22
68252at32523	Complete	HiC_scaffold_8	11850078	11913998	-	674.4	563	https://www.orthodb.org/v10?query=68252at32523	transforming acidic coiled-coil-containing protein 1
68351at32523	Complete	HiC_scaffold_2	135800940	135804594	+	1126.1	611	https://www.orthodb.org/v10?query=68351at32523	sulfate transporter
68412at32523	Complete	HiC_scaffold_1	45623978	45716588	+	1114.3	601	https://www.orthodb.org/v10?query=68412at32523	Follicle-stimulating hormone receptor
68436at32523	Complete	HiC_scaffold_4	174211396	174253557	+	1283.2	609	https://www.orthodb.org/v10?query=68436at32523	Zinc finger RANBP2-type containing 1
68460at32523	Complete	HiC_scaffold_5	77531866	77598761	+	1284.3	760	https://www.orthodb.org/v10?query=68460at32523	programmed cell death 6-interacting protein
68503at32523	Complete	HiC_scaffold_2	273489742	273568413	+	1221.8	736	https://www.orthodb.org/v10?query=68503at32523	structural maintenance of chromosomes protein 5
68556at32523	Complete	HiC_scaffold_1	79206059	79242990	-	1143.6	586	https://www.orthodb.org/v10?query=68556at32523	ras guanyl-releasing protein 3
68680at32523	Complete	HiC_scaffold_10	19933560	19937362	-	1168.2	683	https://www.orthodb.org/v10?query=68680at32523	anaphase-promoting complex subunit 2
68693at32523	Complete	HiC_scaffold_1	57262509	57278728	+	1125.7	681	https://www.orthodb.org/v10?query=68693at32523	digestive organ expansion factor homolog
68718at32523	Complete	HiC_scaffold_1	20782138	20808388	+	1164.3	692	https://www.orthodb.org/v10?query=68718at32523	rab GTPase-binding effector protein 1
68738at32523	Complete	HiC_scaffold_4	164899400	164916632	-	950.3	855	https://www.orthodb.org/v10?query=68738at32523	DNA cross-link repair 1A protein
68740at32523	Complete	HiC_scaffold_4	40400440	40445042	+	1157.0	573	https://www.orthodb.org/v10?query=68740at32523	TBC1 domain family member 30
68749at32523	Complete	HiC_scaffold_11	704448	725007	+	1023.2	1124	https://www.orthodb.org/v10?query=68749at32523	Fanconi anemia group A protein
68803at32523	Complete	HiC_scaffold_10	11968561	11990023	+	1037.0	616	https://www.orthodb.org/v10?query=68803at32523	Activating signal cointegrator 1 complex subunit 2
68830at32523	Complete	HiC_scaffold_4	56457486	56498091	+	1380.3	705	https://www.orthodb.org/v10?query=68830at32523	SCY1 like pseudokinase 2
68937at32523	Missing
68947at32523	Complete	HiC_scaffold_4	135650934	135689158	-	1652.3	764	https://www.orthodb.org/v10?query=68947at32523	U2 snRNP associated SURP domain containing
68984at32523	Complete	HiC_scaffold_1	130841259	130888944	-	1050.5	665	https://www.orthodb.org/v10?query=68984at32523	armadillo repeat-containing protein 2
69006at32523	Complete	HiC_scaffold_1	248621724	248735819	+	1276.9	617	https://www.orthodb.org/v10?query=69006at32523	serine/threonine-protein kinase tousled-like 1
69050at32523	Complete	HiC_scaffold_3	262944201	262984149	-	811.1	549	https://www.orthodb.org/v10?query=69050at32523	methionine synthase reductase
69067at32523	Complete	HiC_scaffold_7	26023809	26065397	+	1279.1	784	https://www.orthodb.org/v10?query=69067at32523	Microsomal triglyceride transfer protein
69201at32523	Complete	HiC_scaffold_2	84206270	84276371	+	803.9	478	https://www.orthodb.org/v10?query=69201at32523	interleukin-17 receptor D
69226at32523	Complete	HiC_scaffold_14	18902173	18931681	-	849.5	614	https://www.orthodb.org/v10?query=69226at32523	transducin beta-like protein 3
69228at32523	Complete	HiC_scaffold_1	125683215	125735851	-	1250.2	737	https://www.orthodb.org/v10?query=69228at32523	Regulatory factor X6
69364at32523	Complete	HiC_scaffold_1	36502117	36543041	-	979.2	599	https://www.orthodb.org/v10?query=69364at32523	Uncharacterized protein KIAA1841
69417at32523	Complete	HiC_scaffold_2	170723489	170757288	-	1335.5	891	https://www.orthodb.org/v10?query=69417at32523	Centrosomal protein 131
69465at32523	Complete	HiC_scaffold_6	53048045	53080801	+	1354.3	664	https://www.orthodb.org/v10?query=69465at32523	Chloride channel protein
69531at32523	Missing
69566at32523	Complete	HiC_scaffold_6	79908736	79910865	-	1205.6	603	https://www.orthodb.org/v10?query=69566at32523	sodium/myo-inositol cotransporter
69618at32523	Complete	HiC_scaffold_4	119127165	119187023	+	1274.7	654	https://www.orthodb.org/v10?query=69618at32523	Solute carrier family 7 member 14
69690at32523	Complete	HiC_scaffold_4	164919516	164960460	+	954.8	566	https://www.orthodb.org/v10?query=69690at32523	NHL repeat-containing protein 2
69720at32523	Complete	HiC_scaffold_16	708532	719164	+	1069.1	642	https://www.orthodb.org/v10?query=69720at32523	Centrosomal protein 104
69748at32523	Complete	HiC_scaffold_3	103633160	103671879	-	1269.2	627	https://www.orthodb.org/v10?query=69748at32523	solute carrier family 45 member 4
69828at32523	Complete	HiC_scaffold_1	410590755	410615339	-	1197.2	603	https://www.orthodb.org/v10?query=69828at32523	exocyst complex component 5
69999at32523	Complete	HiC_scaffold_6	110437238	110457670	-	625.7	629	https://www.orthodb.org/v10?query=69999at32523	Coiled-coil domain containing 191
70008at32523	Complete	HiC_scaffold_3	256170521	256299436	-	1179.8	617	https://www.orthodb.org/v10?query=70008at32523	Lysine acetyltransferase 14
70026at32523	Complete	HiC_scaffold_16	4862827	4870598	+	1152.7	699	https://www.orthodb.org/v10?query=70026at32523	Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
70037at32523	Complete	HiC_scaffold_3	129278597	129291147	-	1021.6	1274	https://www.orthodb.org/v10?query=70037at32523	zinc finger protein 831
70049at32523	Complete	HiC_scaffold_6	78081844	78115026	-	1255.3	575	https://www.orthodb.org/v10?query=70049at32523	dual specificity tyrosine-phosphorylation-regulated kinase 1A
70263at32523	Complete	HiC_scaffold_1	72550214	72654473	+	1245.3	638	https://www.orthodb.org/v10?query=70263at32523	leucine-rich repeat and fibronectin type-III domain-containing protein 2
70270at32523	Complete	HiC_scaffold_4	127771670	127899527	+	977.6	597	https://www.orthodb.org/v10?query=70270at32523	Ventricular zone expressed PH domain containing 1
70301at32523	Complete	HiC_scaffold_4	165156141	165177550	-	1298.5	701	https://www.orthodb.org/v10?query=70301at32523	coiled-coil domain-containing protein 186
70364at32523	Complete	HiC_scaffold_2	97552520	97568412	-	1105.3	537	https://www.orthodb.org/v10?query=70364at32523	Ubiquitin carboxyl-terminal hydrolase
70489at32523	Complete	HiC_scaffold_5	65063609	65106161	-	1191.8	570	https://www.orthodb.org/v10?query=70489at32523	Ring finger protein 103
70548at32523	Complete	HiC_scaffold_13	457472	482004	-	1307.8	647	https://www.orthodb.org/v10?query=70548at32523	disintegrin and metalloproteinase domain-containing protein 10
70556at32523	Complete	HiC_scaffold_2	338170004	338224784	-	948.9	738	https://www.orthodb.org/v10?query=70556at32523	Retinoic acid induced 14
70563at32523	Complete	HiC_scaffold_8	866762	884629	+	1275.7	766	https://www.orthodb.org/v10?query=70563at32523	KAT8 regulatory NSL complex subunit 3 isoform X1
70578at32523	Complete	HiC_scaffold_3	243651095	243742413	-	1169.9	590	https://www.orthodb.org/v10?query=70578at32523	xenotropic and polytropic retrovirus receptor 1
70607at32523	Complete	HiC_scaffold_1	419476201	419483225	-	1261.1	580	https://www.orthodb.org/v10?query=70607at32523	Leucine rich repeat and fibronectin type III domain containing 5
70807at32523	Complete	HiC_scaffold_2	208242150	208295087	-	851.9	628	https://www.orthodb.org/v10?query=70807at32523	GEM-interacting protein
70811at32523	Complete	HiC_scaffold_3	245582943	245663444	+	906.1	788	https://www.orthodb.org/v10?query=70811at32523	protein transport protein Sec16B
70944at32523	Complete	HiC_scaffold_4	186601462	186645746	-	1173.2	660	https://www.orthodb.org/v10?query=70944at32523	probable E3 ubiquitin-protein ligase HECTD2
71170at32523	Complete	HiC_scaffold_7	18399307	18428535	+	1143.2	646	https://www.orthodb.org/v10?query=71170at32523	polycystin-2
71190at32523	Complete	HiC_scaffold_7	63753806	63789809	-	1207.3	797	https://www.orthodb.org/v10?query=71190at32523	condensin complex subunit 3
71192at32523	Complete	HiC_scaffold_1	234814504	234844192	+	1103.2	701	https://www.orthodb.org/v10?query=71192at32523	WD repeat domain 75
71241at32523	Complete	HiC_scaffold_7	5608925	5645002	+	1254.0	685	https://www.orthodb.org/v10?query=71241at32523	F-box only protein 41
71322at32523	Complete	HiC_scaffold_2	183120378	183150303	-	1010.4	493	https://www.orthodb.org/v10?query=71322at32523	polycomb protein SUZ12
71347at32523	Complete	HiC_scaffold_4	11876510	11927007	-	744.8	513	https://www.orthodb.org/v10?query=71347at32523	IQ and ubiquitin-like domain-containing protein
71364at32523	Complete	HiC_scaffold_7	64206022	64293507	+	953.4	712	https://www.orthodb.org/v10?query=71364at32523	prominin-1 isoform X1
71388at32523	Complete	HiC_scaffold_3	76464155	76502434	+	1315.3	768	https://www.orthodb.org/v10?query=71388at32523	meckelin
71466at32523	Complete	HiC_scaffold_4	54117089	54166098	-	1606.9	1136	https://www.orthodb.org/v10?query=71466at32523	FYVE, RhoGEF and PH domain-containing protein 6
71584at32523	Complete	HiC_scaffold_14	80705	88194	-	937.2	539	https://www.orthodb.org/v10?query=71584at32523	heat shock protein 75 kDa, mitochondrial
71587at32523	Complete	HiC_scaffold_1	259092054	259185212	-	1260.9	662	https://www.orthodb.org/v10?query=71587at32523	Glycerol-3-phosphate dehydrogenase
71596at32523	Complete	HiC_scaffold_5	134624264	134667418	-	1096.7	581	https://www.orthodb.org/v10?query=71596at32523	ATP-dependent zinc metalloprotease YME1L1
71664at32523	Complete	HiC_scaffold_2	173808684	173829883	-	1312.6	824	https://www.orthodb.org/v10?query=71664at32523	conserved oligomeric Golgi complex subunit 1
71669at32523	Complete	HiC_scaffold_1	295762929	295786837	+	941.1	908	https://www.orthodb.org/v10?query=71669at32523	pleckstrin homology domain-containing family G member 3 isoform X1
71741at32523	Complete	HiC_scaffold_14	5768812	5794556	-	1114.6	594	https://www.orthodb.org/v10?query=71741at32523	DNA-directed RNA polymerase III subunit RPC5
71760at32523	Complete	HiC_scaffold_3	154479646	154629871	-	1192.9	601	https://www.orthodb.org/v10?query=71760at32523	Acyl-CoA synthetase short chain family member 2
71859at32523	Complete	HiC_scaffold_1	22367475	22397852	-	1012.9	567	https://www.orthodb.org/v10?query=71859at32523	NADPH--cytochrome P450 reductase
71868at32523	Complete	HiC_scaffold_1	243002649	243042993	+	1323.2	626	https://www.orthodb.org/v10?query=71868at32523	SEC14 domain and spectrin repeat-containing protein 1
72036at32523	Complete	HiC_scaffold_1	380217468	380250787	-	1209.0	635	https://www.orthodb.org/v10?query=72036at32523	protein O-mannosyl-transferase 2
72126at32523	Complete	HiC_scaffold_5	152632767	152751680	+	973.5	605	https://www.orthodb.org/v10?query=72126at32523	rap guanine nucleotide exchange factor 5
72139at32523	Complete	HiC_scaffold_4	213340560	213353593	+	874.6	783	https://www.orthodb.org/v10?query=72139at32523	multimerin-2
72210at32523	Complete	HiC_scaffold_5	174993873	175015455	-	1330.2	647	https://www.orthodb.org/v10?query=72210at32523	KRIT1, ankyrin repeat containing
72215at32523	Complete	HiC_scaffold_1	79630391	79729874	-	1212.7	693	https://www.orthodb.org/v10?query=72215at32523	tetratricopeptide repeat protein 27
72222at32523	Complete	HiC_scaffold_4	155047043	155186118	+	1184.0	595	https://www.orthodb.org/v10?query=72222at32523	Chromosome 10 open reading frame 76
72279at32523	Complete	HiC_scaffold_1	91784473	91787964	+	1185.8	593	https://www.orthodb.org/v10?query=72279at32523	exocyst complex component 8
72292at32523	Complete	HiC_scaffold_7	15169790	15191361	-	1032.2	663	https://www.orthodb.org/v10?query=72292at32523	Lin-54 DREAM MuvB core complex component
72399at32523	Complete	HiC_scaffold_14	2523927	2535161	+	1125.8	574	https://www.orthodb.org/v10?query=72399at32523	eukaryotic translation initiation factor 3 subunit B
72414at32523	Complete	HiC_scaffold_1	32503958	32581685	-	1118.2	573	https://www.orthodb.org/v10?query=72414at32523	Integrator complex subunit 9
72486at32523	Complete	HiC_scaffold_4	121418850	121471954	+	494.6	640	https://www.orthodb.org/v10?query=72486at32523	Zinc finger B-box domain containing
72496at32523	Complete	HiC_scaffold_1	319020530	319058795	-	1242.5	935	https://www.orthodb.org/v10?query=72496at32523	tripartite motif-containing protein 66
72515at32523	Complete	HiC_scaffold_3	248747314	248760358	-	1304.0	555	https://www.orthodb.org/v10?query=72515at32523	Kelch like family member 20
72534at32523	Complete	HiC_scaffold_4	104696060	104740241	+	875.9	551	https://www.orthodb.org/v10?query=72534at32523	translation initiation factor eIF-2B subunit epsilon
72646at32523	Complete	HiC_scaffold_4	151810553	151831470	-	1439.9	873	https://www.orthodb.org/v10?query=72646at32523	histone deacetylase complex subunit SAP130 isoform X1
72650at32523	Complete	HiC_scaffold_9	19388592	19400785	+	947.8	703	https://www.orthodb.org/v10?query=72650at32523	leucine zipper protein 1
72657at32523	Complete	HiC_scaffold_8	16797416	16854377	-	939.3	812	https://www.orthodb.org/v10?query=72657at32523	Roundabout guidance receptor 4
72659at32523	Complete	HiC_scaffold_3	122785636	122832363	+	1570.0	1392	https://www.orthodb.org/v10?query=72659at32523	death-inducer obliterator 1
72758at32523	Complete	HiC_scaffold_4	150575484	150634794	+	1064.4	549	https://www.orthodb.org/v10?query=72758at32523	Armadillo repeat containing 8
72772at32523	Complete	HiC_scaffold_13	7905244	7933047	-	1174.1	1214	https://www.orthodb.org/v10?query=72772at32523	centrosomal protein 152 
72921at32523	Missing
72976at32523	Complete	HiC_scaffold_2	166425035	166476342	-	1253.7	565	https://www.orthodb.org/v10?query=72976at32523	MBT domain-containing protein 1
73013at32523	Complete	HiC_scaffold_4	136329340	136332882	-	1320.3	908	https://www.orthodb.org/v10?query=73013at32523	zinc finger and BTB domain-containing protein 38
73148at32523	Complete	HiC_scaffold_1	434910337	434934899	+	583.6	513	https://www.orthodb.org/v10?query=73148at32523	chromatin assembly factor 1 subunit A
73178at32523	Complete	HiC_scaffold_4	60141125	60173394	-	938.8	507	https://www.orthodb.org/v10?query=73178at32523	L3MBTL2, polycomb repressive complex 1 subunit
73297at32523	Complete	HiC_scaffold_7	15503399	15523379	-	1494.1	879	https://www.orthodb.org/v10?query=73297at32523	Helicase, POLQ like
73451at32523	Complete	HiC_scaffold_1	45978691	46002419	-	1152.2	659	https://www.orthodb.org/v10?query=73451at32523	Protein phosphatase 1 regulatory subunit 21
73551at32523	Complete	HiC_scaffold_2	59901538	59928556	-	1467.9	951	https://www.orthodb.org/v10?query=73551at32523	TATA element modulatory factor
73623at32523	Complete	HiC_scaffold_10	22899653	22918560	+	863.1	656	https://www.orthodb.org/v10?query=73623at32523	Outer dense fiber of sperm tails 2
73696at32523	Complete	HiC_scaffold_3	146987529	147044740	-	1306.9	616	https://www.orthodb.org/v10?query=73696at32523	probable ATP-dependent RNA helicase DHX35
73730at32523	Missing
73741at32523	Complete	HiC_scaffold_2	292839395	292872460	+	1542.4	893	https://www.orthodb.org/v10?query=73741at32523	Centrosomal protein 120
73843at32523	Complete	HiC_scaffold_11	11206794	11229366	+	1106.7	650	https://www.orthodb.org/v10?query=73843at32523	engulfment and cell motility protein 3
74047at32523	Complete	HiC_scaffold_10	16479039	16506904	-	645.6	500	https://www.orthodb.org/v10?query=74047at32523	probable ATP-dependent RNA helicase DDX31
74051at32523	Complete	HiC_scaffold_6	104545464	104681273	-	1047.7	774	https://www.orthodb.org/v10?query=74051at32523	HMG box transcription factor BBX isoform X1
74059at32523	Complete	HiC_scaffold_6	98843973	98894022	+	1392.6	853	https://www.orthodb.org/v10?query=74059at32523	DDB1- and CUL4-associated factor 6
74062at32523	Complete	HiC_scaffold_5	135740703	135742910	-	1157.1	634	https://www.orthodb.org/v10?query=74062at32523	threonine synthase-like 1
74208at32523	Complete	HiC_scaffold_6	45160579	45440386	-	1187.1	682	https://www.orthodb.org/v10?query=74208at32523	P protein
74212at32523	Complete	HiC_scaffold_3	267448016	267520463	+	1114.2	690	https://www.orthodb.org/v10?query=74212at32523	elongator complex protein 2
74338at32523	Complete	HiC_scaffold_2	337555129	337577190	+	1148.7	605	https://www.orthodb.org/v10?query=74338at32523	LMBR1 domain-containing protein 2
74351at32523	Complete	HiC_scaffold_14	392013	400165	-	1062.8	651	https://www.orthodb.org/v10?query=74351at32523	Chloride channel protein
74369at32523	Complete	HiC_scaffold_16	6147082	6161487	+	916.2	583	https://www.orthodb.org/v10?query=74369at32523	F-box only protein 42
74386at32523	Complete	HiC_scaffold_1	391839103	391915335	+	1128.4	633	https://www.orthodb.org/v10?query=74386at32523	serine/threonine-protein phosphatase 4 regulatory subunit 4
74405at32523	Complete	HiC_scaffold_6	118557315	118793630	-	1281.0	982	https://www.orthodb.org/v10?query=74405at32523	microtubule-associated tumor suppressor candidate 2
74571at32523	Complete	HiC_scaffold_13	1503890	1525775	+	1056.1	620	https://www.orthodb.org/v10?query=74571at32523	Amyloid beta precursor protein binding family A member 2
74589at32523	Complete	HiC_scaffold_2	169190157	169243672	-	1065.3	551	https://www.orthodb.org/v10?query=74589at32523	TBC1 domain family member 16 isoform X1
74660at32523	Complete	HiC_scaffold_3	241697468	241774817	-	1183.8	998	https://www.orthodb.org/v10?query=74660at32523	laminin subunit gamma-2
74845at32523	Complete	HiC_scaffold_1	64732072	64734651	-	1020.4	749	https://www.orthodb.org/v10?query=74845at32523	toll-like receptor 5
74846at32523	Complete	HiC_scaffold_5	62075072	62094126	-	874.9	714	https://www.orthodb.org/v10?query=74846at32523	NBR1, autophagy cargo receptor
74848at32523	Complete	HiC_scaffold_4	153328605	153368172	+	1703.0	1121	https://www.orthodb.org/v10?query=74848at32523	YEATS domain-containing protein 2
75085at32523	Complete	HiC_scaffold_2	84137742	84184511	-	1123.5	594	https://www.orthodb.org/v10?query=75085at32523	DCC-interacting protein 13-alpha
75106at32523	Complete	HiC_scaffold_3	240490403	240499446	+	983.1	488	https://www.orthodb.org/v10?query=75106at32523	influenza virus NS1A-binding protein
75159at32523	Complete	HiC_scaffold_3	268073161	268107007	+	1088.3	721	https://www.orthodb.org/v10?query=75159at32523	ankyrin repeat and SAM domain-containing protein 6
75221at32523	Complete	HiC_scaffold_1	409930947	409994879	+	986.5	607	https://www.orthodb.org/v10?query=75221at32523	transmembrane protein 260
75314at32523	Complete	HiC_scaffold_4	69579967	69589072	-	1319.1	667	https://www.orthodb.org/v10?query=75314at32523	Heat shock protein 90 beta family member 1
75470at32523	Complete	HiC_scaffold_1	131447133	131489672	+	1180.3	580	https://www.orthodb.org/v10?query=75470at32523	translocation protein SEC63 homolog
75521at32523	Complete	HiC_scaffold_1	8621097	8657588	-	1222.6	757	https://www.orthodb.org/v10?query=75521at32523	unconventional myosin-XIX
75528at32523	Missing
75577at32523	Complete	HiC_scaffold_3	259072886	259157106	+	620.4	340	https://www.orthodb.org/v10?query=75577at32523	pro-neuregulin-2, membrane-bound isoform
75602at32523	Complete	HiC_scaffold_1	58998423	59098836	+	1202.2	761	https://www.orthodb.org/v10?query=75602at32523	Ribosomal protein S6 kinase C1
75645at32523	Complete	HiC_scaffold_1	353287966	353343957	+	1039.7	553	https://www.orthodb.org/v10?query=75645at32523	Membrane palmitoylated protein 5
75693at32523	Complete	HiC_scaffold_6	140652062	140737550	+	956.2	541	https://www.orthodb.org/v10?query=75693at32523	UV radiation resistance-associated gene protein
75700at32523	Complete	HiC_scaffold_6	119185682	119258383	-	1334.3	643	https://www.orthodb.org/v10?query=75700at32523	PAN2-PAN3 deadenylation complex subunit PAN3
75753at32523	Complete	HiC_scaffold_1	379594539	379606816	-	789.7	418	https://www.orthodb.org/v10?query=75753at32523	protein angel homolog 1
76116at32523	Complete	HiC_scaffold_3	215963922	216047980	-	1050.3	667	https://www.orthodb.org/v10?query=76116at32523	Transforming growth factor beta receptor 3
76117at32523	Complete	HiC_scaffold_3	31499399	31532709	-	995.3	706	https://www.orthodb.org/v10?query=76117at32523	Glycosylphosphatidylinositol specific phospholipase D1
76120at32523	Fragmented	HiC_scaffold_1	752962	764310	-	210.7	471	https://www.orthodb.org/v10?query=76120at32523	sperm-associated antigen 5
76122at32523	Complete	HiC_scaffold_3	216315608	216361725	+	1234.9	1104	https://www.orthodb.org/v10?query=76122at32523	uncharacterized protein KIAA1107 homolog
76123at32523	Complete	HiC_scaffold_6	117418128	117461962	-	2334.3	2695	https://www.orthodb.org/v10?query=76123at32523	breast cancer type 2 susceptibility protein
76244at32523	Complete	HiC_scaffold_2	327875897	327884016	+	1102.8	527	https://www.orthodb.org/v10?query=76244at32523	serine/threonine-protein kinase PLK2
76356at32523	Complete	HiC_scaffold_4	54401645	54426897	-	958.3	556	https://www.orthodb.org/v10?query=76356at32523	Histidine ammonia-lyase
76357at32523	Complete	HiC_scaffold_7	61606766	61645207	-	1130.7	529	https://www.orthodb.org/v10?query=76357at32523	N-acetylgalactosaminyltransferase 7
76401at32523	Complete	HiC_scaffold_1	132482386	132508007	-	1074.8	642	https://www.orthodb.org/v10?query=76401at32523	PR/SET domain 1
76408at32523	Complete	HiC_scaffold_13	10380678	10389113	-	1214.1	760	https://www.orthodb.org/v10?query=76408at32523	KIAA1024
76421at32523	Complete	HiC_scaffold_1	389380035	389401127	-	1412.3	869	https://www.orthodb.org/v10?query=76421at32523	protein NRDE2 homolog
76539at32523	Complete	HiC_scaffold_11	11692900	11708446	-	791.6	659	https://www.orthodb.org/v10?query=76539at32523	cadherin-5
76590at32523	Complete	HiC_scaffold_1	371644909	371712560	+	948.2	535	https://www.orthodb.org/v10?query=76590at32523	Sec1 family domain containing 1
76638at32523	Complete	HiC_scaffold_3	50532311	50552315	+	1018.9	544	https://www.orthodb.org/v10?query=76638at32523	Regulator of MON1-CCZ1
76649at32523	Complete	HiC_scaffold_5	115238005	115263248	-	1231.8	574	https://www.orthodb.org/v10?query=76649at32523	WD repeat domain 48
76673at32523	Complete	HiC_scaffold_2	139044713	139069532	-	1176.6	596	https://www.orthodb.org/v10?query=76673at32523	Arginyl-tRNA synthetase
76700at32523	Complete	HiC_scaffold_6	144213877	144281439	+	826.0	462	https://www.orthodb.org/v10?query=76700at32523	ClpB homolog, mitochondrial AAA ATPase chaperonin
76719at32523	Complete	HiC_scaffold_1	405454740	405456866	-	1069.2	575	https://www.orthodb.org/v10?query=76719at32523	Zinc finger and BTB domain containing 1
76721at32523	Complete	HiC_scaffold_4	158485611	158567122	+	1256.8	770	https://www.orthodb.org/v10?query=76721at32523	cilia- and flagella-associated protein 58
76762at32523	Fragmented	HiC_scaffold_14	10236826	10244380	-	793.7	541	https://www.orthodb.org/v10?query=76762at32523	protein NLRC3
76807at32523	Complete	HiC_scaffold_5	106256348	106310434	+	937.0	542	https://www.orthodb.org/v10?query=76807at32523	Anoctamin
76828at32523	Complete	HiC_scaffold_7	48434818	48454715	+	1044.5	580	https://www.orthodb.org/v10?query=76828at32523	Bardet-Biedl syndrome 7 protein
76884at32523	Complete	HiC_scaffold_2	171510377	171571226	-	990.6	503	https://www.orthodb.org/v10?query=76884at32523	NPL4 homolog, ubiquitin recognition factor
76969at32523	Complete	HiC_scaffold_3	20857220	20882135	+	1636.0	951	https://www.orthodb.org/v10?query=76969at32523	Pre-mRNA processing factor 4B
77073at32523	Complete	HiC_scaffold_5	105088472	105155640	+	1213.3	639	https://www.orthodb.org/v10?query=77073at32523	CCR4-NOT transcription complex subunit 10
77165at32523	Complete	HiC_scaffold_1	1014310	1029170	+	955.1	545	https://www.orthodb.org/v10?query=77165at32523	serine/threonine-protein kinase Nek8
77174at32523	Complete	HiC_scaffold_7	90060483	90132728	-	1073.4	541	https://www.orthodb.org/v10?query=77174at32523	Guanylate cyclase 1 soluble subunit beta 1
77335at32523	Missing
77387at32523	Complete	HiC_scaffold_4	111512083	111600021	+	874.9	506	https://www.orthodb.org/v10?query=77387at32523	Peroxisomal biogenesis factor 5 like
77410at32523	Complete	HiC_scaffold_5	106383764	106427814	-	1266.9	657	https://www.orthodb.org/v10?query=77410at32523	SNF-related serine/threonine-protein kinase
77440at32523	Complete	HiC_scaffold_11	828233	843069	-	1048.0	598	https://www.orthodb.org/v10?query=77440at32523	paraplegin
77527at32523	Complete	HiC_scaffold_2	319952763	320040954	-	1024.9	496	https://www.orthodb.org/v10?query=77527at32523	collagen type IV alpha-3-binding protein
77749at32523	Complete	HiC_scaffold_7	91592747	91649294	-	887.3	502	https://www.orthodb.org/v10?query=77749at32523	WD repeat-containing protein 1
77786at32523	Complete	HiC_scaffold_16	9368312	9391884	-	1090.8	566	https://www.orthodb.org/v10?query=77786at32523	Methylenetetrahydrofolate reductase
77878at32523	Complete	HiC_scaffold_1	68041284	68125282	+	506.3	456	https://www.orthodb.org/v10?query=77878at32523	calpain-13
77894at32523	Complete	HiC_scaffold_6	107725781	107782617	+	831.2	860	https://www.orthodb.org/v10?query=77894at32523	sentrin-specific protease 7 isoform X1
77972at32523	Complete	HiC_scaffold_14	19080655	19115924	-	1095.4	769	https://www.orthodb.org/v10?query=77972at32523	Chromosome transmission fidelity factor 18
77974at32523	Complete	HiC_scaffold_3	263950647	263989545	-	1315.1	2020	https://www.orthodb.org/v10?query=77974at32523	little elongation complex subunit 1
78134at32523	Complete	HiC_scaffold_6	19740103	19742175	-	1200.6	593	https://www.orthodb.org/v10?query=78134at32523	SLIT and NTRK-like protein 1
78163at32523	Complete	HiC_scaffold_1	382914336	383105273	-	1039.5	813	https://www.orthodb.org/v10?query=78163at32523	centrosomal protein 128 
78169at32523	Complete	HiC_scaffold_1	51512548	51571467	-	999.8	589	https://www.orthodb.org/v10?query=78169at32523	endothelial PAS domain-containing protein 1
78175at32523	Missing
78178at32523	Complete	HiC_scaffold_14	5351234	5368465	-	1557.9	1078	https://www.orthodb.org/v10?query=78178at32523	serine/threonine-protein kinase LMTK2
78244at32523	Complete	HiC_scaffold_1	106304407	106322810	-	1144.3	603	https://www.orthodb.org/v10?query=78244at32523	TGF-beta activated kinase 1/MAP3K7 binding protein 2
78281at32523	Complete	HiC_scaffold_1	378099777	378112626	-	1435.7	734	https://www.orthodb.org/v10?query=78281at32523	apoptosis-resistant E3 ubiquitin protein ligase 1
78429at32523	Complete	HiC_scaffold_3	170796511	170798655	+	1032.9	560	https://www.orthodb.org/v10?query=78429at32523	leucine-rich repeat neuronal protein 2
78469at32523	Complete	HiC_scaffold_1	289979538	290042288	+	987.9	645	https://www.orthodb.org/v10?query=78469at32523	X-ray repair cross-complementing protein 5
78484at32523	Complete	HiC_scaffold_1	339596094	339688286	-	1056.6	623	https://www.orthodb.org/v10?query=78484at32523	Peptidase domain containing associated with muscle regeneration 1
78490at32523	Complete	HiC_scaffold_5	134668617	134695809	+	1045.0	633	https://www.orthodb.org/v10?query=78490at32523	Microtubule associated serine/threonine kinase like
78541at32523	Complete	HiC_scaffold_2	81522301	81555967	+	865.5	486	https://www.orthodb.org/v10?query=78541at32523	kelch repeat and BTB domain-containing protein 12
78579at32523	Complete	HiC_scaffold_1	138893408	138961564	-	1127.8	527	https://www.orthodb.org/v10?query=78579at32523	Kelch like family member 32
78600at32523	Complete	HiC_scaffold_2	189250743	189277362	-	857.8	556	https://www.orthodb.org/v10?query=78600at32523	La ribonucleoprotein domain family member 4
