file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,siteClassModel,proportion_0,background_0,foreground_0,proportion_1,background_1,foreground_1,proportion_2,background_2,foreground_2,proportion_3,background_3,foreground_3
OG0007006,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.71139,-16897.284174,28,3.3863,PositiveSelection,0.78183,0.03533,0.03533,0.21817,1.0,1.0,0.0,0.03533,1.0,0.0,1.0,1.0
OG0005347,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.60626,-2824.063983,29,3.68743,PositiveSelection,0.54921,0.01614,0.01614,0.2308,1.0,1.0,0.1549,0.01614,1.0,0.06509,1.0,1.0
OG0005347,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.60623,-2824.063929,28,3.68175,PositiveSelection,0.54895,0.01625,0.01625,0.23042,1.0,1.0,0.1554,0.01625,1.0,0.06523,1.0,1.0
OG0009182,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.82761,-2566.565388,29,3.98314,PositiveSelection,0.86773,0.09605,0.09605,0.08514,1.0,1.0,0.04292,0.09605,27.17339,0.00421,1.0,27.17339
OG0009182,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.79016,-2584.426284,28,3.71391,PositiveSelection,0.74105,0.0727,0.0727,0.10369,1.0,1.0,0.1362,0.0727,1.0,0.01906,1.0,1.0
OG0011056,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.63933,-2656.854819,29,2.85265,PositiveSelection,0.83422,0.00995,0.00995,0.15183,1.0,1.0,0.0118,0.00995,19.28811,0.00215,1.0,19.28811
OG0011056,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.63571,-2659.829662,28,2.86869,PositiveSelection,0.73504,0.00862,0.00862,0.13584,1.0,1.0,0.10898,0.00862,1.0,0.02014,1.0,1.0
OG0013051,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.8049,-1330.594324,29,2.47082,PositiveSelection,0.31441,0.0,0.0,0.30144,1.0,1.0,0.19612,0.0,1.0,0.18803,1.0,1.0
OG0013051,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.8049,-1330.594324,28,2.47081,PositiveSelection,0.31442,0.0,0.0,0.30145,1.0,1.0,0.19611,0.0,1.0,0.18802,1.0,1.0
OG0014282,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.60703,-2688.703924,29,4.55136,PositiveSelection,0.80796,0.0224,0.0224,0.08484,1.0,1.0,0.09701,0.0224,1.49,0.01019,1.0,1.49
OG0014282,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.6067,-2688.715591,28,4.54879,PositiveSelection,0.76121,0.0224,0.0224,0.07981,1.0,1.0,0.1439,0.0224,1.0,0.01509,1.0,1.0
OG0010858,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.48421,-2042.17849,29,3.90951,PositiveSelection,0.76442,0.09204,0.09204,0.23558,1.0,1.0,0.0,0.09204,1.0,0.0,1.0,1.0
OG0010858,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.48422,-2042.17849,28,3.90946,PositiveSelection,0.76442,0.09204,0.09204,0.23558,1.0,1.0,0.0,0.09204,1.0,0.0,1.0,1.0
OG0005873,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.81824,-6771.519406,29,3.37781,PositiveSelection,0.75838,0.05564,0.05564,0.23245,1.0,1.0,0.00702,0.05564,638.47941,0.00215,1.0,638.47941
OG0005873,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.65403,-6855.651227,28,2.97801,PositiveSelection,0.78946,0.05757,0.05757,0.21054,1.0,1.0,0.0,0.05757,1.0,0.0,1.0,1.0
OG0010436,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.5584,-2834.673197,29,4.04201,PositiveSelection,0.92202,0.0477,0.0477,0.07026,1.0,1.0,0.00718,0.0477,1.0,0.00055,1.0,1.0
OG0010436,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.5584,-2834.673197,28,4.04203,PositiveSelection,0.92201,0.0477,0.0477,0.07026,1.0,1.0,0.00718,0.0477,1.0,0.00055,1.0,1.0
OG0005520,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.31592,-1542.620181,29,1.92486,PositiveSelection,0.42244,0.0,0.0,0.3536,1.0,1.0,0.12191,0.0,1.0,0.10205,1.0,1.0
OG0005520,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.31592,-1542.620181,28,1.9248,PositiveSelection,0.42243,0.0,0.0,0.35359,1.0,1.0,0.12192,0.0,1.0,0.10206,1.0,1.0
OG0006980,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.41546,-2563.597576,29,3.57228,PositiveSelection,0.74087,0.10185,0.10185,0.21855,1.0,1.0,0.03134,0.10185,10.05556,0.00924,1.0,10.05556
OG0006980,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.40935,-2565.589213,28,3.54461,PositiveSelection,0.65996,0.09935,0.09935,0.19914,1.0,1.0,0.10824,0.09935,1.0,0.03266,1.0,1.0
OG0005433,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,3.41456,-2624.348803,29,3.30082,PositiveSelection,0.73296,0.02649,0.02649,0.09544,1.0,1.0,0.15183,0.02649,123.48242,0.01977,1.0,123.48242
OG0005433,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.16493,-2677.257948,28,1.91238,PositiveSelection,0.6833,0.02818,0.02818,0.06535,1.0,1.0,0.22941,0.02818,1.0,0.02194,1.0,1.0
OG0010523,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.56565,-5466.286861,29,3.75311,PositiveSelection,0.81416,0.04512,0.04512,0.18584,1.0,1.0,0.0,0.04512,1.0,0.0,1.0,1.0
OG0010523,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.56564,-5466.28686,28,3.75313,PositiveSelection,0.81416,0.04511,0.04511,0.18584,1.0,1.0,0.0,0.04511,1.0,0.0,1.0,1.0
OG0010116,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.34262,-3511.005428,29,4.95497,PositiveSelection,0.909,0.09075,0.09075,0.091,1.0,1.0,0.0,0.09075,1.0,0.0,1.0,1.0
OG0010116,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.34261,-3511.005429,28,4.9548,PositiveSelection,0.909,0.09075,0.09075,0.091,1.0,1.0,0.0,0.09075,1.0,0.0,1.0,1.0
OG0013579,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.54771,-1122.347564,29,3.55749,PositiveSelection,0.95457,0.05865,0.05865,0.04543,1.0,1.0,0.0,0.05865,1.0,0.0,1.0,1.0
OG0013579,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.54771,-1122.347564,28,3.55751,PositiveSelection,0.95457,0.05865,0.05865,0.04543,1.0,1.0,0.0,0.05865,1.0,0.0,1.0,1.0
OG0010493,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.43381,-1668.388998,29,4.16409,PositiveSelection,0.93251,0.02729,0.02729,0.06749,1.0,1.0,0.0,0.02729,1.0,0.0,1.0,1.0
OG0010493,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.43381,-1668.388998,28,4.16399,PositiveSelection,0.93251,0.02729,0.02729,0.06749,1.0,1.0,0.0,0.02729,1.0,0.0,1.0,1.0
OG0008723,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.64214,-9313.916029,29,1.99012,PositiveSelection,0.73654,0.0,0.0,0.25083,1.0,1.0,0.00942,0.0,18.32451,0.00321,1.0,18.32451
OG0008723,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.64045,-9318.978922,28,1.97398,PositiveSelection,0.67667,0.0,0.0,0.23017,1.0,1.0,0.06952,0.0,1.0,0.02365,1.0,1.0
OG0006123,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.60769,-3976.567188,29,2.72633,PositiveSelection,0.76236,0.13593,0.13593,0.12215,1.0,1.0,0.09954,0.13593,1.0,0.01595,1.0,1.0
OG0006123,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.60771,-3976.567189,28,2.72633,PositiveSelection,0.76236,0.13592,0.13592,0.12215,1.0,1.0,0.09954,0.13592,1.0,0.01595,1.0,1.0
OG0007423,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,2.09092,-3676.629257,29,2.15982,PositiveSelection,0.70892,0.03893,0.03893,0.28253,1.0,1.0,0.00612,0.03893,103.41735,0.00244,1.0,103.41735
OG0007423,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,2.05893,-3693.606268,28,2.1598,PositiveSelection,0.68323,0.03887,0.03887,0.26392,1.0,1.0,0.03813,0.03887,1.0,0.01473,1.0,1.0
OG0006742,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.00474,-2720.957981,29,2.70452,PositiveSelection,0.78092,0.00974,0.00974,0.15452,1.0,1.0,0.05389,0.00974,27.71388,0.01066,1.0,27.71388
OG0006742,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.87741,-2746.654926,28,2.33236,PositiveSelection,0.67998,0.00382,0.00382,0.14273,1.0,1.0,0.14653,0.00382,1.0,0.03076,1.0,1.0
OG0009337,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.38092,-4839.085127,29,4.83582,PositiveSelection,0.73727,0.01048,0.01048,0.20373,1.0,1.0,0.04623,0.01048,1.0,0.01277,1.0,1.0
OG0009337,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.38092,-4839.085129,28,4.83587,PositiveSelection,0.73724,0.01048,0.01048,0.20372,1.0,1.0,0.04626,0.01048,1.0,0.01278,1.0,1.0
OG0012438,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.64563,-4895.690931,29,3.5705,PositiveSelection,0.78136,0.0372,0.0372,0.20074,1.0,1.0,0.01424,0.0372,60.66607,0.00366,1.0,60.66607
OG0012438,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.58295,-4921.797397,28,3.23949,PositiveSelection,0.71603,0.02947,0.02947,0.18961,1.0,1.0,0.0746,0.02947,1.0,0.01975,1.0,1.0
OG0013686,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.85145,-4351.197733,29,4.1292,PositiveSelection,0.54748,0.0,0.0,0.44632,1.0,1.0,0.00342,0.0,16.43644,0.00279,1.0,16.43644
OG0013686,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.8503,-4351.396373,28,4.11109,PositiveSelection,0.55043,0.0,0.0,0.44957,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0009237,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,2.61795,-2869.666508,29,2.07121,PositiveSelection,0.73024,0.0,0.0,0.22823,1.0,1.0,0.03165,0.0,999.0,0.00989,1.0,999.0
OG0009237,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.78606,-2900.081047,28,1.8257,PositiveSelection,0.72802,0.0,0.0,0.23267,1.0,1.0,0.02978,0.0,1.0,0.00952,1.0,1.0
OG0012088,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,4.82547,-1397.704515,29,4.74624,PositiveSelection,0.84933,0.0,0.0,0.08301,1.0,1.0,0.06163,0.0,667.39169,0.00602,1.0,667.39169
OG0012088,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.7023,-1467.604022,28,2.51158,PositiveSelection,0.83156,0.0,0.0,0.07366,1.0,1.0,0.08706,0.0,1.0,0.00771,1.0,1.0
OG0011941,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.61955,-4693.914757,29,2.36358,PositiveSelection,0.93589,0.02507,0.02507,0.04248,1.0,1.0,0.02069,0.02507,42.01158,0.00094,1.0,42.01158
OG0011941,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.57269,-4730.049797,28,2.10857,PositiveSelection,0.86772,0.02083,0.02083,0.04543,1.0,1.0,0.08253,0.02083,1.0,0.00432,1.0,1.0
OG0011080,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,30.74582,-1326.268256,29,5.03136,PositiveSelection,0.74357,0.02513,0.02513,0.0,1.0,1.0,0.25643,0.02513,999.0,0.0,1.0,999.0
OG0011080,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.60566,-1386.733951,28,1.22322,PositiveSelection,0.70544,0.0,0.0,0.29456,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0007577,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.48898,-2279.35193,29,2.1602,PositiveSelection,0.73072,0.0,0.0,0.26928,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0007577,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.48898,-2279.35193,28,2.1602,PositiveSelection,0.73072,0.0,0.0,0.26928,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0009028,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.91203,-2193.04769,29,3.23306,PositiveSelection,0.95032,0.1534,0.1534,0.0,1.0,1.0,0.04968,0.1534,75.44443,0.0,1.0,75.44443
OG0009028,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.61214,-2212.390876,28,2.6777,PositiveSelection,0.70975,0.1221,0.1221,0.01253,1.0,1.0,0.27291,0.1221,1.0,0.00482,1.0,1.0
OG0007256,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.71257,-1284.550226,29,3.89084,PositiveSelection,0.63419,0.04774,0.04774,0.36581,1.0,1.0,0.0,0.04774,1.0,0.0,1.0,1.0
OG0007256,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.71256,-1284.550226,28,3.89085,PositiveSelection,0.63419,0.04774,0.04774,0.36581,1.0,1.0,0.0,0.04774,1.0,0.0,1.0,1.0
OG0008725,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.66172,-1015.041633,29,2.05286,PositiveSelection,0.77412,0.0,0.0,0.11282,1.0,1.0,0.09867,0.0,608.35794,0.01438,1.0,608.35794
OG0008725,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.79113,-1060.530364,28,1.1769,PositiveSelection,0.63879,0.0,0.0,0.08588,1.0,1.0,0.24271,0.0,1.0,0.03263,1.0,1.0
OG0007129,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.27319,-1308.419861,29,2.98397,PositiveSelection,0.95265,0.01154,0.01154,0.04735,1.0,1.0,0.0,0.01154,1.0,0.0,1.0,1.0
OG0007129,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.27319,-1308.419861,28,2.98394,PositiveSelection,0.95265,0.01154,0.01154,0.04735,1.0,1.0,0.0,0.01154,1.0,0.0,1.0,1.0
OG0007300,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.50713,-1971.640578,29,4.02524,PositiveSelection,0.61482,0.0,0.0,0.22,1.0,1.0,0.12165,0.0,1.0,0.04353,1.0,1.0
OG0007300,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.50713,-1971.640578,28,4.02524,PositiveSelection,0.61481,0.0,0.0,0.22,1.0,1.0,0.12165,0.0,1.0,0.04353,1.0,1.0
OG0006305,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.43513,-2708.771245,29,2.46028,PositiveSelection,0.84684,0.04109,0.04109,0.01666,1.0,1.0,0.13386,0.04109,1.0,0.00263,1.0,1.0
OG0006305,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.43512,-2708.771212,28,2.46041,PositiveSelection,0.84557,0.04109,0.04109,0.01661,1.0,1.0,0.13517,0.04109,1.0,0.00265,1.0,1.0
OG0008827,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.76118,-3100.601726,29,4.8165,PositiveSelection,0.79178,0.03338,0.03338,0.12954,1.0,1.0,0.06761,0.03338,1.13287,0.01106,1.0,1.13287
OG0008827,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.76114,-3100.602437,28,4.81606,PositiveSelection,0.78326,0.03323,0.03323,0.12842,1.0,1.0,0.07587,0.03323,1.0,0.01244,1.0,1.0
OG0006661,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.03827,-6015.058753,29,2.03931,PositiveSelection,0.73146,0.04272,0.04272,0.26854,1.0,1.0,0.0,0.04272,1.0,0.0,1.0,1.0
OG0006661,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,1.03827,-6015.058753,28,2.03931,PositiveSelection,0.73146,0.04272,0.04272,0.26854,1.0,1.0,0.0,0.04272,1.0,0.0,1.0,1.0
OG0011220,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.2719,-2504.307567,29,2.88721,PositiveSelection,0.82944,0.20925,0.20925,0.02793,1.0,1.0,0.13798,0.20925,1.18764,0.00465,1.0,1.18764
OG0011220,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.27188,-2504.307973,28,2.8869,PositiveSelection,0.79675,0.2096,0.2096,0.02637,1.0,1.0,0.17121,0.2096,1.0,0.00567,1.0,1.0
OG0008014,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.96605,-13869.070543,29,3.05576,PositiveSelection,0.6616,0.09459,0.09459,0.29419,1.0,1.0,0.03061,0.09459,39.69211,0.01361,1.0,39.69211
OG0008014,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.88367,-13977.592041,28,2.82535,PositiveSelection,0.55578,0.0697,0.0697,0.26821,1.0,1.0,0.11871,0.0697,1.0,0.05729,1.0,1.0
OG0008280,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.95858,-5785.116892,29,3.97845,PositiveSelection,0.7939,0.04906,0.04906,0.06978,1.0,1.0,0.12531,0.04906,1.0,0.01101,1.0,1.0
OG0008280,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.95859,-5785.116892,28,3.97832,PositiveSelection,0.79391,0.04906,0.04906,0.06978,1.0,1.0,0.1253,0.04906,1.0,0.01101,1.0,1.0
OG0006925,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.26352,-3802.741108,29,3.14891,PositiveSelection,0.85371,0.05315,0.05315,0.04598,1.0,1.0,0.09519,0.05315,20.71463,0.00513,1.0,20.71463
OG0006925,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.9169,-3839.31736,28,2.59091,PositiveSelection,0.71549,0.04167,0.04167,0.04572,1.0,1.0,0.22445,0.04167,1.0,0.01434,1.0,1.0
OG0005736,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.62198,-1375.646391,29,6.49348,PositiveSelection,0.74348,0.03909,0.03909,0.25652,1.0,1.0,0.0,0.03909,1.0,0.0,1.0,1.0
OG0005736,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.62198,-1375.646391,28,6.49348,PositiveSelection,0.74348,0.03909,0.03909,0.25652,1.0,1.0,0.0,0.03909,1.0,0.0,1.0,1.0
OG0011545,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,1.21743,-3239.916265,29,3.23011,PositiveSelection,0.83451,0.18308,0.18308,0.11701,1.0,1.0,0.04252,0.18308,233.88943,0.00596,1.0,233.88943
OG0011545,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.74437,-3342.86443,28,2.40373,PositiveSelection,0.76135,0.10904,0.10904,0.13244,1.0,1.0,0.09048,0.10904,1.0,0.01574,1.0,1.0
OG0008541,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.87126,-620.204994,29,1.00455,PositiveSelection,0.60116,0.0,0.0,0.35015,1.0,1.0,0.03077,0.0,1.0,0.01792,1.0,1.0
OG0008541,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.87127,-620.204985,28,1.00455,PositiveSelection,0.63071,0.0,0.0,0.36736,1.0,1.0,0.00122,0.0,1.0,0.00071,1.0,1.0
OG0012557,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.95819,-7420.236396,29,2.263,PositiveSelection,0.8832,0.06738,0.06738,0.10093,1.0,1.0,0.01424,0.06738,163.76832,0.00163,1.0,163.76832
OG0012557,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.75588,-7482.892416,28,2.14534,PositiveSelection,0.80276,0.05672,0.05672,0.10139,1.0,1.0,0.0851,0.05672,1.0,0.01075,1.0,1.0
OG0007922,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.48139,-1260.717325,29,2.98971,PositiveSelection,0.88294,0.07086,0.07086,0.06607,1.0,1.0,0.04745,0.07086,2.78838,0.00355,1.0,2.78838
OG0007922,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.48122,-1260.790997,28,2.97929,PositiveSelection,0.83105,0.07113,0.07113,0.06242,1.0,1.0,0.09909,0.07113,1.0,0.00744,1.0,1.0
OG0013007,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.39972,-2077.517163,29,3.85591,PositiveSelection,0.9325,0.00139,0.00139,0.04195,1.0,1.0,0.02445,0.00139,4.08039,0.0011,1.0,4.08039
OG0013007,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.3992,-2077.555068,28,3.84917,PositiveSelection,0.86858,0.0015,0.0015,0.03894,1.0,1.0,0.08851,0.0015,1.0,0.00397,1.0,1.0
OG0010139,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.90375,-3674.606593,29,2.6477,PositiveSelection,0.67135,0.12993,0.12993,0.2972,1.0,1.0,0.0218,0.12993,12.22554,0.00965,1.0,12.22554
OG0010139,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.90345,-3677.026722,28,2.63305,PositiveSelection,0.52801,0.11797,0.11797,0.25417,1.0,1.0,0.14704,0.11797,1.0,0.07078,1.0,1.0
OG0009769,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.61673,-11518.626726,29,3.33355,PositiveSelection,0.83479,0.02898,0.02898,0.14634,1.0,1.0,0.01605,0.02898,107.77244,0.00281,1.0,107.77244
OG0009769,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.5183,-11579.746181,28,3.03329,PositiveSelection,0.81044,0.02472,0.02472,0.13626,1.0,1.0,0.04563,0.02472,1.0,0.00767,1.0,1.0
OG0007977,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.63067,-1361.062606,29,4.39003,PositiveSelection,0.91272,0.05567,0.05567,0.07754,1.0,1.0,0.00898,0.05567,1.0,0.00076,1.0,1.0
OG0007977,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.63067,-1361.062606,28,4.39003,PositiveSelection,0.91273,0.05567,0.05567,0.07754,1.0,1.0,0.00897,0.05567,1.0,0.00076,1.0,1.0
OG0005558,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.62575,-1182.772253,29,3.28792,PositiveSelection,0.70559,0.0,0.0,0.29441,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0005558,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.62575,-1182.772253,28,3.28791,PositiveSelection,0.70559,0.0,0.0,0.29441,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
OG0010616,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,3.33336,-5783.199573,29,2.7957,PositiveSelection,0.71136,0.03634,0.03634,0.28267,1.0,1.0,0.00427,0.03634,13.41513,0.0017,1.0,13.41513
OG0010616,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,3.32174,-5785.749029,28,2.78635,PositiveSelection,0.70313,0.03581,0.03581,0.27978,1.0,1.0,0.01223,0.03581,1.0,0.00487,1.0,1.0
OG0010990,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.48259,-4893.067851,29,3.64921,PositiveSelection,0.92135,0.0319,0.0319,0.07865,1.0,1.0,0.0,0.0319,1.0,0.0,1.0,1.0
OG0010990,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.48259,-4893.067851,28,3.64957,PositiveSelection,0.92134,0.0319,0.0319,0.07866,1.0,1.0,0.0,0.0319,1.0,0.0,1.0,1.0
OG0011975,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.27067,-1469.759033,29,1.78497,PositiveSelection,0.88328,0.03483,0.03483,0.11672,1.0,1.0,0.0,0.03483,1.0,0.0,1.0,1.0
OG0011975,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.27067,-1469.759033,28,1.78499,PositiveSelection,0.88327,0.03482,0.03482,0.11673,1.0,1.0,0.0,0.03482,1.0,0.0,1.0,1.0
OG0007507,bsA,"several dN/dS ratios for branches for branches, ",F3x4,PositiveSelection,0.55243,-5348.701661,29,3.40949,PositiveSelection,0.77353,0.03389,0.03389,0.18867,1.0,1.0,0.03038,0.03389,1.0,0.00741,1.0,1.0
OG0007507,bsA1,"several dN/dS ratios for branches for branches,  omega = 1.000 fixed",F3x4,PositiveSelection,0.55242,-5348.701661,28,3.40951,PositiveSelection,0.77354,0.03389,0.03389,0.18868,1.0,1.0,0.03038,0.03389,1.0,0.00741,1.0,1.0
