accession,idtype,id
P78543,Gene_Name,BTG2
P27049,Gene_Name,Btg2
Q9WVA3,Gene_Name,Bub3
O70454,Gene_Name,Bud31
Q99622,Gene_Name,C12orf57
Q13901,Gene_Name,C1D
Q5F3G7,Gene_Name,C1GALT1
Q9ESN4,Gene_Name,C1ql3
O88992,Gene_Name,C1ql1
Q9BXJ4,Gene_Name,C1QTNF3
Q9ES30,Gene_Name,C1qtnf3
Q86YS7,Gene_Name,C2CD5
Q7TPS5,Gene_Name,C2cd5
Q922D8,Gene_Name,Mthfd1
P27653,Gene_Name,Mthfd1
Q5ZKB1,Gene_Name,CDC42SE1
A6QLJ4,Gene_Name,CDC42SE2
Q9H246,Gene_Name,C1orf21
Q8IZS8,Gene_Name,CACNA2D3
Q9Z1L5,Gene_Name,Cacna2d3
Q8CFG5,Gene_Name,Cacna2d3
Q7Z3S7,Gene_Name,CACNA2D4
Q9N1R0,Gene_Name,CABP1
Q9JLK7,Gene_Name,Cabp1
O88751,Gene_Name,Cabp1
Q9NP86,Gene_Name,CABP5
P27884,Gene_Name,CACNA1A
P54282,Gene_Name,Cacna1a
O73706,Gene_Name,CACNA1B
O35505,Gene_Name,CACNA1C
Q13936,Gene_Name,CACNA1C
Q01815,Gene_Name,Cacna1c
Q9Y376,Gene_Name,CAB39
Q5ZKE5,Gene_Name,SDF4
Q66H96,Gene_Name,Cabp7
Q9BXU9,Gene_Name,CALN1
Q06BI3,Gene_Name,Caln1
Q08289,Gene_Name,CACNB2
P54284,Gene_Name,CACNB3
P54285,Gene_Name,Cacnb3
O00305,Gene_Name,CACNB4
O73700,Gene_Name,CACNA1D
Q99244,Gene_Name,CACNA1D
Q15878,Gene_Name,CACNA1E
P52826,Gene_Name,CRAT
P79995,Gene_Name,CDH10
O93319,Gene_Name,CDH11
P55287,Gene_Name,CDH11
P55289,Gene_Name,CDH12
O54898,Gene_Name,Cacna1g
P10288,Gene_Name,CDH2
Q08DJ5,Gene_Name,CDH18
Q13634,Gene_Name,CDH18
Q8QGH3,Gene_Name,CDH20
Q8BLQ9,Gene_Name,Cadm2
Q1WIM2,Gene_Name,Cadm2
P24503,Gene_Name,CDH4
Q90762,Gene_Name,CDH6
Q5R4U0,Gene_Name,CA10
P35219,Gene_Name,CA8
Q5VU97,Gene_Name,CACHD1
Q90763,Gene_Name,CDH7
P55286,Gene_Name,CDH8
P70407,Gene_Name,Cdh9
P04354,Gene_Name,CALB1
P02594,Gene_Name,calm
P27164,Gene_Name,CAM53
Q2HWU3,Gene_Name,CALR
P28491,Gene_Name,CALR
Q3T0K1,Gene_Name,CALU
O43852,Gene_Name,CALU
Q28BT4,Gene_Name,calu
P0DP35,Gene_Name,calm2-b
Q7SY49,Gene_Name,camkv
Q63092,Gene_Name,Camkv
P35565,Gene_Name,Canx
P07384,Gene_Name,CAPN1
Q9GLG2,Gene_Name,CAPN1
P06815,Gene_Name,CAPN1
P17655,Gene_Name,CAPN2
Q9R1S8,Gene_Name,Capn7
Q86VP6,Gene_Name,CAND1
P63100,Gene_Name,Ppp3r1
P40124,Gene_Name,Cap1
Q9H4Z3,Gene_Name,PCIF1
P59114,Gene_Name,Pcif1
Q60865,Gene_Name,Caprin1
Q9ULU8,Gene_Name,CADPS
Q80TJ1,Gene_Name,Cadps
Q8BYR5,Gene_Name,Cadps2
Q6P8Y1,Gene_Name,Capsl
P14315,Gene_Name,CAPZB
Q5XI32,Gene_Name,Capzb
Q5VZK9,Gene_Name,CARMIL1
Q16568,Gene_Name,CARTPT
Q86X55,Gene_Name,CARM1
Q9WVG6,Gene_Name,Carm1
Q8N4J0,Gene_Name,CARNMT1
Q96PB1,Gene_Name,CASD1
P07221,Gene_Name,CASQ1
P19633,Gene_Name,Casq1
P19204,Gene_Name,CASQ2
P41180,Gene_Name,CASR
O62714,Gene_Name,CASR
Q6DDW7,Gene_Name,castor2
Q86V15,Gene_Name,CASZ1
Q9CWL2,Gene_Name,Casz1
Q13948,Gene_Name,CUX1
P00432,Gene_Name,CAT
O97492,Gene_Name,CAT
P04040,Gene_Name,CAT
P24270,Gene_Name,Cat
P43233,Gene_Name,CTSB
Q5RF10,Gene_Name,CAT
P04762,Gene_Name,Cat
Q8WUQ7,Gene_Name,CACTIN
P35431,Gene_Name,CAV1
Q9NWW7,Gene_Name,C2orf42
B2GUZ5,Gene_Name,Capza1
P28497,Gene_Name,CAPZA2
Q3SZG6,Gene_Name,CIBAR1
Q8BP22,Gene_Name,Cibar1
Q13191,Gene_Name,CBLB
Q9R171,Gene_Name,Cbln1
Q8IUK8,Gene_Name,CBLN2
Q9NTU7,Gene_Name,CBLN4
Q5VU57,Gene_Name,AGBL4
Q09LZ8,Gene_Name,Agbl4
Q90240,Gene_Name,CPD
P83852,Gene_Name,CPD
Q00493,Gene_Name,Cpe
Q5R6X7,Gene_Name,CBX3
Q61686,Gene_Name,Cbx5
Q91WT9,Gene_Name,Cbs
P83917,Gene_Name,Cbx1
Q9D1C2,Gene_Name,Cby1
A6NLC5,Gene_Name,C3orf70
P35520,Gene_Name,CBS
Q96CT7,Gene_Name,CCDC124
Q28F39,Gene_Name,ccdc134
Q0VCP9,Gene_Name,CCDC149
Q96PX6,Gene_Name,CCDC85A
Q0V989,Gene_Name,ccdc85c
Q5F362,Gene_Name,TMEM30A
Q8IX12,Gene_Name,CCAR1
Q78PG9,Gene_Name,Ccdc25
Q5R9S1,Gene_Name,CCDC25
Q5U2X6,Gene_Name,Ccdc47
Q53HC0,Gene_Name,CCDC92
Q5ZKI4,Gene_Name,CCDC93
Q9BQI4,Gene_Name,CCDC3
Q9D6Y1,Gene_Name,Ccdc3
Q16204,Gene_Name,CCDC6
Q9Y698,Gene_Name,CACNG2
Q0VD05,Gene_Name,CACNG3
Q9JJV4,Gene_Name,Cacng4
Q8VHW9,Gene_Name,Cacng4
Q8VHW8,Gene_Name,Cacng5
P62957,Gene_Name,Cacng7
Q8JHB9,Gene_Name,CCK
Q9NUG4,Gene_Name,CCM2L
Q9BSQ5,Gene_Name,CCM2
Q8K2Y9,Gene_Name,Ccm2
P19336,Gene_Name,CCN1
O19113,Gene_Name,CCN2
P55168,Gene_Name,CCNC
P55169,Gene_Name,CCND1
Q3TZI6,Gene_Name,Ccnj
O75909,Gene_Name,CCNK
O88874,Gene_Name,Ccnk
Q9R1Q2,Gene_Name,Ccnl1
Q16589,Gene_Name,CCNG2
P51946,Gene_Name,CCNH
Q8ND76,Gene_Name,CCNY
Q6NRF4,Gene_Name,ccnyl1-b
Q28EL0,Gene_Name,ccnyl1
Q5ZLN2,Gene_Name,CCZ1
P24788,Gene_Name,Cdk11b
Q2YDG3,Gene_Name,CDC123
Q2PG37,Gene_Name,CDC123
Q62834,Gene_Name,Cdc123
Q9N0J9,Gene_Name,CD81
Q28199,Gene_Name,CDK5R1
A1A4R8,Gene_Name,CDC23
O57476,Gene_Name,CDC37
Q16543,Gene_Name,CDC37
Q13042,Gene_Name,CDC16
A7Z061,Gene_Name,CDC27
Q5ZLM0,Gene_Name,CDC73
Q8CFN2,Gene_Name,Cdc42
O75419,Gene_Name,CDC45
Q9YHZ6,Gene_Name,cdc45
Q2KJC1,Gene_Name,CDC5L
Q99459,Gene_Name,CDC5L
Q9Y2V0,Gene_Name,CDIN1
Q3U4G0,Gene_Name,Cdin1
B0VXE8,Gene_Name,CDK14
O94921,Gene_Name,CDK14
Q00536,Gene_Name,CDK16
Q00537,Gene_Name,CDK17
Q8UVJ7,Gene_Name,CDHR1
Q5RD01,Gene_Name,CDK18
Q9BWU1,Gene_Name,CDK19
P13863,Gene_Name,CDK1
Q2TBL8,Gene_Name,CDK10
Q00526,Gene_Name,CDK3
Q91727,Gene_Name,cdk4
A8WIP6,Gene_Name,cdk20
O55076,Gene_Name,CDK2
Q00535,Gene_Name,CDK5
P49615,Gene_Name,Cdk5
Q00534,Gene_Name,CDK6
Q64261,Gene_Name,Cdk6
P50613,Gene_Name,CDK7
Q03147,Gene_Name,Cdk7
P49336,Gene_Name,CDK8
Q9CPY4,Gene_Name,Cdk2ap2
Q5VV42,Gene_Name,CDKAL1
Q5ZKN1,Gene_Name,CDK9
O14519,Gene_Name,CDK2AP1
O35207,Gene_Name,Cdk2ap1
Q00532,Gene_Name,CDKL1
P42773,Gene_Name,CDKN2C
Q92903,Gene_Name,CDS1
P98191,Gene_Name,Cds1
A0JNC1,Gene_Name,CDS2
O95674,Gene_Name,CDS2
Q8N8U2,Gene_Name,CDYL2
Q9Y232,Gene_Name,CDYL
Q9DEB6,Gene_Name,CDX1
Q99L43,Gene_Name,Cds2
P53567,Gene_Name,CEBPG
P26801,Gene_Name,Cebpg
Q91579,Gene_Name,tnrc4-a
Q5R995,Gene_Name,CELF1
Q5R8Y8,Gene_Name,CELF2
Q7ZXE2,Gene_Name,celf2
A4IIM2,Gene_Name,celf2
Q5SZQ8,Gene_Name,CELF3
Q16739,Gene_Name,UGCG
O88693,Gene_Name,Ugcg
Q5F3T7,Gene_Name,CELF1
Q4R535,Gene_Name,CELF4
Q8N6W0,Gene_Name,CELF5
Q8TAP6,Gene_Name,CEP76
Q0VEJ0,Gene_Name,Cep76
Q9GKI7,Gene_Name,CERT1
Q9Y5P4,Gene_Name,CERT1
Q9Y6K0,Gene_Name,CEPT1
Q2TBN3,Gene_Name,CETN2
Q9R1K9,Gene_Name,Cetn2
O15182,Gene_Name,CETN3
O35648,Gene_Name,Cetn3
Q8BTU1,Gene_Name,Cfap20
Q8BL95,Gene_Name,Cfap298
Q5U3Z0,Gene_Name,Cfap298
Q8N6G5,Gene_Name,CSGALNACT2
Q8C1F4,Gene_Name,Csgalnact2
Q07DZ6,Gene_Name,CFTR
Q9BPX7,Gene_Name,C7orf25
Q16880,Gene_Name,UGT8
Q64676,Gene_Name,Ugt8
P26772,Gene_Name,Hspe1
Q9CQD4,Gene_Name,Chmp1b2
Q5ZL72,Gene_Name,HSPD1
P10809,Gene_Name,HSPD1
Q8WUX2,Gene_Name,CHAC2
Q5PPV4,Gene_Name,chac2
B6ZLK2,Gene_Name,CHD1
O14647,Gene_Name,CHD2
Q12873,Gene_Name,CHD3
Q14839,Gene_Name,CHD4
Q6PDQ2,Gene_Name,Chd4
D3ZD32,Gene_Name,Chd5
Q06A37,Gene_Name,CHD7
Q9HCK8,Gene_Name,CHD8
Q09XV5,Gene_Name,Chd8
Q9JIX5,Gene_Name,Chd8
Q3L8U1,Gene_Name,CHD9
Q8CGZ0,Gene_Name,Cherp
Q5RF77,Gene_Name,CHFR
Q17QN0,Gene_Name,CHN1
P15882,Gene_Name,CHN1
P52757,Gene_Name,CHN2
Q80XD1,Gene_Name,Chn2
Q9UKJ5,Gene_Name,CHIC2
Q6P256,Gene_Name,chfr
Q5ZHY5,Gene_Name,STUB1
O14757,Gene_Name,CHEK1
P35790,Gene_Name,CHKA
Q5ZHP5,Gene_Name,CHMP4B
Q9H444,Gene_Name,CHMP4B
Q5XGW6,Gene_Name,chmp4b
Q8CGS4,Gene_Name,Chmp3
Q5RBR3,Gene_Name,CHMP5
Q4QQV8,Gene_Name,Chmp5
Q5ZL55,Gene_Name,CHMP6
Q96FZ7,Gene_Name,CHMP6
Q5ZJB7,Gene_Name,CHMP7
Q921W0,Gene_Name,Chmp1a
Q6NUD8,Gene_Name,chmp1a
Q5ZKX1,Gene_Name,CHMP1B
Q7ZW25,Gene_Name,chmp2a
Q6IP52,Gene_Name,chmp2a
Q5F3A2,Gene_Name,CHMP2B
Q3SYS6,Gene_Name,CHP1
Q5ZM44,Gene_Name,CHP1
Q70JA7,Gene_Name,CHSY3
O43916,Gene_Name,CHST1
Q9Y4C5,Gene_Name,CHST2
Q5ZIE4,Gene_Name,CHST10
Q9NPF2,Gene_Name,CHST11
Q9CR86,Gene_Name,Carhsp1
Q86X52,Gene_Name,CHSY1
Q6ZQ11,Gene_Name,Chsy1
Q9CY57,Gene_Name,Chtop
Q498T2,Gene_Name,Chtop
Q96LT7,Gene_Name,C9orf72
Q9UHD1,Gene_Name,CHORDC1
A9YUB1,Gene_Name,CHORDC1
D4A4T9,Gene_Name,Chordc1
Q96Q77,Gene_Name,CIB3
Q9H5X1,Gene_Name,CIAO2A
Q9Y3D0,Gene_Name,CIAO2B
O76071,Gene_Name,CIAO1
Q5RF83,Gene_Name,CIRBP
Q3ZBU2,Gene_Name,CISD1
Q0GNE0,Gene_Name,CS
Q8N5K1,Gene_Name,CISD2
Q9I8K7,Gene_Name,CITED3
Q14008,Gene_Name,CKAP5
Q96S95,Gene_Name,CAMK2N2
Q6P6Z4,Gene_Name,camk2n2
Q8CJ61,Gene_Name,Cmtm4
Q2KHT3,Gene_Name,CLEC16A
Q7Z460,Gene_Name,CLASP1
O75122,Gene_Name,CLASP2
Q99JD4,Gene_Name,Clasp2
P61025,Gene_Name,Cks1b
P33552,Gene_Name,CKS2
P04973,Gene_Name,CLTA
Q9WU45,Gene_Name,CLCN2
Q9R0A1,Gene_Name,Clcn2
Q9TT16,Gene_Name,CLCN6
O70496,Gene_Name,Clcn7
P51799,Gene_Name,Clcn7
Q5E9L0,Gene_Name,CLDN10
Q3MHK4,Gene_Name,CLDN11
P51789,Gene_Name,CLCN2
P51791,Gene_Name,Clcn3
O18894,Gene_Name,CLCN3
P51792,Gene_Name,Clcn3
P51793,Gene_Name,CLCN4
Q9TTU3,Gene_Name,CLCN5
P51797,Gene_Name,CLCN6
P04975,Gene_Name,CLTB
P09497,Gene_Name,CLTB
P49951,Gene_Name,CLTC
Q00610,Gene_Name,CLTC
Q68FD5,Gene_Name,Cltc
P53675,Gene_Name,CLTCL1
O00299,Gene_Name,CLIC1
Q9XSA7,Gene_Name,CLIC4
Q9Y696,Gene_Name,CLIC4
O35491,Gene_Name,Clk2
P49761,Gene_Name,CLK3
Q8BXK9,Gene_Name,Clic5
Q5U243,Gene_Name,clip3
Q8QGQ6,Gene_Name,CLOCK
Q5ZKJ0,Gene_Name,CLPTM1L
Q5ZJL4,Gene_Name,CLP1
Q5E9N5,Gene_Name,CLPB
Q9H078,Gene_Name,CLPB
O88696,Gene_Name,Clpp
O96005,Gene_Name,CLPTM1
O76031,Gene_Name,CLPX
Q5R7N3,Gene_Name,CLPX
Q95KF7,Gene_Name,CLVS2
Q32L26,Gene_Name,CLXN
Q5SW19,Gene_Name,Cluh
Q8IUQ0,Gene_Name,CLVS1
Q8R3P7,Gene_Name,Cluap1
Q6AYJ5,Gene_Name,Cluap1
Q8IY22,Gene_Name,CMIP
Q9NPU4,Gene_Name,C14orf132
A2VE39,Gene_Name,CMTR1
Q5E9N2,Gene_Name,CTNNBIP1
Q3T0Q6,Gene_Name,CNBP
O42395,Gene_Name,CNBP
P22571,Gene_Name,PDE6H
Q13956,Gene_Name,PDE6H
Q3ZC84,Gene_Name,CNDP2
Q9D1A2,Gene_Name,Cndp2
Q1RMV9,Gene_Name,CTDNEP1
O35372,Gene_Name,Cnih1
Q5BJU5,Gene_Name,Cnih2
Q6ZWS4,Gene_Name,Cnih3
Q5R9M4,Gene_Name,CNIH4
B0BNA9,Gene_Name,Cnot11
Q8VEG6,Gene_Name,Cnot6l
A5YKK6,Gene_Name,CNOT1
Q6ZQ08,Gene_Name,Cnot1
Q9NZN8,Gene_Name,CNOT2
O75175,Gene_Name,CNOT3
Q8K0V4,Gene_Name,Cnot3
O95628,Gene_Name,CNOT4
Q9GK38,Gene_Name,CNN1
Q08290,Gene_Name,Cnn1
Q7YRL2,Gene_Name,CNN1
Q08093,Gene_Name,Cnn2
Q5RFN6,Gene_Name,CNN2
Q15417,Gene_Name,CNN3
Q9H8M5,Gene_Name,CNNM2
Q8WXI2,Gene_Name,CNKSR2
Q80YA9,Gene_Name,Cnksr2
Q6P9H4,Gene_Name,CNKSR3
Q9ULM6,Gene_Name,CNOT6
Q9UIV1,Gene_Name,CNOT7
Q9UFF9,Gene_Name,CNOT8
Q5ZIW2,Gene_Name,CNOT10
Q9UKZ1,Gene_Name,CNOT11
Q5PQL2,Gene_Name,Cnot9
Q6P819,Gene_Name,cnot9
P56971,Gene_Name,CNR1
Q9EQQ8,Gene_Name,PDE6G
P18545,Gene_Name,PDE6G
Q8IWV2,Gene_Name,CNTN4
Q90W79,Gene_Name,CNTN5
Q0V8S9,Gene_Name,CNTNAP5
Q01833,Gene_Name,C3
P02462,Gene_Name,COL4A1
P05539,Gene_Name,Col2a1
Q6P4Z2,Gene_Name,col2a1
P02457,Gene_Name,COL1A1
P0C2W8,Gene_Name,COL1A1
Q60467,Gene_Name,COL5A1
P20908,Gene_Name,COL5A1
Q3U962,Gene_Name,Col5a2
P02467,Gene_Name,COL1A2
Q28083,Gene_Name,COL11A1
P12107,Gene_Name,COL11A1
Q61245,Gene_Name,Col11a1
P45592,Gene_Name,Cfl1
P21566,Gene_Name,CFL2
Q5G6V9,Gene_Name,CFL2
Q07802,Gene_Name,Ebf1
Q63398,Gene_Name,Ebf1
O08792,Gene_Name,Ebf2
Q9H4W6,Gene_Name,EBF3
O08791,Gene_Name,Ebf3
O73742,Gene_Name,coe3
P32018,Gene_Name,COL14A1
Q3MHG0,Gene_Name,COG4
Q8C0L8,Gene_Name,Cog5
Q3SZI7,Gene_Name,COG6
Q9Y2V7,Gene_Name,COG6
Q2LK94,Gene_Name,COLEC11
Q86X83,Gene_Name,COMMD2
Q5R610,Gene_Name,COMMD2
Q8NHY2,Gene_Name,COP1
Q9BXS0,Gene_Name,COL25A1
Q5ZL57,Gene_Name,ARCN1
Q5ZIK9,Gene_Name,COPE
P35605,Gene_Name,COPB2
P35606,Gene_Name,COPB2
O55029,Gene_Name,Copb2
Q5ZIA5,Gene_Name,COPB1
P53621,Gene_Name,COPA
Q8K211,Gene_Name,Slc31a1
Q9Y678,Gene_Name,COPG1
Q9QZE5,Gene_Name,Copg1
Q9UBF2,Gene_Name,COPG2
Q5R5F2,Gene_Name,COPZ1
Q9WUM3,Gene_Name,Coro1b
Q9ULV4,Gene_Name,CORO1C
Q9UQ03,Gene_Name,CORO2B
Q8BH44,Gene_Name,Coro2b
Q6QEF8,Gene_Name,CORO6
Q920J3,Gene_Name,Coro6
Q2HJ57,Gene_Name,COTL1
P43135,Gene_Name,Nr2f2
Q6J3Q7,Gene_Name,COX17
Q6P8I6,Gene_Name,Cox11
A8E4L1,Gene_Name,COX19
O79548,Gene_Name,MT-CO1
O79549,Gene_Name,MT-CO2
O79552,Gene_Name,MT-CO3
Q92112,Gene_Name,CYP19A1
Q9PUB4,Gene_Name,CYP26A1
Q08D50,Gene_Name,cyp26b1
Q6VVX0,Gene_Name,CYP2R1
O46420,Gene_Name,CYP51A1
Q91572,Gene_Name,cpeb1-a
Q9BZB8,Gene_Name,CPEB1
Q5R733,Gene_Name,CPEB1
Q7TN99,Gene_Name,Cpeb3
Q17RY0,Gene_Name,CPEB4
P63041,Gene_Name,Cplx1
P84087,Gene_Name,Cplx2
Q7Z7G2,Gene_Name,CPLX4
Q80WM3,Gene_Name,Cplx4
Q96FN4,Gene_Name,CPNE2
O75131,Gene_Name,CPNE3
Q8BT60,Gene_Name,Cpne3
Q96A23,Gene_Name,CPNE4
Q9HCH3,Gene_Name,CPNE5
Q9UBL6,Gene_Name,CPNE7
H1UBN0,Gene_Name,Cpne7
Q86YQ8,Gene_Name,CPNE8
Q8IYJ1,Gene_Name,CPNE9
O88456,Gene_Name,Capns1
P04574,Gene_Name,CAPNS1
Q9EPU4,Gene_Name,Cpsf1
Q10568,Gene_Name,CPSF2
O35218,Gene_Name,Cpsf2
Q9UKF6,Gene_Name,CPSF3
Q5XI29,Gene_Name,Cpsf7
P31327,Gene_Name,CPS1
P07756,Gene_Name,Cps1
Q68Y62,Gene_Name,CPT1A
O95639,Gene_Name,CPSF4
Q4KM65,Gene_Name,Nudt21
Q16630,Gene_Name,CPSF6
Q8N436,Gene_Name,CPXM2
Q9H8M1,Gene_Name,COQ10B
Q5RD79,Gene_Name,COQ10B
P55164,Gene_Name,CRYBA2
Q9NQ79,Gene_Name,CRTAC1
Q8R555,Gene_Name,Crtac1
O60519,Gene_Name,CREBL2
Q32M00,Gene_Name,Crebl2
P0CF65,Gene_Name,CRBN
Q5ZL05,Gene_Name,ORAI1
P23508,Gene_Name,MCC
P16220,Gene_Name,CREB1
Q01147,Gene_Name,Creb1
Q02930,Gene_Name,CREB5
Q8K1L0,Gene_Name,Creb5
Q1LZH5,Gene_Name,CREM
P79145,Gene_Name,CREM
Q8IUR6,Gene_Name,CREBRF
Q8BW22,Gene_Name,Ss18l1
P36201,Gene_Name,Crip2
Q5ZKB6,Gene_Name,CRIPT
Q494W8,Gene_Name,CHRFAM7A
Q90812,Gene_Name,CRHR1
O42603,Gene_Name,crhr2
Q8AWW5,Gene_Name,CRIM1
Q56K04,Gene_Name,CRIP1
Q0VFX8,Gene_Name,CRIP2
P52943,Gene_Name,CRIP2
Q5U2U2,Gene_Name,Crkl
Q04929,Gene_Name,CRK
Q9H336,Gene_Name,CRISPLD1
Q8CGD2,Gene_Name,Crispld1
P63155,Gene_Name,Crnkl1
Q157S1,Gene_Name,Crtc1
Q6ZZY0,Gene_Name,CRY1
Q8QG60,Gene_Name,CRY2
P02506,Gene_Name,CRYAA
Q9Y534,Gene_Name,CSDC2
O75534,Gene_Name,CSDE1
Q9JM47,Gene_Name,Kcnip3
Q5T3F8,Gene_Name,TMEM63B
P21868,Gene_Name,CSNK2A1
P68400,Gene_Name,CSNK2A1
Q60737,Gene_Name,Csnk2a1
Q17QD9,Gene_Name,KCNIP3
P19139,Gene_Name,Csnk2a1
P28020,Gene_Name,csnk2a1
P67874,Gene_Name,Csnk2b
Q8WXD9,Gene_Name,CASKIN1
O14936,Gene_Name,CASK
O70589,Gene_Name,Cask
P41239,Gene_Name,CSK
Q96PZ7,Gene_Name,CSMD1
Q7Z407,Gene_Name,CSMD3
Q80T79,Gene_Name,Csmd3
Q13098,Gene_Name,GPS1
Q99LD4,Gene_Name,Gps1
P61203,Gene_Name,Cops2
A7Y521,Gene_Name,COPS4
Q5R648,Gene_Name,COPS4
Q92905,Gene_Name,COPS5
O35864,Gene_Name,Cops5
Q5ZJF1,Gene_Name,COPS3
Q5REY0,Gene_Name,COPS6
Q5R762,Gene_Name,COPS7A
Q9H9Q2,Gene_Name,COPS7B
Q5RF54,Gene_Name,COPS8
Q6P4Z9,Gene_Name,Cops8
Q8WXC6,Gene_Name,COPS9
Q6DDA3,Gene_Name,cops9
Q99LI7,Gene_Name,Cstf3
O94985,Gene_Name,CLSTN1
Q8BGQ2,Gene_Name,Csrnp2
Q8WYN3,Gene_Name,CSRNP3
P47875,Gene_Name,Csrp1
P50460,Gene_Name,CSRP2
Q05158,Gene_Name,CSRP2
Q16527,Gene_Name,CSRP2
P50462,Gene_Name,Csrp3
Q05048,Gene_Name,CSTF1
Q99JH7,Gene_Name,Clstn3
O88712,Gene_Name,Ctbp1
Q9Z2F5,Gene_Name,Ctbp1
Q9YHU0,Gene_Name,ctbp1
P56545,Gene_Name,CTBP2
Q9W758,Gene_Name,ctbp2
Q08705,Gene_Name,CTCF
Q96CG8,Gene_Name,CTHRC1
Q8CG08,Gene_Name,Cthrc1
O14595,Gene_Name,CTDSP2
Q9PTJ6,Gene_Name,NFI1
Q3MHM6,Gene_Name,CTNNA1
P35221,Gene_Name,CTNNA1
P26231,Gene_Name,Ctnna1
P26232,Gene_Name,CTNNA2
Q5R416,Gene_Name,CTNNA2
Q9UI47,Gene_Name,CTNNA3
B0JZD0,Gene_Name,slc44a5
B6V8E6,Gene_Name,CTNNB1
Q02248,Gene_Name,Ctnnb1
O60716,Gene_Name,CTNND1
P30999,Gene_Name,Ctnnd1
Q8WWI5,Gene_Name,SLC44A1
Q8IWA5,Gene_Name,SLC44A2
Q9UQB3,Gene_Name,CTNND2
Q62018,Gene_Name,Ctr9
P52569,Gene_Name,SLC7A2
O14578,Gene_Name,CIT
E9PSL7,Gene_Name,Cit
Q5F3Z7,Gene_Name,CTDSPL2
A0A1B0GST9,Gene_Name,Ctxnd1
P0C2S0,Gene_Name,CTXN2
Q9WTX6,Gene_Name,Cul1
Q5RCF3,Gene_Name,CUL2
B5DF89,Gene_Name,Cul3
Q13619,Gene_Name,CUL4A
Q13620,Gene_Name,CUL4B
A2A432,Gene_Name,Cul4b
Q93034,Gene_Name,CUL5
P39880,Gene_Name,CUX1
Q9HCG8,Gene_Name,CWC22
Q9NTM9,Gene_Name,CUTC
Q0VFP5,Gene_Name,cwc15
P14154,Gene_Name,GJA1
Q7JGL3,Gene_Name,GJB2
O93533,Gene_Name,GJB6
Q866T7,Gene_Name,GJD2
P18861,Gene_Name,GJC1
Q5EA28,Gene_Name,CXXC1
Q800L6,Gene_Name,cxxc4
Q95L74,Gene_Name,CYBB
O46522,Gene_Name,CYBB
P04839,Gene_Name,CYBB
P00174,Gene_Name,CYB5A
O48106,Gene_Name,MT-CYB
Q640U4,Gene_Name,cycs
P00015,Gene_Name,Cyct
P62898,Gene_Name,Cycs
P00026,Gene_Name,cyc
Q7TMB8,Gene_Name,Cyfip1
Q5SQX6,Gene_Name,Cyfip2
Q1RMU2,Gene_Name,CYLD
Q9NQC7,Gene_Name,CYLD
O08967,Gene_Name,Cyth3
Q9QXA1,Gene_Name,Cyhr1
Q5BK76,Gene_Name,Cyhr1
Q15438,Gene_Name,CYTH1
Q76MY7,Gene_Name,CYTH2
Q99418,Gene_Name,CYTH2
Q5ZI04,Gene_Name,CYRIA
Q9NUQ9,Gene_Name,CYRIB
Q921M7,Gene_Name,Cyrib
Q6GNX1,Gene_Name,cyhr1-a
Q2KN97,Gene_Name,SPECC1L
Q9NWV4,Gene_Name,CZIB
Q8BPM0,Gene_Name,Daam1
O75553,Gene_Name,DAB1
Q5VWQ8,Gene_Name,DAB2IP
Q3UHC7,Gene_Name,Dab2ip
Q29RZ9,Gene_Name,DNAAF10
Q96MX6,Gene_Name,DNAAF10
B0DOB5,Gene_Name,daam1-a
Q9UI36,Gene_Name,DACH1
O13113,Gene_Name,DAD1
P51397,Gene_Name,DAP
Q9UN19,Gene_Name,DAPP1
P53355,Gene_Name,DAPK1
O43293,Gene_Name,DAPK3
Q0P593,Gene_Name,DAW1
Q8N136,Gene_Name,DAW1
Q9JII5,Gene_Name,Dazap1
Q9DCP9,Gene_Name,Dazap2
Q5R526,Gene_Name,DAZAP2
Q29RQ3,Gene_Name,DYNC1I1
O14576,Gene_Name,DYNC1I1
O88485,Gene_Name,Dync1i1
Q0III3,Gene_Name,DYNC1I2
Q5NVM2,Gene_Name,DYNC1I2
Q90828,Gene_Name,DYNC1LI1
O43237,Gene_Name,DYNC1LI2
Q6PDL0,Gene_Name,Dync1li2
P61963,Gene_Name,Dcaf7
Q5TAQ9,Gene_Name,DCAF8
Q8N7N5,Gene_Name,Dcaf8
Q8AVS9,Gene_Name,dcaf10
Q4R3J7,Gene_Name,DCAF12
Q8BGZ3,Gene_Name,Dcaf12
Q5ZLK1,Gene_Name,DCAF13
Q9Y4B6,Gene_Name,DCAF1
P50243,Gene_Name,AMD1
P79888,Gene_Name,amd1
P43146,Gene_Name,DCC
Q63155,Gene_Name,Dcc
P14748,Gene_Name,GAD1
P48319,Gene_Name,GAD1
Q4PRC2,Gene_Name,GAD2
Q5ZMF3,Gene_Name,DCK
O15075,Gene_Name,DCLK1
O08875,Gene_Name,Dclk1
D2I3C6,Gene_Name,DCLK2
Q8N568,Gene_Name,DCLK2
Q5E9V1,Gene_Name,DCUN1D3
Q5RHX6,Gene_Name,dcun1d4
Q92564,Gene_Name,DCUN1D4
Q1RMX9,Gene_Name,DCUN1D5
Q9BTE7,Gene_Name,DCUN1D5
P27117,Gene_Name,ODC1
Q5ZKU1,Gene_Name,DCUN1D1
Q96GG9,Gene_Name,DCUN1D1
