file,model,model-long,codon model,description,tree-length,Lnl,np,kappa,siteClassModel,p0,w,p,q,proportion_0,omega_0,proportion_1,omega_1,proportion_2,omega_2
OG0006246,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.8204,-4302.744166,17,3.01171,PositiveSelection,,,,,0.86453,0.13428,0.0,1.00000,0.13547,1.87430
OG0014104,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47847,-2033.809486,15,5.84745,NearlyNeutral,,,,,0.90456,0.05437,0.09544,1.00000,,
OG0014104,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.48369,-2033.65964,17,5.89221,PositiveSelection,,,,,0.96696,0.08547,0.0,1.00000,0.03304,2.17343
OG0009312,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50101,-2285.457311,15,2.65421,NearlyNeutral,,,,,0.96061,0.03708,0.03939,1.00000,,
OG0009312,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.50101,-2285.457311,17,2.65422,PositiveSelection,,,,,0.96061,0.03708,0.0116,1.00000,0.02779,1.00000
OG0012726,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.57046,-3547.990465,15,2.73141,NearlyNeutral,,,,,0.92627,0.12310,0.07373,1.00000,,
OG0012726,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.57046,-3547.990465,17,2.73143,PositiveSelection,,,,,0.92627,0.12310,0.03075,1.00000,0.04297,1.00000
OG0008677,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.80325,-3004.686467,15,2.61213,NearlyNeutral,,,,,0.72222,0.02737,0.27778,1.00000,,
OG0008677,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.11749,-2985.611719,17,3.22151,PositiveSelection,,,,,0.8166,0.10290,0.13128,1.00000,0.05211,10.07129
OG0006309,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.98514,-4847.924224,15,2.89895,NearlyNeutral,,,,,0.61462,0.05536,0.38538,1.00000,,
OG0006309,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.06225,-4838.751965,17,3.18196,PositiveSelection,,,,,0.65434,0.10413,0.3109,1.00000,0.03475,5.87188
OG0011307,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.0161,-4501.883331,15,3.44178,NearlyNeutral,,,,,0.54784,0.03468,0.45216,1.00000,,
OG0011307,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.06897,-4494.280581,17,3.69031,PositiveSelection,,,,,0.57587,0.07252,0.38197,1.00000,0.04216,4.51532
OG0006302,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.49669,-1640.607662,15,2.8229,NearlyNeutral,,,,,0.70652,0.00000,0.29348,1.00000,,
OG0006302,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.49669,-1640.607662,17,2.8229,PositiveSelection,,,,,0.70652,0.00000,0.12006,1.00000,0.17342,1.00000
OG0007400,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.31922,-2376.126862,15,3.7714,NearlyNeutral,,,,,0.88945,0.06520,0.11055,1.00000,,
OG0007400,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.31922,-2376.126862,17,3.7714,PositiveSelection,,,,,0.88945,0.06520,0.03868,1.00000,0.07188,1.00000
OG0007648,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.72199,-8992.633766,15,3.4242,NearlyNeutral,,,,,0.57412,0.06789,0.42588,1.00000,,
OG0007648,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.74184,-8988.155633,17,3.53533,PositiveSelection,,,,,0.65324,0.14153,0.31737,1.00000,0.02939,3.95903
OG0012814,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.59331,-3368.33291,15,4.57187,NearlyNeutral,,,,,0.76812,0.12259,0.23188,1.00000,,
OG0012814,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.59331,-3368.33291,17,4.57187,PositiveSelection,,,,,0.76812,0.12259,0.04789,1.00000,0.18399,1.00000
OG0005713,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.00745,-5482.62353,15,2.74815,NearlyNeutral,,,,,0.73094,0.13405,0.26906,1.00000,,
OG0005713,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.01593,-5481.813937,17,2.78972,PositiveSelection,,,,,0.74169,0.14503,0.25144,1.00000,0.00687,4.15852
OG0008730,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.50131,-1305.397244,15,2.28155,NearlyNeutral,,,,,0.6557,0.00000,0.3443,1.00000,,
OG0008730,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.5041,-1305.307682,17,2.30822,PositiveSelection,,,,,0.67869,0.00000,0.0,1.00000,0.32131,1.15685
OG0011136,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.37496,-1072.344152,15,4.27306,NearlyNeutral,,,,,0.89793,0.09404,0.10207,1.00000,,
OG0011136,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.37496,-1072.344152,17,4.27306,PositiveSelection,,,,,0.89793,0.09404,0.03174,1.00000,0.07033,1.00000
OG0013820,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.89626,-1419.125486,15,3.27611,NearlyNeutral,,,,,0.793,0.15687,0.207,1.00000,,
OG0013820,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.89626,-1419.125486,17,3.27611,PositiveSelection,,,,,0.793,0.15687,0.09634,1.00000,0.11066,1.00000
OG0006677,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.56363,-4932.201763,15,3.55375,NearlyNeutral,,,,,0.84692,0.09037,0.15308,1.00000,,
OG0006677,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.56552,-4931.910593,17,3.5816,PositiveSelection,,,,,0.91279,0.12109,0.0,1.00000,0.08721,1.44274
OG0007437,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.94234,-10380.706198,15,2.5678,NearlyNeutral,,,,,0.74533,0.11356,0.25467,1.00000,,
OG0007437,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.94234,-10380.706198,17,2.5678,PositiveSelection,,,,,0.74533,0.11356,0.17953,1.00000,0.07514,1.00000
OG0011263,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.4196,-3476.585025,15,3.83902,NearlyNeutral,,,,,0.93072,0.07244,0.06928,1.00000,,
OG0011263,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.41994,-3476.370841,17,3.8599,PositiveSelection,,,,,0.96332,0.08727,0.0,1.00000,0.03668,1.53545
OG0011458,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.47223,-3400.878014,15,2.94734,NearlyNeutral,,,,,0.85367,0.04359,0.14633,1.00000,,
OG0011458,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.47223,-3400.878014,17,2.94735,PositiveSelection,,,,,0.85367,0.04359,0.06734,1.00000,0.07899,1.00000
OG0006554,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.88027,-1784.802063,15,3.15103,NearlyNeutral,,,,,0.79593,0.06631,0.20407,1.00000,,
OG0006554,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.88229,-1784.793518,17,3.15743,PositiveSelection,,,,,0.80046,0.06859,0.19157,1.00000,0.00797,1.72578
OG0011709,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.75574,-4371.845712,15,2.70417,NearlyNeutral,,,,,0.95185,0.02193,0.04815,1.00000,,
OG0011709,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.75574,-4371.845712,17,2.70422,PositiveSelection,,,,,0.95185,0.02193,0.04815,1.00000,0.0,20.11479
OG0008220,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.77679,-4500.824485,15,2.2492,NearlyNeutral,,,,,0.90491,0.03398,0.09509,1.00000,,
OG0008220,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.77679,-4500.824485,17,2.2492,PositiveSelection,,,,,0.90491,0.03398,0.04139,1.00000,0.0537,1.00000
OG0009103,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.40402,-1073.544539,15,3.41951,NearlyNeutral,,,,,0.94144,0.02371,0.05856,1.00000,,
OG0009103,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.40402,-1073.544539,17,3.4195,PositiveSelection,,,,,0.94144,0.02371,0.02934,1.00000,0.02922,1.00000
OG0012832,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.8646,-6530.124115,15,3.97725,NearlyNeutral,,,,,0.62141,0.25930,0.37859,1.00000,,
OG0012832,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.87813,-6527.572817,17,4.04046,PositiveSelection,,,,,0.90242,0.40613,0.0,1.00000,0.09758,2.21781
OG0011947,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.30061,-5181.859129,15,2.77306,NearlyNeutral,,,,,0.41125,0.00000,0.58875,1.00000,,
OG0011947,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.39912,-5161.061927,17,3.16793,PositiveSelection,,,,,0.45857,0.08427,0.41446,1.00000,0.12697,3.93069
OG0007598,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.34115,-1833.127372,15,3.44188,NearlyNeutral,,,,,0.91943,0.00677,0.08057,1.00000,,
OG0007598,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.34115,-1833.127372,17,3.44188,PositiveSelection,,,,,0.91943,0.00677,0.0676,1.00000,0.01296,1.00000
OG0009494,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.72304,-2052.780824,15,2.94983,NearlyNeutral,,,,,0.7647,0.10482,0.2353,1.00000,,
OG0009494,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.72744,-2052.673443,17,2.97101,PositiveSelection,,,,,0.79199,0.12300,0.19871,1.00000,0.0093,3.25296
OG0013830,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.83186,-18547.536184,15,3.68872,NearlyNeutral,,,,,0.85176,0.04872,0.14824,1.00000,,
OG0013830,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.83704,-18547.212542,17,3.70694,PositiveSelection,,,,,0.85583,0.05080,0.13914,1.00000,0.00503,2.63557
OG0007448,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.63484,-1200.940553,15,2.14423,NearlyNeutral,,,,,0.83274,0.00000,0.16726,1.00000,,
OG0007448,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.09994,-1197.427668,17,2.45168,PositiveSelection,,,,,0.83384,0.00000,0.14717,1.00000,0.01898,26.57723
OG0012901,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.89799,-3683.522458,15,4.29053,NearlyNeutral,,,,,0.66886,0.16491,0.33114,1.00000,,
OG0012901,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,2.06659,-3678.790856,17,4.41156,PositiveSelection,,,,,0.66382,0.17688,0.32202,1.00000,0.01416,7.80277
OG0011184,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.82856,-1989.586089,15,2.15572,NearlyNeutral,,,,,0.73044,0.07062,0.26956,1.00000,,
OG0011184,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.82856,-1989.586089,17,2.15572,PositiveSelection,,,,,0.73044,0.07062,0.14896,1.00000,0.12061,1.00000
OG0013224,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.78689,-5010.023329,15,2.6369,NearlyNeutral,,,,,0.6372,0.04410,0.3628,1.00000,,
OG0013224,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.81505,-5000.248124,17,2.77719,PositiveSelection,,,,,0.86982,0.19001,0.0,1.00000,0.13018,2.62625
OG0013181,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.73963,-5809.157947,15,2.77594,NearlyNeutral,,,,,0.74034,0.05019,0.25966,1.00000,,
OG0013181,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.75552,-5806.504625,17,2.87824,PositiveSelection,,,,,0.78726,0.08304,0.18955,1.00000,0.02319,3.49534
OG0005695,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46221,-6275.050556,15,3.32617,NearlyNeutral,,,,,0.80019,0.01100,0.19981,1.00000,,
OG0005695,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.4711,-6273.337625,17,3.39342,PositiveSelection,,,,,0.82563,0.02842,0.1658,1.00000,0.00857,4.99484
OG0012729,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.64133,-2086.140925,15,3.77442,NearlyNeutral,,,,,0.58643,0.02190,0.41357,1.00000,,
OG0012729,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.64995,-2085.495202,17,3.8153,PositiveSelection,,,,,0.64935,0.07610,0.31534,1.00000,0.0353,2.97141
OG0007015,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.24952,-3220.332977,15,2.99777,NearlyNeutral,,,,,0.7432,0.03092,0.2568,1.00000,,
OG0007015,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.25718,-3220.240512,17,3.00871,PositiveSelection,,,,,0.76516,0.03945,0.12303,1.00000,0.11181,1.22779
OG0013334,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,3.80988,-8963.884891,15,3.31789,NearlyNeutral,,,,,0.31947,0.20977,0.68053,1.00000,,
OG0013334,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,3.8972,-8959.527377,17,3.43183,PositiveSelection,,,,,0.40484,0.30024,0.37627,1.00000,0.21889,1.68714
OG0011168,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.95703,-3172.008372,15,2.19637,NearlyNeutral,,,,,0.82992,0.07240,0.17008,1.00000,,
OG0011168,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.98171,-3169.206732,17,2.25219,PositiveSelection,,,,,0.84982,0.08706,0.13358,1.00000,0.01661,3.96941
OG0010080,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.26617,-2709.666826,15,5.74483,NearlyNeutral,,,,,0.9488,0.01181,0.0512,1.00000,,
OG0010080,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.26617,-2709.666826,17,5.74479,PositiveSelection,,,,,0.94879,0.01181,0.02209,1.00000,0.02912,1.00000
OG0007782,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.59523,-2514.896423,15,2.1083,NearlyNeutral,,,,,0.75499,0.00000,0.24501,1.00000,,
OG0007782,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.61059,-2509.645428,17,2.2437,PositiveSelection,,,,,0.80816,0.00000,0.02515,1.00000,0.16669,2.09044
OG0009076,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.61647,-4124.261595,15,3.15127,NearlyNeutral,,,,,0.82371,0.12236,0.17629,1.00000,,
OG0009076,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.61822,-4123.706141,17,3.19066,PositiveSelection,,,,,0.8409,0.13547,0.15506,1.00000,0.00405,4.52238
OG0012387,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.45534,-3838.363803,15,3.2932,NearlyNeutral,,,,,0.98493,0.08019,0.01507,1.00000,,
OG0012387,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.45534,-3838.363803,17,3.29319,PositiveSelection,,,,,0.98493,0.08019,0.00679,1.00000,0.00828,1.00000
OG0007990,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.29517,-5119.788067,15,4.06467,NearlyNeutral,,,,,0.83919,0.02367,0.16081,1.00000,,
OG0007990,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.29517,-5119.788067,17,4.06464,PositiveSelection,,,,,0.83919,0.02367,0.0698,1.00000,0.09101,1.00000
OG0011800,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.06283,-4524.975227,15,2.10555,NearlyNeutral,,,,,0.66881,0.02966,0.33119,1.00000,,
OG0011800,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.10473,-4519.547719,17,2.19031,PositiveSelection,,,,,0.6606,0.02979,0.32944,1.00000,0.00995,7.60073
OG0013811,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.62869,-5909.055207,15,2.30935,NearlyNeutral,,,,,0.84606,0.05179,0.15394,1.00000,,
OG0013811,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.63066,-5908.485704,17,2.34886,PositiveSelection,,,,,0.89547,0.07408,0.0,1.00000,0.10452,1.35770
OG0013401,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.02102,-5398.68253,15,2.0644,NearlyNeutral,,,,,0.77178,0.01904,0.22822,1.00000,,
OG0013401,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.13558,-5390.983246,17,2.17619,PositiveSelection,,,,,0.79654,0.03462,0.17863,1.00000,0.02483,5.77636
OG0006416,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.9102,-17769.857116,15,3.15134,NearlyNeutral,,,,,0.5217,0.14743,0.4783,1.00000,,
OG0006416,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.94007,-17754.748714,17,3.2749,PositiveSelection,,,,,0.6277,0.25306,0.32908,1.00000,0.04322,3.75329
OG0010535,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.58572,-13412.910992,15,3.814,NearlyNeutral,,,,,0.73882,0.10545,0.26118,1.00000,,
OG0010535,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.58878,-13411.039441,17,3.85211,PositiveSelection,,,,,0.76585,0.12677,0.22605,1.00000,0.0081,3.87071
OG0010154,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.95428,-1601.760004,15,2.46458,NearlyNeutral,,,,,0.71842,0.04644,0.28158,1.00000,,
OG0010154,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.04928,-1597.14847,17,2.62491,PositiveSelection,,,,,0.71234,0.05177,0.27769,1.00000,0.00997,13.61946
OG0008561,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.87439,-3120.075686,15,1.39416,NearlyNeutral,,,,,0.8131,0.00000,0.1869,1.00000,,
OG0008561,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.00591,-3099.843542,17,1.75812,PositiveSelection,,,,,0.84015,0.00000,0.0159,1.00000,0.14395,3.12375
OG0010812,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.75337,-5196.514055,15,3.00099,NearlyNeutral,,,,,0.65957,0.10242,0.34043,1.00000,,
OG0010812,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.75445,-5196.458373,17,3.01251,PositiveSelection,,,,,0.71275,0.13071,0.0,1.00000,0.28725,1.11529
OG0008185,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.13409,-2157.84152,15,2.65349,NearlyNeutral,,,,,0.83533,0.03476,0.16467,1.00000,,
OG0008185,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.13409,-2157.84152,17,2.65349,PositiveSelection,,,,,0.83533,0.03476,0.08772,1.00000,0.07694,1.00000
OG0014020,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.45806,-5775.984788,15,2.4192,NearlyNeutral,,,,,0.59093,0.12813,0.40907,1.00000,,
OG0014020,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.61284,-5758.409784,17,2.68393,PositiveSelection,,,,,0.59629,0.16819,0.37088,1.00000,0.03282,7.16584
OG0011763,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.76519,-6543.969955,15,3.98053,NearlyNeutral,,,,,0.91363,0.06488,0.08637,1.00000,,
OG0011763,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.76519,-6543.969955,17,3.98053,PositiveSelection,,,,,0.91363,0.06488,0.04325,1.00000,0.04312,1.00000
OG0008249,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.46588,-2800.966983,15,3.11059,NearlyNeutral,,,,,0.86817,0.01850,0.13183,1.00000,,
OG0008249,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.46587,-2800.966983,17,3.11063,PositiveSelection,,,,,0.86817,0.01850,0.06851,1.00000,0.06333,1.00000
OG0007084,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.29795,-911.469908,15,3.1769,NearlyNeutral,,,,,0.95658,0.05125,0.04342,1.00000,,
OG0007084,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.29795,-911.469908,17,3.1769,PositiveSelection,,,,,0.95658,0.05125,0.01729,1.00000,0.02613,1.00000
OG0013595,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.89562,-1505.934829,15,2.36411,NearlyNeutral,,,,,0.66887,0.05519,0.33113,1.00000,,
OG0013595,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,31.79679,-1490.253793,17,3.60668,PositiveSelection,,,,,0.93429,0.29215,0.0,1.00000,0.06571,503.07544
OG0011296,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.55375,-5379.029974,15,3.63116,NearlyNeutral,,,,,0.76282,0.06629,0.23718,1.00000,,
OG0011296,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.74845,-5365.948042,17,4.27777,PositiveSelection,,,,,0.81044,0.11908,0.17549,1.00000,0.01407,25.11823
OG0010692,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.42227,-1970.843323,15,3.37633,NearlyNeutral,,,,,0.87064,0.04440,0.12936,1.00000,,
OG0010692,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.42227,-1970.843323,17,3.37634,PositiveSelection,,,,,0.87064,0.04440,0.05322,1.00000,0.07615,1.00000
OG0011703,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39425,-2124.622447,15,1.73091,NearlyNeutral,,,,,0.97105,0.03452,0.02895,1.00000,,
OG0011703,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.40101,-2124.024262,17,1.76665,PositiveSelection,,,,,0.98861,0.04362,0.0059,1.00000,0.00549,4.09564
OG0012234,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.33999,-9653.626988,15,3.31523,NearlyNeutral,,,,,0.86522,0.02510,0.13478,1.00000,,
OG0012234,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.3513,-9649.697222,17,3.38013,PositiveSelection,,,,,0.9732,0.08858,0.0,1.00000,0.0268,3.50177
OG0006744,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.93731,-3048.855073,15,2.46492,NearlyNeutral,,,,,0.80744,0.05408,0.19256,1.00000,,
OG0006744,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.93731,-3048.855073,17,2.46492,PositiveSelection,,,,,0.80744,0.05408,0.07217,1.00000,0.12038,1.00000
OG0012619,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.39405,-2540.018052,15,2.72716,NearlyNeutral,,,,,0.80152,0.00000,0.19848,1.00000,,
OG0012619,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.4015,-2538.923787,17,2.89536,PositiveSelection,,,,,0.86156,0.02664,0.07127,1.00000,0.06717,2.22106
OG0011376,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.06564,-2580.12832,15,2.01003,NearlyNeutral,,,,,0.59119,0.01622,0.40881,1.00000,,
OG0011376,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.10053,-2577.369928,17,2.15098,PositiveSelection,,,,,0.60266,0.03266,0.35704,1.00000,0.0403,3.67676
OG0012067,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.03055,-2505.624519,15,4.27261,NearlyNeutral,,,,,0.81473,0.03238,0.18527,1.00000,,
OG0012067,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,4.44537,-2503.605669,17,4.59048,PositiveSelection,,,,,0.82266,0.03866,0.1642,1.00000,0.01314,142.28200
OG0010255,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.89324,-3568.199455,15,3.60071,NearlyNeutral,,,,,0.8803,0.09028,0.1197,1.00000,,
OG0010255,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.89324,-3568.199455,17,3.60071,PositiveSelection,,,,,0.8803,0.09028,0.05269,1.00000,0.067,1.00000
OG0007735,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.89875,-16676.385818,15,3.71336,NearlyNeutral,,,,,0.55205,0.18744,0.44795,1.00000,,
OG0007735,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.94657,-16653.792789,17,3.89457,PositiveSelection,,,,,0.57745,0.24040,0.40683,1.00000,0.01573,7.52576
OG0013807,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,1.18512,-4102.045901,15,1.8559,NearlyNeutral,,,,,0.64606,0.02048,0.35394,1.00000,,
OG0013807,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,1.20751,-4101.115867,17,1.89061,PositiveSelection,,,,,0.64695,0.02309,0.34388,1.00000,0.00917,4.43643
OG0008412,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,2.08605,-6003.315289,15,3.3126,NearlyNeutral,,,,,0.82232,0.04210,0.17768,1.00000,,
OG0008412,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,57.01019,-5997.842358,17,3.40792,PositiveSelection,,,,,0.82278,0.04349,0.16607,1.00000,0.01115,998.99194
OG0014169,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.58317,-3176.743685,15,2.5455,NearlyNeutral,,,,,0.82616,0.02564,0.17384,1.00000,,
OG0014169,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.59309,-3175.591156,17,2.62927,PositiveSelection,,,,,0.91657,0.06942,0.0,1.00000,0.08343,1.87645
OG0005345,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.4959,-1973.380688,15,2.31886,NearlyNeutral,,,,,0.89319,0.03023,0.10681,1.00000,,
OG0005345,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.50631,-1972.446651,17,2.40655,PositiveSelection,,,,,0.94861,0.05508,0.0,1.00000,0.05139,2.03221
OG0011798,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.64151,-2561.427826,15,2.09945,NearlyNeutral,,,,,0.96864,0.06215,0.03136,1.00000,,
OG0011798,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.64151,-2561.427826,17,2.09945,PositiveSelection,,,,,0.96864,0.06215,0.01016,1.00000,0.0212,1.00000
OG0011372,M1,"One dN/dS ratio for branches, ",F3x4,NearlyNeutral,0.49377,-7983.871684,15,2.97027,NearlyNeutral,,,,,0.74625,0.02727,0.25375,1.00000,,
OG0011372,M2,"One dN/dS ratio for branches, ",F3x4,PositiveSelection,0.51222,-7978.321866,17,3.10182,PositiveSelection,,,,,0.75099,0.03533,0.24412,1.00000,0.00488,10.29604
