Orthogroup	crotalus_tigris	hydrophis_curtus-AG	hydrophis_curtus	hydrophis_cyanocinctus	hydrophis_elegans	hydrophis_major	hydrophis_ornatus	notechis_scutatus	pantherophis_guttatus	protobothrops_mucrosquamatus	pseudonaja_textilis	python_bivittatus	thamnophis_elegans
OG0030676			FUN_008926-T1										
OG0030677			FUN_008934-T1										
OG0030678			FUN_008941-T1										
OG0030679			FUN_008948-T1										
OG0030680			FUN_008958-T1										
OG0030681			FUN_008976-T1										
OG0030682			FUN_26731-T1										
OG0030683			FUN_008999-T1										
OG0030684			FUN_009000-T1										
OG0030685			FUN_009005-T1										
OG0030686			FUN_009018-T1										
OG0030687			FUN_009020-T1										
OG0030688			FUN_009025-T1										
OG0030689			FUN_009034-T1										
OG0030690			FUN_009037-T1										
OG0030691			FUN_009040-T1										
OG0030692			FUN_009047-T1										
OG0030693			FUN_009071-T1										
OG0030694			FUN_009075-T1										
OG0030695			FUN_009080-T1										
OG0030696			FUN_009087-T1										
OG0030697			FUN_009100-T1										
OG0030698			FUN_26735-T1										
OG0030699			FUN_009111-T1										
OG0030700			FUN_009122-T1										
OG0030701			FUN_009131-T1										
OG0030702			FUN_009138-T1										
OG0030703			FUN_009140-T1										
OG0030704			FUN_009144-T1										
OG0030705			FUN_27188-T1										
OG0030706			FUN_019239-T1										
OG0030707			FUN_019240-T1										
OG0030708			FUN_019246-T1										
OG0030709			FUN_019268-T1										
OG0030710			FUN_019270-T1										
OG0030711			FUN_019273-T1										
OG0030712			FUN_019288-T1										
OG0030713			FUN_019325-T1										
OG0030714			FUN_019339-T1										
OG0030715			FUN_019367-T1										
OG0030716			FUN_27191-T1										
OG0030717			FUN_019382-T1										
OG0030718			FUN_019383-T1										
OG0030719			FUN_019386-T1										
OG0030720			FUN_27192-T1										
OG0030721			FUN_019410-T1										
OG0030722			FUN_019418-T1										
OG0030723			FUN_019427-T1										
OG0030724			FUN_019432-T1										
OG0030725			FUN_019451-T1										
OG0030726			FUN_019454-T1										
OG0030727			FUN_019463-T1										
OG0030728			FUN_019469-T1										
OG0030729			FUN_019524-T1										
OG0030730			FUN_019525-T1										
OG0030731			FUN_019527-T1										
OG0030732			FUN_019537-T1										
OG0030733			FUN_019556-T1										
OG0030734			FUN_019558-T1										
OG0030735			FUN_019566-T1										
OG0030736			FUN_019567-T1										
OG0030737			FUN_019582-T1										
OG0030738			FUN_019586-T1										
OG0030739			FUN_019587-T1										
OG0030740			FUN_019590-T1										
OG0030741			FUN_019610-T1										
OG0030742			FUN_019622-T1										
OG0030743			FUN_019630-T1										
OG0030744			FUN_019632-T1										
OG0030745			FUN_019634-T1										
OG0030746			FUN_019637-T1										
OG0030747			FUN_019639-T1										
OG0030748			FUN_019657-T1										
OG0030749			FUN_019659-T1										
OG0030750			FUN_019661-T1										
OG0030751			FUN_019673-T1										
OG0030752			FUN_27197-T1										
OG0030753			FUN_019681-T1										
OG0030754			FUN_019686-T1										
OG0030755			FUN_019696-T1										
OG0030756			FUN_27199-T1										
OG0030757			FUN_019716-T1										
OG0030758			FUN_019724-T1										
OG0030759			FUN_27201-T1										
OG0030760			FUN_019740-T1										
OG0030761			FUN_019744-T1										
OG0030762			FUN_019755-T1										
OG0030763			FUN_019766-T1										
OG0030764			FUN_019769-T1										
OG0030765			FUN_019771-T1										
OG0030766			FUN_019781-T1										
OG0030767			FUN_019792-T1										
OG0030768			FUN_019796-T1										
OG0030769			FUN_019805-T1										
OG0030770			FUN_27202-T1										
OG0030771			FUN_019807-T1										
OG0030772			FUN_019818-T1										
OG0030773			FUN_019822-T1										
OG0030774			FUN_019824-T1										
OG0030775			FUN_019833-T1										
OG0030776			FUN_019835-T1										
OG0030777			FUN_019841-T1										
OG0030778			FUN_019851-T1										
OG0030779			FUN_27205-T1										
OG0030780			FUN_27206-T1										
OG0030781			FUN_019865-T1										
OG0030782			FUN_27207-T1										
OG0030783			FUN_019877-T1										
OG0030784			FUN_27209-T1										
OG0030785			FUN_019879-T1										
OG0030786			FUN_27211-T1										
OG0030787			FUN_019883-T1										
OG0030788			FUN_019886-T1										
OG0030789			FUN_019891-T1										
OG0030790			FUN_019893-T1										
OG0030791			FUN_019894-T1										
OG0030792			FUN_27213-T1										
OG0030793			FUN_019896-T1										
OG0030794			FUN_27214-T1										
OG0030795			FUN_019904-T1										
OG0030796			FUN_019921-T1										
OG0030797			FUN_019948-T1										
OG0030798			FUN_019975-T1										
OG0030799			FUN_019976-T1										
OG0030800			FUN_27217-T1										
OG0030801			FUN_019982-T1										
OG0030802			FUN_27218-T1										
OG0030803			FUN_020025-T1										
OG0030804			FUN_020028-T1										
OG0030805			FUN_020036-T1										
OG0030806			FUN_27219-T1										
OG0030807			FUN_020046-T1										
OG0030808			FUN_020049-T1										
OG0030809			FUN_020050-T1										
OG0030810			FUN_020053-T1										
OG0030811			FUN_020058-T1										
OG0030812			FUN_020062-T1										
OG0030813			FUN_27220-T1										
OG0030814			FUN_27221-T1										
OG0030815			FUN_020095-T1										
OG0030816			FUN_020100-T1										
OG0030817			FUN_020101-T1										
OG0030818			FUN_020108-T1										
OG0030819			FUN_020116-T1										
OG0030820			FUN_020130-T1										
OG0030821			FUN_020149-T1										
OG0030822			FUN_020173-T1										
OG0030823			FUN_020180-T1										
OG0030824			FUN_27222-T1										
OG0030825			FUN_020204-T1										
OG0030826			FUN_27224-T1										
OG0030827			FUN_026092-T1										
OG0030828			FUN_026095-T1										
OG0030829			FUN_025926-T1										
OG0030830			FUN_026003-T1										
OG0030831			FUN_026089-T1										
OG0030832			FUN_026171-T1										
OG0030833			FUN_025744-T1										
OG0030834			FUN_025924-T1										
OG0030835			FUN_025681-T1										
OG0030836			FUN_025084-T1										
OG0030837			FUN_025253-T1										
OG0030838			FUN_025579-T1										
OG0030839			FUN_017542-T1										
OG0030840			FUN_017547-T1										
OG0030841			FUN_017552-T1										
OG0030842			FUN_27115-T1										
OG0030843			FUN_017590-T1										
OG0030844			FUN_017591-T1										
OG0030845			FUN_27117-T1										
OG0030846			FUN_017602-T1										
OG0030847			FUN_27118-T1										
OG0030848			FUN_017618-T1										
OG0030849			FUN_017619-T1										
OG0030850			FUN_27119-T1										
OG0030851			FUN_017632-T1										
OG0030852			FUN_017639-T1										
OG0030853			FUN_017645-T1										
OG0030854			FUN_017652-T1										
OG0030855			FUN_017657-T1										
OG0030856			FUN_27122-T1										
OG0030857			FUN_017687-T1										
OG0030858			FUN_017701-T1										
OG0030859			FUN_017702-T1										
OG0030860			FUN_017730-T1										
OG0030861			FUN_017732-T1										
OG0030862			FUN_017743-T1										
OG0030863			FUN_27124-T1										
OG0030864			FUN_017798-T1										
OG0030865			FUN_27128-T1										
OG0030866			FUN_017807-T1										
OG0030867			FUN_017819-T1										
OG0030868			FUN_017820-T1										
OG0030869			FUN_017833-T1										
OG0030870			FUN_017835-T1										
OG0030871			FUN_27129-T1										
OG0030872			FUN_017849-T1										
OG0030873			FUN_017852-T1										
OG0030874			FUN_017854-T1										
OG0030875			FUN_017857-T1										
OG0030876			FUN_017860-T1										
OG0030877			FUN_017862-T1										
OG0030878			FUN_017867-T1										
OG0030879			FUN_017869-T1										
OG0030880			FUN_017874-T1										
OG0030881			FUN_017881-T1										
OG0030882			FUN_27130-T1										
OG0030883			FUN_017907-T1										
OG0030884			FUN_017913-T1										
OG0030885			FUN_017917-T1										
OG0030886			FUN_017923-T1										
OG0030887			FUN_27131-T1										
OG0030888			FUN_017928-T1										
OG0030889			FUN_017931-T1										
OG0030890			FUN_017934-T1										
OG0030891			FUN_017935-T1										
OG0030892			FUN_017936-T1										
OG0030893			FUN_017937-T1										
OG0030894			FUN_017938-T1										
OG0030895			FUN_017940-T1										
OG0030896			FUN_017943-T1										
OG0030897			FUN_017948-T1										
OG0030898			FUN_017951-T1										
OG0030899			FUN_017956-T1										
OG0030900			FUN_017957-T1										
OG0030901			FUN_27132-T1										
OG0030902			FUN_017973-T1										
OG0030903			FUN_017985-T1										
OG0030904			FUN_017996-T1										
OG0030905			FUN_018001-T1										
OG0030906			FUN_018003-T1										
OG0030907			FUN_018012-T1										
OG0030908			FUN_018025-T1										
OG0030909			FUN_018027-T1										
OG0030910			FUN_018029-T1										
OG0030911			FUN_27134-T1										
OG0030912			FUN_018053-T1										
OG0030913			FUN_018092-T1										
OG0030914			FUN_27136-T1										
OG0030915			FUN_018096-T1										
OG0030916			FUN_018100-T1										
OG0030917			FUN_018113-T1										
OG0030918			FUN_018119-T1										
OG0030919			FUN_025488-T1										
OG0030920			FUN_27456-T1										
OG0030921			FUN_026204-T1										
OG0030922			FUN_021108-T1										
OG0030923			FUN_021130-T1										
OG0030924			FUN_27254-T1										
OG0030925			FUN_021176-T1										
OG0030926			FUN_021180-T1										
OG0030927			FUN_021181-T1										
OG0030928			FUN_021188-T1										
OG0030929			FUN_021189-T1										
OG0030930			FUN_021219-T1										
OG0030931			FUN_021226-T1										
OG0030932			FUN_021227-T1										
OG0030933			FUN_021234-T1										
OG0030934			FUN_021236-T1										
OG0030935			FUN_27256-T1										
OG0030936			FUN_021237-T1										
OG0030937			FUN_021238-T1										
OG0030938			FUN_021245-T1										
OG0030939			FUN_27257-T1										
OG0030940			FUN_021256-T1										
OG0030941			FUN_021262-T1										
OG0030942			FUN_021273-T1										
OG0030943			FUN_021285-T1										
OG0030944			FUN_021286-T1										
OG0030945			FUN_021290-T1										
OG0030946			FUN_021303-T1										
OG0030947			FUN_021324-T1										
OG0030948			FUN_021339-T1										
OG0030949			FUN_021341-T1										
OG0030950			FUN_021342-T1										
OG0030951			FUN_021343-T1										
OG0030952			FUN_021353-T1										
OG0030953			FUN_021355-T1										
OG0030954			FUN_021356-T1										
OG0030955			FUN_021381-T1										
OG0030956			FUN_021394-T1										
OG0030957			FUN_021399-T1										
OG0030958			FUN_021405-T1										
OG0030959			FUN_021424-T1										
OG0030960			FUN_021430-T1										
OG0030961			FUN_021431-T1										
OG0030962			FUN_021440-T1										
OG0030963			FUN_021448-T1										
OG0030964			FUN_021452-T1										
OG0030965			FUN_021462-T1										
OG0030966			FUN_021467-T1										
OG0030967			FUN_021478-T1										
OG0030968			FUN_021481-T1										
OG0030969			FUN_021483-T1										
OG0030970			FUN_021499-T1										
OG0030971			FUN_021500-T1										
OG0030972			FUN_021502-T1										
OG0030973			FUN_27261-T1										
OG0030974			FUN_27263-T1										
OG0030975			FUN_021529-T1										
OG0030976			FUN_021560-T1										
OG0030977			FUN_27266-T1										
OG0030978			FUN_021562-T1										
OG0030979			FUN_27267-T1										
OG0030980			FUN_021575-T1										
OG0030981			FUN_021590-T1										
OG0030982			FUN_021591-T1										
OG0030983			FUN_021594-T1										
OG0030984			FUN_27268-T1										
OG0030985			FUN_021608-T1										
OG0030986			FUN_021614-T1										
OG0030987			FUN_021618-T1										
OG0030988			FUN_021619-T1										
OG0030989			FUN_021635-T1										
OG0030990			FUN_021644-T1										
OG0030991			FUN_021646-T1										
OG0030992			FUN_021647-T1										
OG0030993			FUN_27270-T1										
OG0030994			FUN_021667-T1										
OG0030995			FUN_021690-T1										
OG0030996			FUN_026117-T1										
OG0030997			FUN_026021-T1										
OG0030998			FUN_025355-T1										
OG0030999			FUN_27427-T1										
OG0031000			FUN_27428-T1										
OG0031001			FUN_025829-T1										
OG0031002			FUN_025564-T1										
OG0031003			FUN_026152-T1										
OG0031004			FUN_026086-T1										
OG0031005			FUN_025396-T1										
OG0031006			FUN_025400-T1										
OG0031007			FUN_020780-T1										
OG0031008			FUN_020786-T1										
OG0031009			FUN_020795-T1										
OG0031010			FUN_020797-T1										
OG0031011			FUN_020802-T1										
OG0031012			FUN_020809-T1										
OG0031013			FUN_020810-T1										
OG0031014			FUN_020820-T1										
OG0031015			FUN_020824-T1										
OG0031016			FUN_020831-T1										
OG0031017			FUN_020844-T1										
OG0031018			FUN_020845-T1										
OG0031019			FUN_27245-T1										
OG0031020			FUN_020857-T1										
OG0031021			FUN_020871-T1										
OG0031022			FUN_020877-T1										
OG0031023			FUN_27246-T1										
OG0031024			FUN_020884-T1										
OG0031025			FUN_27247-T1										
OG0031026			FUN_020890-T1										
OG0031027			FUN_020909-T1										
OG0031028			FUN_020924-T1										
OG0031029			FUN_020928-T1										
OG0031030			FUN_020939-T1										
OG0031031			FUN_020958-T1										
OG0031032			FUN_020969-T1										
OG0031033			FUN_020974-T1										
OG0031034			FUN_020976-T1										
OG0031035			FUN_020980-T1										
OG0031036			FUN_020993-T1										
OG0031037			FUN_021025-T1										
OG0031038			FUN_021026-T1										
OG0031039			FUN_021035-T1										
OG0031040			FUN_021079-T1										
OG0031041			FUN_27250-T1										
OG0031042			FUN_026202-T1										
OG0031043			FUN_025150-T1										
OG0031044			FUN_025152-T1										
OG0031045			FUN_025153-T1										
OG0031046			FUN_022587-T1										
OG0031047			FUN_27293-T1										
OG0031048			FUN_022596-T1										
OG0031049			FUN_022608-T1										
OG0031050			FUN_022609-T1										
OG0031051			FUN_27295-T1										
OG0031052			FUN_022675-T1										
OG0031053			FUN_022703-T1										
OG0031054			FUN_022725-T1										
OG0031055			FUN_27298-T1										
OG0031056			FUN_022728-T1										
OG0031057			FUN_022781-T1										
OG0031058			FUN_022784-T1										
OG0031059			FUN_022801-T1										
OG0031060			FUN_022804-T1										
OG0031061			FUN_27299-T1										
OG0031062			FUN_022856-T1										
OG0031063			FUN_022874-T1										
OG0031064			FUN_022928-T1										
OG0031065			FUN_022969-T1										
OG0031066			FUN_023071-T1										
OG0031067			FUN_023137-T1										
OG0031068			FUN_023145-T1										
OG0031069			FUN_023150-T1										
OG0031070			FUN_023162-T1										
OG0031071			FUN_023166-T1										
OG0031072			FUN_023167-T1										
OG0031073			FUN_023172-T1										
OG0031074			FUN_023194-T1										
OG0031075			FUN_023201-T1										
OG0031076			FUN_27305-T1										
OG0031077			FUN_023246-T1										
OG0031078			FUN_023258-T1										
OG0031079			FUN_023292-T1										
OG0031080			FUN_023326-T1										
OG0031081			FUN_023350-T1										
OG0031082			FUN_023356-T1										
OG0031083			FUN_023365-T1										
OG0031084			FUN_27312-T1										
OG0031085			FUN_27313-T1										
OG0031086			FUN_023430-T1										
OG0031087			FUN_023433-T1										
OG0031088			FUN_27317-T1										
OG0031089			FUN_023457-T1										
OG0031090			FUN_023469-T1										
OG0031091			FUN_023482-T1										
OG0031092			FUN_023501-T1										
OG0031093			FUN_023504-T1										
OG0031094			FUN_023519-T1										
OG0031095			FUN_27319-T1										
OG0031096			FUN_023550-T1										
OG0031097			FUN_023558-T1										
OG0031098			FUN_023562-T1										
OG0031099			FUN_023579-T1										
OG0031100			FUN_023615-T1										
OG0031101			FUN_023618-T1										
OG0031102			FUN_023623-T1										
OG0031103			FUN_023641-T1										
OG0031104			FUN_023647-T1										
OG0031105			FUN_023660-T1										
OG0031106			FUN_023662-T1										
OG0031107			FUN_023695-T1										
OG0031108			FUN_023708-T1										
OG0031109			FUN_023722-T1										
OG0031110			FUN_023735-T1										
OG0031111			FUN_023744-T1										
OG0031112			FUN_023748-T1										
OG0031113			FUN_023754-T1										
OG0031114			FUN_023819-T1										
OG0031115			FUN_023835-T1										
OG0031116			FUN_023839-T1										
OG0031117			FUN_023850-T1										
OG0031118			FUN_023866-T1										
OG0031119			FUN_023889-T1										
OG0031120			FUN_27332-T1										
OG0031121			FUN_023908-T1										
OG0031122			FUN_023911-T1										
OG0031123			FUN_023915-T1										
OG0031124			FUN_023927-T1										
OG0031125			FUN_023928-T1										
OG0031126			FUN_023943-T1										
OG0031127			FUN_023945-T1										
OG0031128			FUN_023948-T1										
OG0031129			FUN_023963-T1										
OG0031130			FUN_023966-T1										
OG0031131			FUN_023975-T1										
OG0031132			FUN_023981-T1										
OG0031133			FUN_27336-T1										
OG0031134			FUN_023990-T1										
OG0031135			FUN_023997-T1										
OG0031136			FUN_27338-T1										
OG0031137			FUN_27339-T1										
OG0031138			FUN_024048-T1										
OG0031139			FUN_024053-T1										
OG0031140			FUN_024065-T1										
OG0031141			FUN_024094-T1										
OG0031142			FUN_27344-T1										
OG0031143			FUN_024123-T1										
OG0031144			FUN_024128-T1										
OG0031145			FUN_024133-T1										
OG0031146			FUN_024157-T1										
OG0031147			FUN_024167-T1										
OG0031148			FUN_024181-T1										
OG0031149			FUN_27358-T1										
OG0031150			FUN_024191-T1										
OG0031151			FUN_024198-T1										
OG0031152			FUN_024261-T1										
OG0031153			FUN_024277-T1										
OG0031154			FUN_024293-T1										
OG0031155			FUN_024294-T1										
OG0031156			FUN_024295-T1										
OG0031157			FUN_27365-T1										
OG0031158			FUN_024315-T1										
OG0031159			FUN_27366-T2										
OG0031160			FUN_024341-T1										
OG0031161			FUN_024358-T1										
OG0031162			FUN_024392-T1										
OG0031163			FUN_024393-T1										
OG0031164			FUN_024394-T1										
OG0031165			FUN_024402-T1										
OG0031166			FUN_024409-T1										
OG0031167			FUN_024416-T1										
OG0031168			FUN_024417-T1										
OG0031169			FUN_024420-T1										
OG0031170			FUN_024430-T1										
OG0031171			FUN_024448-T1										
OG0031172			FUN_024461-T1										
OG0031173			FUN_024462-T1										
OG0031174			FUN_27376-T1										
OG0031175			FUN_024469-T1										
OG0031176			FUN_024472-T1										
OG0031177			FUN_024477-T1										
OG0031178			FUN_024493-T1										
OG0031179			FUN_024522-T1										
OG0031180			FUN_024532-T1										
OG0031181			FUN_024553-T1										
OG0031182			FUN_024563-T1										
OG0031183			FUN_024564-T1										
OG0031184			FUN_024566-T1										
OG0031185			FUN_024612-T1										
OG0031186			FUN_024633-T1										
OG0031187			FUN_024634-T1										
OG0031188			FUN_024636-T1										
OG0031189			FUN_024638-T1										
OG0031190			FUN_024643-T1										
OG0031191			FUN_024662-T1										
OG0031192			FUN_024675-T1										
OG0031193			FUN_024678-T1										
OG0031194			FUN_024680-T1										
OG0031195			FUN_024684-T1										
OG0031196			FUN_024687-T1										
OG0031197			FUN_024699-T1										
OG0031198			FUN_024704-T1										
OG0031199			FUN_024707-T1										
OG0031200			FUN_024716-T1										
OG0031201			FUN_024720-T1										
OG0031202			FUN_024722-T1										
OG0031203			FUN_024725-T1										
OG0031204			FUN_024729-T1										
OG0031205			FUN_024738-T1										
OG0031206			FUN_024747-T1										
OG0031207			FUN_024761-T1										
OG0031208			FUN_024763-T1										
OG0031209			FUN_024775-T1										
OG0031210			FUN_024776-T1										
OG0031211			FUN_024785-T1										
OG0031212			FUN_024786-T1										
OG0031213			FUN_024801-T1										
OG0031214			FUN_024810-T1										
OG0031215			FUN_024814-T1										
OG0031216			FUN_024819-T1										
OG0031217			FUN_024825-T1										
OG0031218			FUN_024830-T1										
OG0031219			FUN_024834-T1										
OG0031220			FUN_024841-T1										
OG0031221			FUN_024858-T1										
OG0031222			FUN_024861-T1										
OG0031223			FUN_024870-T1										
OG0031224			FUN_024881-T1										
OG0031225			FUN_024910-T1										
OG0031226			FUN_024918-T1										
OG0031227			FUN_024938-T1										
OG0031228			FUN_27405-T1										
OG0031229			FUN_024947-T1										
OG0031230			FUN_024948-T1										
OG0031231			FUN_024949-T1										
OG0031232			FUN_024957-T1										
OG0031233			FUN_024958-T1										
OG0031234			FUN_024960-T1										
OG0031235			FUN_024961-T1										
OG0031236			FUN_024966-T1										
OG0031237			FUN_025687-T1										
OG0031238			FUN_025160-T1										
OG0031239			FUN_025960-T1										
OG0031240			FUN_025606-T1										
OG0031241			FUN_27422-T1										
OG0031242			FUN_025307-T1										
OG0031243			FUN_026057-T1										
OG0031244			FUN_026074-T1										
OG0031245			FUN_026158-T1										
OG0031246			FUN_026046-T1										
OG0031247			FUN_026073-T1										
OG0031248			FUN_026088-T1										
OG0031249			FUN_025957-T1										
OG0031250			FUN_025703-T1										
OG0031251			FUN_025850-T1										
OG0031252			FUN_025735-T1										
OG0031253			FUN_025737-T1										
OG0031254			FUN_025383-T1										
OG0031255			FUN_025385-T1										
OG0031256			FUN_025391-T1										
OG0031257			FUN_025394-T1										
OG0031258			FUN_26738-T1										
OG0031259			FUN_009184-T1										
OG0031260			FUN_009201-T1										
OG0031261			FUN_009207-T1										
OG0031262			FUN_009209-T1										
OG0031263			FUN_26740-T1										
OG0031264			FUN_009221-T1										
OG0031265			FUN_009234-T1										
OG0031266			FUN_009249-T1										
OG0031267			FUN_009268-T1										
OG0031268			FUN_009270-T1										
OG0031269			FUN_009308-T1										
OG0031270			FUN_009318-T1										
OG0031271			FUN_009320-T1										
OG0031272			FUN_009322-T1										
OG0031273			FUN_009324-T1										
OG0031274			FUN_009332-T1										
OG0031275			FUN_009335-T1										
OG0031276			FUN_009344-T1										
OG0031277			FUN_26742-T1										
OG0031278			FUN_009354-T1										
OG0031279			FUN_009355-T1										
OG0031280			FUN_009362-T1										
OG0031281			FUN_009368-T1										
OG0031282			FUN_009379-T1										
OG0031283			FUN_26744-T1										
OG0031284			FUN_009401-T1										
OG0031285			FUN_26746-T1										
OG0031286			FUN_26747-T1										
OG0031287			FUN_009416-T1										
OG0031288			FUN_009445-T1										
OG0031289			FUN_009468-T1										
OG0031290			FUN_009473-T1										
OG0031291			FUN_26750-T1										
OG0031292			FUN_009483-T1										
OG0031293			FUN_26751-T1										
OG0031294			FUN_009509-T1										
OG0031295			FUN_009508-T1										
OG0031296			FUN_26753-T1										
OG0031297			FUN_009524-T1										
OG0031298			FUN_009539-T1										
OG0031299			FUN_009544-T1										
OG0031300			FUN_009546-T1										
OG0031301			FUN_009552-T1										
OG0031302			FUN_009554-T1										
OG0031303			FUN_009556-T1										
OG0031304			FUN_009575-T1										
OG0031305			FUN_009580-T1										
OG0031306			FUN_009583-T1										
OG0031307			FUN_26756-T1										
OG0031308			FUN_009621-T1										
OG0031309			FUN_26758-T1										
OG0031310			FUN_009646-T1										
OG0031311			FUN_009659-T1										
OG0031312			FUN_009664-T1										
OG0031313			FUN_009687-T1										
OG0031314			FUN_009700-T1										
OG0031315			FUN_26762-T1										
OG0031316			FUN_009710-T1										
OG0031317			FUN_009724-T1										
OG0031318			FUN_009747-T1										
OG0031319			FUN_009779-T1										
OG0031320			FUN_009783-T1										
OG0031321			FUN_009784-T1										
OG0031322			FUN_26765-T1										
OG0031323			FUN_009798-T1										
OG0031324			FUN_009809-T1										
OG0031325			FUN_009838-T1										
OG0031326			FUN_009845-T1										
OG0031327			FUN_009852-T1										
OG0031328			FUN_009860-T1										
OG0031329			FUN_009862-T1										
OG0031330			FUN_009864-T1										
OG0031331			FUN_009868-T1										
OG0031332			FUN_009885-T1										
OG0031333			FUN_009887-T1										
OG0031334			FUN_009896-T1										
OG0031335			FUN_009897-T1										
OG0031336			FUN_009901-T1										
OG0031337			FUN_009903-T1										
OG0031338			FUN_009911-T1										
OG0031339			FUN_009915-T1										
OG0031340			FUN_009921-T1										
OG0031341			FUN_009922-T1										
OG0031342			FUN_009925-T1										
OG0031343			FUN_009926-T1										
OG0031344			FUN_009930-T1										
OG0031345			FUN_009935-T1										
OG0031346			FUN_009936-T1										
OG0031347			FUN_009940-T1										
OG0031348			FUN_009942-T1										
OG0031349			FUN_009958-T1										
OG0031350			FUN_009966-T1										
OG0031351			FUN_009978-T1										
OG0031352			FUN_009979-T1										
OG0031353			FUN_009981-T1										
OG0031354			FUN_009996-T1										
OG0031355			FUN_009998-T1										
OG0031356			FUN_010000-T1										
OG0031357			FUN_010011-T1										
OG0031358			FUN_010018-T1										
OG0031359			FUN_010019-T1										
OG0031360			FUN_010020-T1										
OG0031361			FUN_010026-T1										
OG0031362			FUN_010027-T1										
OG0031363			FUN_010051-T1										
OG0031364			FUN_010052-T1										
OG0031365			FUN_010054-T1										
OG0031366			FUN_010063-T1										
OG0031367			FUN_010066-T1										
OG0031368			FUN_010075-T1										
OG0031369			FUN_010100-T1										
OG0031370			FUN_010103-T1										
OG0031371			FUN_010106-T1										
OG0031372			FUN_26782-T1										
OG0031373			FUN_26783-T1										
OG0031374			FUN_010150-T1										
OG0031375			FUN_010163-T1										
OG0031376			FUN_010168-T1										
OG0031377			FUN_010169-T1										
OG0031378			FUN_010174-T1										
OG0031379			FUN_010187-T1										
OG0031380			FUN_010189-T1										
OG0031381			FUN_010192-T1										
OG0031382			FUN_010206-T1										
OG0031383			FUN_010209-T1										
OG0031384			FUN_010210-T1										
OG0031385			FUN_010211-T1										
OG0031386			FUN_010212-T1										
OG0031387			FUN_010229-T1										
OG0031388			FUN_010233-T1										
OG0031389			FUN_010242-T1										
OG0031390			FUN_010248-T1										
OG0031391			FUN_010249-T1										
OG0031392			FUN_010253-T1										
OG0031393			FUN_010254-T1										
OG0031394			FUN_010269-T1										
OG0031395			FUN_010276-T1										
OG0031396			FUN_010291-T1										
OG0031397			FUN_010302-T1										
OG0031398			FUN_010306-T1										
OG0031399			FUN_010316-T1										
OG0031400			FUN_010317-T1										
OG0031401			FUN_010318-T1										
OG0031402			FUN_010321-T1										
OG0031403			FUN_010326-T1										
OG0031404			FUN_26786-T1										
OG0031405			FUN_010350-T1										
OG0031406			FUN_010351-T1										
OG0031407			FUN_010353-T1										
OG0031408			FUN_26787-T1										
OG0031409			FUN_26789-T1										
OG0031410			FUN_010389-T1										
OG0031411			FUN_010390-T1										
OG0031412			FUN_010397-T1										
OG0031413			FUN_010402-T1										
OG0031414			FUN_010407-T1										
OG0031415			FUN_010417-T1										
OG0031416			FUN_010421-T1										
OG0031417			FUN_26792-T1										
OG0031418			FUN_26793-T1										
OG0031419			FUN_010436-T1										
OG0031420			FUN_010444-T1										
OG0031421			FUN_010445-T1										
OG0031422			FUN_010453-T1										
OG0031423			FUN_010456-T1										
OG0031424			FUN_26795-T1										
OG0031425			FUN_010484-T1										
OG0031426			FUN_010486-T1										
OG0031427			FUN_010513-T1										
OG0031428			FUN_26797-T1										
OG0031429			FUN_26798-T1										
OG0031430			FUN_010534-T1										
OG0031431			FUN_010536-T1										
OG0031432			FUN_010543-T1										
OG0031433			FUN_010551-T1										
OG0031434			FUN_010566-T1										
OG0031435			FUN_010575-T1										
OG0031436			FUN_010576-T1										
OG0031437			FUN_010577-T1										
OG0031438			FUN_010579-T1										
OG0031439			FUN_010588-T1										
OG0031440			FUN_010604-T1										
OG0031441			FUN_010606-T1										
OG0031442			FUN_010607-T1										
OG0031443			FUN_010613-T1										
OG0031444			FUN_010628-T1										
OG0031445			FUN_010632-T1										
OG0031446			FUN_010634-T1										
OG0031447			FUN_010636-T1										
OG0031448			FUN_26805-T1										
OG0031449			FUN_26807-T1										
OG0031450			FUN_010656-T1										
OG0031451			FUN_010659-T1										
OG0031452			FUN_26811-T1										
OG0031453			FUN_010667-T1										
OG0031454			FUN_010687-T1										
OG0031455			FUN_010697-T1										
OG0031456			FUN_010699-T1										
OG0031457			FUN_010700-T1										
OG0031458			FUN_010702-T1										
OG0031459			FUN_010708-T1										
OG0031460			FUN_010731-T1										
OG0031461			FUN_010752-T1										
OG0031462			FUN_010753-T1										
OG0031463			FUN_010754-T1										
OG0031464			FUN_010756-T1										
OG0031465			FUN_010760-T1										
OG0031466			FUN_010765-T1										
OG0031467			FUN_010776-T1										
OG0031468			FUN_010782-T1										
OG0031469			FUN_010784-T1										
OG0031470			FUN_010785-T1										
OG0031471			FUN_010789-T1										
OG0031472			FUN_010796-T1										
OG0031473			FUN_010799-T1										
OG0031474			FUN_010812-T1										
OG0031475			FUN_26816-T1										
OG0031476			FUN_010833-T1										
OG0031477			FUN_010840-T1										
OG0031478			FUN_010847-T1										
OG0031479			FUN_010849-T1										
OG0031480			FUN_010852-T1										
OG0031481			FUN_010854-T1										
OG0031482			FUN_010856-T1										
OG0031483			FUN_010857-T1										
OG0031484			FUN_010873-T1										
OG0031485			FUN_010876-T1										
OG0031486			FUN_010903-T1										
OG0031487			FUN_010909-T1										
OG0031488			FUN_010924-T1										
OG0031489			FUN_010932-T1										
