species,qaccver,saccver
hydrophis_ornatus,FUN_017134-T1,O95164
hydrophis_ornatus,FUN_017145-T1,Q58A45
hydrophis_ornatus,FUN_017151-T1,Q8N448
hydrophis_ornatus,FUN_017156-T1,P49666
hydrophis_ornatus,FUN_017157-T1,A5D9H7
hydrophis_ornatus,FUN_017158-T1,P47775
hydrophis_ornatus,FUN_017160-T2,P49336
hydrophis_ornatus,FUN_017165-T1,Q9NTI2
hydrophis_ornatus,FUN_017167-T1,Q6UWI4
hydrophis_ornatus,FUN_017168-T1,Q8R332
hydrophis_ornatus,FUN_017169-T1,Q9Y217
hydrophis_ornatus,FUN_017176-T1,Q9JLC8
hydrophis_ornatus,FUN_017183-T1,Q5RDT5
hydrophis_ornatus,FUN_017190-T1,Q61371
hydrophis_ornatus,FUN_017193-T1,Q7JGL3
hydrophis_ornatus,FUN_017195-T2,Q5ZK88
hydrophis_ornatus,FUN_017202-T2,Q9PU45
hydrophis_ornatus,FUN_017203-T1,Q5DTV4
hydrophis_ornatus,FUN_017212-T1,Q8QZT1
hydrophis_ornatus,FUN_017213-T1,Q93034
hydrophis_ornatus,FUN_017214-T1,Q8BHD0
hydrophis_ornatus,FUN_017216-T1,Q8N336
hydrophis_ornatus,FUN_017226-T1,P33402
hydrophis_ornatus,FUN_017229-T1,Q8NCY6
hydrophis_ornatus,FUN_017230-T1,Q9Z2W8
hydrophis_ornatus,FUN_017238-T1,Q9BTE7
hydrophis_ornatus,FUN_017254-T1,P46937
hydrophis_ornatus,FUN_017259-T2,Q9MYW0
hydrophis_ornatus,FUN_017262-T2,A6NI28
hydrophis_ornatus,FUN_017272-T1,A6QLT2
hydrophis_ornatus,FUN_017274-T1,Q5HYJ3
hydrophis_ornatus,FUN_017275-T1,P58005
hydrophis_ornatus,FUN_017277-T1,Q0VFP5
hydrophis_ornatus,FUN_017316-T1,Q9UHD1
hydrophis_ornatus,FUN_017322-T1,Q3UVX5
hydrophis_ornatus,FUN_017326-T1,Q86UB9
hydrophis_ornatus,FUN_017327-T1,Q9IA05
hydrophis_ornatus,FUN_017329-T1,Q8BMF3
hydrophis_ornatus,FUN_017332-T1,Q5ZK09
hydrophis_ornatus,FUN_017333-T1,Q5ZKH3
hydrophis_ornatus,FUN_017334-T1,Q7M6Y3
hydrophis_ornatus,FUN_017351-T1,Q923S9
hydrophis_ornatus,FUN_017374-T1,Q4G0X4
hydrophis_ornatus,FUN_017384-T1,Q8CIM8
hydrophis_ornatus,FUN_017385-T1,Q9H7C9
hydrophis_ornatus,FUN_017389-T1,Q13153
hydrophis_ornatus,FUN_017398-T1,P51891
hydrophis_ornatus,FUN_017419-T1,P13731
hydrophis_ornatus,FUN_017420-T1,P62909
hydrophis_ornatus,FUN_017430-T1,O93361
hydrophis_ornatus,FUN_017438-T1,Q9WVB1
hydrophis_ornatus,FUN_017444-T1,O97562
hydrophis_ornatus,FUN_017447-T1,Q58DN4
hydrophis_ornatus,FUN_017466-T1,A1A4H9
hydrophis_ornatus,FUN_017482-T1,Q8K4K6
hydrophis_ornatus,FUN_017516-T1,Q5ZJK8
hydrophis_ornatus,FUN_017519-T1,Q5ZIZ2
hydrophis_ornatus,FUN_017532-T1,Q9H4W6
hydrophis_ornatus,FUN_017560-T1,Q5BJW3
hydrophis_ornatus,FUN_017570-T1,Q08D50
hydrophis_ornatus,FUN_017571-T1,A6H5Z3
hydrophis_ornatus,FUN_017580-T1,Q925N0
hydrophis_ornatus,FUN_017583-T1,O43837
hydrophis_ornatus,FUN_017586-T2,Q6PCJ1
hydrophis_ornatus,FUN_017627-T1,Q4U116
hydrophis_ornatus,FUN_017628-T1,Q5ZMF3
hydrophis_ornatus,FUN_017629-T1,Q8BPB0
hydrophis_ornatus,FUN_017640-T1,Q9NVU7
hydrophis_ornatus,FUN_017643-T1,P70582
hydrophis_ornatus,FUN_017656-T1,Q9NVA2
hydrophis_ornatus,FUN_017663-T1,Q8VEG6
hydrophis_ornatus,FUN_017671-T1,Q6TCH7
hydrophis_ornatus,FUN_017686-T1,A4IFE4
hydrophis_ornatus,FUN_017687-T1,Q9JJ54
hydrophis_ornatus,FUN_017688-T1,Q5ZI72
hydrophis_ornatus,FUN_017690-T1,B9EJG8
hydrophis_ornatus,FUN_017691-T1,Q2KIA4
hydrophis_ornatus,FUN_017695-T1,Q5R648
hydrophis_ornatus,FUN_017715-T1,Q92903
hydrophis_ornatus,FUN_017716-T1,Q8IZQ1
hydrophis_ornatus,FUN_017717-T1,Q8N264
hydrophis_ornatus,FUN_017742-T1,Q3MUY2
hydrophis_ornatus,FUN_017744-T1,Q15034
hydrophis_ornatus,FUN_017750-T1,Q91448
hydrophis_ornatus,FUN_017767-T1,Q96HC4
hydrophis_ornatus,FUN_017770-T1,Q05438
hydrophis_ornatus,FUN_017783-T1,P52306
hydrophis_ornatus,FUN_017784-T1,Q17QJ5
hydrophis_ornatus,FUN_017785-T1,P48597
hydrophis_ornatus,FUN_017786-T1,Q5ZIM5
hydrophis_ornatus,FUN_017787-T1,P80467
hydrophis_ornatus,FUN_017791-T1,P80512
hydrophis_ornatus,FUN_017805-T1,P63329
hydrophis_ornatus,FUN_017811-T1,P61078
hydrophis_ornatus,FUN_017813-T1,Q8N5K1
hydrophis_ornatus,FUN_017817-T1,Q3KPT7
hydrophis_ornatus,FUN_017820-T1,P29371
hydrophis_ornatus,FUN_017830-T4,Q5F361
hydrophis_ornatus,FUN_017834-T1,O43252
hydrophis_ornatus,FUN_017835-T1,Q8NHU3
hydrophis_ornatus,FUN_017842-T1,Q29223
hydrophis_ornatus,FUN_017843-T1,B0K025
hydrophis_ornatus,FUN_017845-T1,Q6DEB1
hydrophis_ornatus,FUN_017851-T1,Q9EPR2
hydrophis_ornatus,FUN_017857-T1,Q5ZJR8
hydrophis_ornatus,FUN_017859-T1,A5HUI5
hydrophis_ornatus,FUN_017860-T1,O93385
hydrophis_ornatus,FUN_017872-T1,Q5FYB0
hydrophis_ornatus,FUN_017874-T1,Q64676
hydrophis_ornatus,FUN_017877-T1,Q9C040
hydrophis_ornatus,FUN_017879-T1,P53367
hydrophis_ornatus,FUN_017881-T3,F1MNN4
hydrophis_ornatus,FUN_017885-T1,Q98TX2
hydrophis_ornatus,FUN_017887-T1,D2I3C6
hydrophis_ornatus,FUN_017898-T1,Q12837
hydrophis_ornatus,FUN_017902-T1,P62313
hydrophis_ornatus,FUN_017906-T1,Q1JQA2
hydrophis_ornatus,FUN_017908-T1,P61222
hydrophis_ornatus,FUN_017909-T4,Q9UM13
hydrophis_ornatus,FUN_017910-T1,Q96QV1
hydrophis_ornatus,FUN_017921-T1,Q32LC9
hydrophis_ornatus,FUN_017923-T1,Q5DTZ6
hydrophis_ornatus,FUN_017924-T1,Q6ZT07
hydrophis_ornatus,FUN_017929-T1,Q5XJK1
hydrophis_ornatus,FUN_017934-T1,Q5ZHV1
hydrophis_ornatus,FUN_017935-T1,Q9BXJ9
hydrophis_ornatus,FUN_017937-T1,Q15723
hydrophis_ornatus,FUN_017939-T1,Q9UPY5
hydrophis_ornatus,FUN_017944-T1,A7MB46
hydrophis_ornatus,FUN_017957-T1,Q9P2E7
hydrophis_ornatus,FUN_017969-T1,O15173
hydrophis_ornatus,FUN_017977-T1,Q2YDD9
hydrophis_ornatus,FUN_017983-T1,Q9ULJ7
hydrophis_ornatus,FUN_017987-T1,A5D992
hydrophis_ornatus,FUN_017991-T1,P48800
hydrophis_ornatus,FUN_017995-T1,Q2LD37
hydrophis_ornatus,FUN_017998-T1,Q13507
hydrophis_ornatus,FUN_018001-T1,Q3SWZ4
hydrophis_ornatus,FUN_018006-T1,Q8TB73
hydrophis_ornatus,FUN_018007-T1,Q9NQX1
hydrophis_ornatus,FUN_018010-T1,Q13257
hydrophis_ornatus,FUN_018012-T1,Q28156
hydrophis_ornatus,FUN_018022-T1,Q5ZK35
hydrophis_ornatus,FUN_018031-T1,Q9ESL9
hydrophis_ornatus,FUN_018032-T1,Q9UIJ5
hydrophis_ornatus,FUN_018033-T1,Q9UIV1
hydrophis_ornatus,FUN_018035-T1,Q9Y216
hydrophis_ornatus,FUN_018044-T1,Q14331
hydrophis_ornatus,FUN_018052-T1,P49285
hydrophis_ornatus,FUN_018069-T1,P02722
hydrophis_ornatus,FUN_018077-T1,Q9P2F5
hydrophis_ornatus,FUN_018078-T1,Q5ZI89
hydrophis_ornatus,FUN_018079-T1,Q9CPR1
hydrophis_ornatus,FUN_018084-T1,P32321
hydrophis_ornatus,FUN_018085-T1,Q9P273
hydrophis_ornatus,FUN_018106-T1,Q8IZU2
hydrophis_ornatus,FUN_018107-T1,Q5R9Q3
hydrophis_ornatus,FUN_018108-T1,O75311
hydrophis_ornatus,FUN_018111-T1,Q5E9G6
hydrophis_ornatus,FUN_018112-T1,P61295
hydrophis_ornatus,FUN_018116-T1,Q80VA0
hydrophis_ornatus,FUN_018118-T1,Q49A17
hydrophis_ornatus,FUN_018125-T2,O18894
hydrophis_ornatus,FUN_018138-T1,Q9W676
hydrophis_ornatus,FUN_018139-T1,Q4VBD2
hydrophis_ornatus,FUN_018143-T1,O94813
hydrophis_ornatus,FUN_018146-T1,Q8HYN7
hydrophis_ornatus,FUN_018152-T1,Q5RAZ4
hydrophis_ornatus,FUN_018155-T1,Q1EGL1
hydrophis_ornatus,FUN_018156-T1,Q9HD40
hydrophis_ornatus,FUN_018157-T1,Q8TCG2
hydrophis_ornatus,FUN_018179-T2,P50410
hydrophis_ornatus,FUN_018182-T1,P97427
hydrophis_ornatus,FUN_018187-T1,Q17QL1
hydrophis_ornatus,FUN_018194-T1,Q9Y2Q0
hydrophis_ornatus,FUN_018199-T1,P57088
hydrophis_ornatus,FUN_018209-T1,Q92870
hydrophis_ornatus,FUN_018211-T1,Q91WT8
hydrophis_ornatus,FUN_018213-T1,Q9PTS8
hydrophis_ornatus,FUN_018216-T1,Q5F3V3
hydrophis_ornatus,FUN_018218-T1,P61087
hydrophis_ornatus,FUN_018220-T1,Q5F3T9
hydrophis_ornatus,FUN_018221-T1,O43766
hydrophis_ornatus,FUN_018222-T1,P32969
hydrophis_ornatus,FUN_018231-T1,Q86TI0
hydrophis_ornatus,FUN_018265-T1,Q8N5T2
hydrophis_ornatus,FUN_018268-T1,Q3SZ41
hydrophis_ornatus,FUN_018273-T1,Q9PUF6
hydrophis_ornatus,FUN_018276-T1,Q9UKJ5
hydrophis_ornatus,FUN_018283-T1,F1M625
hydrophis_ornatus,FUN_018286-T1,Q5R9U1
hydrophis_ornatus,FUN_018287-T1,Q92564
hydrophis_ornatus,FUN_018290-T1,O94915
hydrophis_ornatus,FUN_018296-T1,Q90980
hydrophis_ornatus,FUN_018301-T1,Q8QGQ6
hydrophis_ornatus,FUN_018305-T1,Q9NV70
hydrophis_ornatus,FUN_018309-T1,P28173
hydrophis_ornatus,FUN_018310-T1,P38024
hydrophis_ornatus,FUN_018315-T1,B9VTT2
hydrophis_ornatus,FUN_018317-T1,O95803
hydrophis_ornatus,FUN_018327-T1,Q9EQW8
hydrophis_ornatus,FUN_018330-T1,Q9IA96
hydrophis_ornatus,FUN_018333-T1,O43660
hydrophis_ornatus,FUN_018340-T1,Q9DER7
hydrophis_ornatus,FUN_018343-T1,Q00493
hydrophis_ornatus,FUN_018351-T1,Q8TCQ1
hydrophis_ornatus,FUN_018358-T1,Q8N475
hydrophis_ornatus,FUN_018362-T1,Q9Y4G8
hydrophis_ornatus,FUN_018366-T1,P55931
hydrophis_ornatus,FUN_018371-T1,P48167
hydrophis_ornatus,FUN_018372-T1,A8WCC4
hydrophis_ornatus,FUN_018374-T1,Q5EBG2
hydrophis_ornatus,FUN_018379-T3,P86049
hydrophis_ornatus,FUN_018383-T1,P08220
hydrophis_ornatus,FUN_018387-T1,P47869
hydrophis_ornatus,FUN_018420-T1,Q8QFP1
hydrophis_ornatus,FUN_018461-T1,P62861
hydrophis_ornatus,FUN_018464-T1,P29694
hydrophis_ornatus,FUN_018468-T1,P36404
hydrophis_ornatus,FUN_018475-T1,Q28647
hydrophis_ornatus,FUN_018481-T1,P11498
hydrophis_ornatus,FUN_018489-T1,B5FYY5
hydrophis_ornatus,FUN_018491-T1,Q5ZJN2
hydrophis_ornatus,FUN_018500-T1,Q8BGF9
hydrophis_ornatus,FUN_018509-T1,Q90X64
hydrophis_ornatus,FUN_018513-T1,P53621
hydrophis_ornatus,FUN_018516-T1,Q9R1T1
hydrophis_ornatus,FUN_018522-T1,Q9UHV9
hydrophis_ornatus,FUN_018524-T1,P38606
hydrophis_ornatus,FUN_018527-T1,Q5RBP4
hydrophis_ornatus,FUN_018549-T1,P11217
hydrophis_ornatus,FUN_018550-T1,P0C643
hydrophis_ornatus,FUN_018560-T1,E3P6N8
hydrophis_ornatus,FUN_018561-T1,Q5E9E4
hydrophis_ornatus,FUN_018563-T1,Q3T0K2
hydrophis_ornatus,FUN_018573-T1,Q8IVB5
hydrophis_ornatus,FUN_018574-T1,Q27W01
hydrophis_ornatus,FUN_018619-T1,O88990
hydrophis_ornatus,FUN_018638-T1,Q9JI19
hydrophis_ornatus,FUN_018651-T2,Q5RBG4
hydrophis_ornatus,FUN_018677-T2,Q7KZI7
hydrophis_ornatus,FUN_018682-T1,Q8VE10
hydrophis_ornatus,FUN_018684-T1,B2RYG6
hydrophis_ornatus,FUN_018686-T1,Q3ZBZ8
hydrophis_ornatus,FUN_018693-T1,Q8K3F3
hydrophis_ornatus,FUN_018733-T1,Q9R190
hydrophis_ornatus,FUN_018748-T1,P63216
hydrophis_ornatus,FUN_018765-T1,Q5E953
hydrophis_ornatus,FUN_018777-T1,Q5BJU5
hydrophis_ornatus,FUN_018779-T1,Q6NYB7
hydrophis_ornatus,FUN_018785-T1,P17694
hydrophis_ornatus,FUN_018787-T1,Q5ZL54
hydrophis_ornatus,FUN_018789-T1,Q92963
hydrophis_ornatus,FUN_018790-T1,Q9BT88
hydrophis_ornatus,FUN_018819-T1,P86229
hydrophis_ornatus,FUN_018834-T1,P61025
hydrophis_ornatus,FUN_018845-T1,P09484
hydrophis_ornatus,FUN_018846-T1,Q7Z7E8
hydrophis_ornatus,FUN_018855-T1,Q80X50
hydrophis_ornatus,FUN_018860-T1,Q71TY3
hydrophis_ornatus,FUN_018861-T1,Q5KTJ6
hydrophis_ornatus,FUN_018877-T1,Q9CY57
hydrophis_ornatus,FUN_018878-T1,O95295
hydrophis_ornatus,FUN_018879-T1,Q6P8G1
hydrophis_ornatus,FUN_018882-T1,Q5RE70
hydrophis_ornatus,FUN_018887-T1,Q8WXI9
hydrophis_ornatus,FUN_018960-T1,Q5SZQ8
hydrophis_ornatus,FUN_018974-T1,Q5ZIF8
hydrophis_ornatus,FUN_018978-T1,A6H7F6
hydrophis_ornatus,FUN_018992-T1,Q5ZKB1
hydrophis_ornatus,FUN_019005-T1,P55036
hydrophis_ornatus,FUN_019012-T1,B3EX61
hydrophis_ornatus,FUN_019028-T1,P29373
hydrophis_ornatus,FUN_019041-T1,Q5U318
hydrophis_ornatus,FUN_019042-T1,P07221
hydrophis_ornatus,FUN_019043-T1,P24797
hydrophis_ornatus,FUN_019045-T1,Q92806
hydrophis_ornatus,FUN_019046-T1,P78508
hydrophis_ornatus,FUN_019054-T1,Q29397
hydrophis_ornatus,FUN_019055-T1,Q15427
hydrophis_ornatus,FUN_019060-T1,P97390
hydrophis_ornatus,FUN_019067-T1,Q5ZJ85
hydrophis_ornatus,FUN_019228-T1,Q5ZKA5
hydrophis_ornatus,FUN_019235-T1,P52789
hydrophis_ornatus,FUN_019247-T1,P62309
hydrophis_ornatus,FUN_019256-T1,Q53GS9
hydrophis_ornatus,FUN_019264-T2,Q5ZLT0
hydrophis_ornatus,FUN_019269-T1,P63269
hydrophis_ornatus,FUN_019275-T1,B9ENM6
hydrophis_ornatus,FUN_019276-T1,Q27958
hydrophis_ornatus,FUN_019279-T1,O70404
hydrophis_ornatus,FUN_019283-T1,Q8R1V4
hydrophis_ornatus,FUN_019296-T1,P47856
hydrophis_ornatus,FUN_019305-T1,O95674
hydrophis_ornatus,FUN_019306-T1,Q9DDF1
hydrophis_ornatus,FUN_019308-T1,Q9UGH3
hydrophis_ornatus,FUN_019321-T1,Q17QD9
hydrophis_ornatus,FUN_019334-T1,Q8BGP5
hydrophis_ornatus,FUN_019335-T1,O76071
hydrophis_ornatus,FUN_019346-T1,Q8K2C8
hydrophis_ornatus,FUN_019352-T1,P53677
hydrophis_ornatus,FUN_019384-T3,Q9UBL3
hydrophis_ornatus,FUN_019400-T2,Q80XG9
hydrophis_ornatus,FUN_019406-T1,Q90635
hydrophis_ornatus,FUN_019408-T1,Q3T013
hydrophis_ornatus,FUN_019409-T1,P63150
hydrophis_ornatus,FUN_019411-T1,O08792
hydrophis_ornatus,FUN_019413-T1,Q7L273
hydrophis_ornatus,FUN_019416-T1,Q9H7D0
hydrophis_ornatus,FUN_019417-T1,Q02916
hydrophis_ornatus,FUN_019420-T1,F8RKW1
hydrophis_ornatus,FUN_019422-T1,A8QL59
hydrophis_ornatus,FUN_019428-T1,Q9NYZ2
hydrophis_ornatus,FUN_019431-T1,Q9Y227
hydrophis_ornatus,FUN_019437-T1,Q9BYZ6
hydrophis_ornatus,FUN_019443-T1,P21804
hydrophis_ornatus,FUN_019445-T1,Q9BZ95
hydrophis_ornatus,FUN_019446-T1,P13497
hydrophis_ornatus,FUN_019453-T1,Q15043
hydrophis_ornatus,FUN_019454-T1,P48454
hydrophis_ornatus,FUN_019468-T1,Q9NQY0
hydrophis_ornatus,FUN_019473-T1,Q499W2
hydrophis_ornatus,FUN_019474-T1,Q91W53
hydrophis_ornatus,FUN_019475-T1,Q8C4U3
hydrophis_ornatus,FUN_019502-T1,Q8R5C5
hydrophis_ornatus,FUN_019506-T1,O35295
hydrophis_ornatus,FUN_019508-T2,Q5BJ65
hydrophis_ornatus,FUN_019514-T1,Q3THS6
hydrophis_ornatus,FUN_019515-T1,Q29380
hydrophis_ornatus,FUN_019517-T1,Q9H9V4
hydrophis_ornatus,FUN_019519-T1,Q1RML7
hydrophis_ornatus,FUN_019521-T1,P62815
hydrophis_ornatus,FUN_019526-T1,Q02218
hydrophis_ornatus,FUN_019530-T1,Q0ZQK6
hydrophis_ornatus,FUN_019531-T1,P15259
hydrophis_ornatus,FUN_019536-T1,Q32N70
hydrophis_ornatus,FUN_019537-T1,P35557
hydrophis_ornatus,FUN_019538-T1,F1SSF9
hydrophis_ornatus,FUN_019550-T1,Q8BG99
hydrophis_ornatus,FUN_019560-T1,Q5ZHX5
hydrophis_ornatus,FUN_019564-T1,P54866
hydrophis_ornatus,FUN_019581-T1,O14757
hydrophis_ornatus,FUN_019582-T2,F1PJP5
hydrophis_ornatus,FUN_019583-T1,O14681
hydrophis_ornatus,FUN_019585-T1,Q4R836
hydrophis_ornatus,FUN_019602-T1,P15062
hydrophis_ornatus,FUN_019603-T3,Q01543
hydrophis_ornatus,FUN_019604-T1,P48048
hydrophis_ornatus,FUN_019605-T1,P48544
hydrophis_ornatus,FUN_019628-T1,Q9UPX0
hydrophis_ornatus,FUN_019634-T1,Q8C0E2
hydrophis_ornatus,FUN_019636-T1,Q9D7B6
hydrophis_ornatus,FUN_019642-T1,Q64392
hydrophis_ornatus,FUN_019649-T1,Q71U34
hydrophis_ornatus,FUN_019660-T2,O08523
hydrophis_ornatus,FUN_019661-T1,Q5QJ74
hydrophis_ornatus,FUN_019670-T1,Q71SY6
hydrophis_ornatus,FUN_019736-T1,Q05516
hydrophis_ornatus,FUN_019741-T1,A2VE52
hydrophis_ornatus,FUN_019767-T1,P19966
hydrophis_ornatus,FUN_019770-T1,P56818
hydrophis_ornatus,FUN_019773-T1,Q9H3H5
hydrophis_ornatus,FUN_019774-T1,P27661
hydrophis_ornatus,FUN_019780-T1,Q5R9J9
hydrophis_ornatus,FUN_019781-T1,Q6Q311
hydrophis_ornatus,FUN_019787-T1,P26196
hydrophis_ornatus,FUN_019796-T1,Q5R9G3
hydrophis_ornatus,FUN_019806-T1,E1C8P7
hydrophis_ornatus,FUN_019812-T1,Q7YQL3
hydrophis_ornatus,FUN_019816-T1,O43602
hydrophis_ornatus,FUN_019865-T2,O73612
hydrophis_ornatus,FUN_019875-T1,O75027
hydrophis_ornatus,FUN_019886-T1,A5D9H7
hydrophis_ornatus,FUN_019899-T1,Q5ZJ06
hydrophis_ornatus,FUN_019902-T1,Q9ESL8
hydrophis_ornatus,FUN_019917-T1,P26041
hydrophis_ornatus,FUN_019929-T1,Q99677
hydrophis_ornatus,FUN_019948-T1,Q6PGB8
hydrophis_ornatus,FUN_019951-T1,Q96DA2
hydrophis_ornatus,FUN_019952-T1,P61759
hydrophis_ornatus,FUN_019959-T1,Q8WYN0
hydrophis_ornatus,FUN_019967-T1,Q9QUJ7
hydrophis_ornatus,FUN_019968-T1,Q4R5F4
hydrophis_ornatus,FUN_019971-T2,Q13474
hydrophis_ornatus,FUN_019974-T1,Q5R7L9
hydrophis_ornatus,FUN_019978-T1,Q5R9D2
hydrophis_ornatus,FUN_019980-T1,Q9Y237
hydrophis_ornatus,FUN_019983-T1,O95258
hydrophis_ornatus,FUN_019985-T1,Q14088
hydrophis_ornatus,FUN_019991-T1,P59268
hydrophis_ornatus,FUN_019999-T1,Q9QUS6
hydrophis_ornatus,FUN_020011-T1,B5X8M4
hydrophis_ornatus,FUN_020018-T1,Q5ZJH9
hydrophis_ornatus,FUN_020028-T1,Q91998
hydrophis_ornatus,FUN_020033-T1,Q5ZL74
hydrophis_ornatus,FUN_020038-T1,Q2TBN3
hydrophis_ornatus,FUN_020042-T1,A2ANX9
hydrophis_ornatus,FUN_020048-T1,Q6PFQ0
hydrophis_ornatus,FUN_020052-T1,Q812B1
hydrophis_ornatus,FUN_020056-T1,Q5RFN7
hydrophis_ornatus,FUN_020058-T1,P12902
hydrophis_ornatus,FUN_020064-T1,Q9CQD4
hydrophis_ornatus,FUN_020081-T1,Q80TF3
hydrophis_ornatus,FUN_020095-T1,O35638
hydrophis_ornatus,FUN_020098-T1,Q8NI27
hydrophis_ornatus,FUN_020099-T1,Q9Z2W9
hydrophis_ornatus,FUN_020105-T1,Q13619
hydrophis_ornatus,FUN_020115-T1,Q98TF5
hydrophis_ornatus,FUN_020117-T1,Q3SZN0
hydrophis_ornatus,FUN_020120-T1,Q9H5V9
hydrophis_ornatus,FUN_020121-T1,Q09073
hydrophis_ornatus,FUN_020130-T1,Q28J76
hydrophis_ornatus,FUN_020134-T1,Q9JM52
hydrophis_ornatus,FUN_020142-T1,Q78T54
hydrophis_ornatus,FUN_020144-T1,Q32L31
hydrophis_ornatus,FUN_020148-T1,Q13496
hydrophis_ornatus,FUN_020152-T1,Q8NFB2
hydrophis_ornatus,FUN_020158-T1,Q5R9B4
hydrophis_ornatus,FUN_020161-T1,Q9H156
hydrophis_ornatus,FUN_020162-T1,Q810B8
hydrophis_ornatus,FUN_020181-T1,Q5ZLR6
hydrophis_ornatus,FUN_020191-T1,Q92581
hydrophis_ornatus,FUN_020192-T1,Q8N4V1
hydrophis_ornatus,FUN_020194-T1,Q8VEL0
hydrophis_ornatus,FUN_020198-T1,Q9W719
hydrophis_ornatus,FUN_020199-T1,Q9D4J7
hydrophis_ornatus,FUN_020209-T1,Q8BU31
hydrophis_ornatus,FUN_020211-T1,Q9P289
hydrophis_ornatus,FUN_020222-T1,P13797
hydrophis_ornatus,FUN_020231-T1,Q9UMY4
hydrophis_ornatus,FUN_020236-T2,Q62936
hydrophis_ornatus,FUN_020241-T1,Q5RCU2
hydrophis_ornatus,FUN_020242-T1,Q8BYM5
hydrophis_ornatus,FUN_020245-T1,Q5RFL9
hydrophis_ornatus,FUN_020250-T1,Q60544
hydrophis_ornatus,FUN_020251-T1,P81436
hydrophis_ornatus,FUN_020259-T1,Q63486
hydrophis_ornatus,FUN_020263-T1,Q9TTU3
hydrophis_ornatus,FUN_020271-T1,B1WC68
hydrophis_ornatus,FUN_020272-T2,P47836
hydrophis_ornatus,FUN_020276-T1,Q61603
hydrophis_ornatus,FUN_020281-T1,P60892
hydrophis_ornatus,FUN_020291-T1,P26049
hydrophis_ornatus,FUN_020292-T1,P24045
hydrophis_ornatus,FUN_020442-T1,B2BS84
hydrophis_ornatus,FUN_020454-T1,P31751
hydrophis_ornatus,FUN_020460-T2,Q9QX66
hydrophis_ornatus,FUN_020467-T1,Q2KIR1
hydrophis_ornatus,FUN_020470-T1,Q68EK7
hydrophis_ornatus,FUN_020487-T1,Q8CIP4
hydrophis_ornatus,FUN_020488-T1,Q5XLD3
hydrophis_ornatus,FUN_020490-T1,Q60452
hydrophis_ornatus,FUN_020502-T1,P46093
hydrophis_ornatus,FUN_020503-T1,O95834
hydrophis_ornatus,FUN_020517-T1,Q8N7H5
hydrophis_ornatus,FUN_020524-T1,Q5ZI08
hydrophis_ornatus,FUN_020529-T1,P31584
hydrophis_ornatus,FUN_020534-T1,P04574
hydrophis_ornatus,FUN_020538-T1,Q5U243
hydrophis_ornatus,FUN_020542-T1,P60899
hydrophis_ornatus,FUN_020550-T1,P83509
hydrophis_ornatus,FUN_020551-T2,P62744
hydrophis_ornatus,FUN_020559-T1,Q9BZL6
hydrophis_ornatus,FUN_020561-T1,Q9UK08
hydrophis_ornatus,FUN_020563-T1,P0DP35
hydrophis_ornatus,FUN_020566-T1,P53041
hydrophis_ornatus,FUN_020569-T1,P62317
hydrophis_ornatus,FUN_020572-T1,Q6DHF9
hydrophis_ornatus,FUN_020579-T1,Q80X82
hydrophis_ornatus,FUN_020624-T1,O43707
hydrophis_ornatus,FUN_020625-T1,Q9DBZ5
hydrophis_ornatus,FUN_020634-T1,Q9CX56
hydrophis_ornatus,FUN_020642-T1,P54921
hydrophis_ornatus,FUN_020645-T1,Q4V8H8
hydrophis_ornatus,FUN_020649-T1,Q6P823
hydrophis_ornatus,FUN_020650-T1,Q28EM7
hydrophis_ornatus,FUN_020655-T1,A5A6H9
hydrophis_ornatus,FUN_020668-T1,O96005
hydrophis_ornatus,FUN_020688-T1,Q6P825
hydrophis_ornatus,FUN_020708-T1,Q8NBT3
hydrophis_ornatus,FUN_020720-T1,P18265
hydrophis_ornatus,FUN_020750-T1,P63018
hydrophis_ornatus,FUN_020758-T1,Q78CF9
hydrophis_ornatus,FUN_020759-T2,Q9PTC3
hydrophis_ornatus,FUN_020822-T1,P54612
hydrophis_ornatus,FUN_020828-T1,Q5RFK0
hydrophis_ornatus,FUN_020870-T1,Q92126
hydrophis_ornatus,FUN_020871-T1,Q6DFI2
hydrophis_ornatus,FUN_020873-T1,Q5MJ86
hydrophis_ornatus,FUN_020884-T1,Q5MCS0
hydrophis_ornatus,FUN_020885-T1,Q4R7L3
hydrophis_ornatus,FUN_020929-T1,Q6QI68
hydrophis_ornatus,FUN_020943-T1,O75844
hydrophis_ornatus,FUN_020944-T1,O60341
hydrophis_ornatus,FUN_020949-T2,O43390
hydrophis_ornatus,FUN_020951-T1,Q642C0
hydrophis_ornatus,FUN_020961-T1,P17812
hydrophis_ornatus,FUN_020980-T1,Q96DI7
hydrophis_ornatus,FUN_020981-T1,Q4KMZ8
hydrophis_ornatus,FUN_020982-T2,Q2VB19
hydrophis_ornatus,FUN_020992-T1,Q6YI48
hydrophis_ornatus,FUN_020999-T1,Q9NX07
hydrophis_ornatus,FUN_021006-T1,Q2HJ87
hydrophis_ornatus,FUN_021007-T1,Q0VCZ3
hydrophis_ornatus,FUN_021025-T1,Q0VCD4
hydrophis_ornatus,FUN_021027-T1,Q5ZJ65
hydrophis_ornatus,FUN_021031-T1,Q02977
hydrophis_ornatus,FUN_021041-T1,Q8N5D0
hydrophis_ornatus,FUN_021042-T1,Q28036
hydrophis_ornatus,FUN_021049-T1,Q5ZIN1
