Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Proportion 0,Background 0,Foreground 0,Proportion 1,Background 1,Foreground 1,Proportion 2a,Background 2a,Foreground 2a,Proportion 2b,Background 2b,Foreground 2b
OG0013606,PLEK2,bsA,1.59664,-2729.769359,29,3.48516,0.82667,0.04021,0.04021,0.16173,1,1,0.00971,0.04021,999,0.0019,1,999
OG0012461,COL14A1,bsA,0.7743,-13598.780681,29,3.37781,0.88096,0.06285,0.06285,0.11511,1,1,0.00348,0.06285,377.36708,4.5e-4,1,377.36708
OG0009957,METTL23,bsA,0.78984,-1825.093083,29,3.49326,0.65595,0.05472,0.05472,0.34405,1,1,0,0.05472,1,0,1,1
OG0007574,CACNA1F,bsA,2.66407,-17596.007598,29,2.49735,0.66838,0,0,0.20926,1,1,0.09318,0,100.51268,0.02917,1,100.51268
OG0008556,CD151,bsA,0.55811,-1673.935198,29,4.17278,0.83295,0.01774,0.01774,0.1389,1,1,0.02413,0.01774,32.27542,0.00402,1,32.27542
OG0011740,ORAI3,bsA,0.79776,-1861.431455,29,5.20274,0.90126,0.01469,0.01469,0.04271,1,1,0.0535,0.01469,1,0.00254,1,1
OG0007818,FAM169B,bsA,2.19162,-4145.934843,29,2.82258,0.58652,0.15181,0.15181,0.37969,1,1,0.02051,0.15181,141.79596,0.01328,1,141.79596
OG0010975,ADAM11,bsA,0.50272,-5155.613155,29,3.70488,0.85097,0.03753,0.03753,0.14317,1,1,0.00502,0.03753,64.39309,8.5e-4,1,64.39309
OG0008008,SNX3,bsA,0.31629,-929.691892,29,3.14,0.91465,0.01611,0.01611,0.08535,1,1,0,0.01611,1,0,1,1
OG0005998,PLEKHG3,bsA,0.91441,-10965.077294,29,3.13321,0.79063,0.13638,0.13638,0.19185,1,1,0.0141,0.13638,46.38156,0.00342,1,46.38156
OG0005735,AFAP1L1,bsA,0.5255,-5220.197811,29,2.87443,0.89029,0.05641,0.05641,0.09724,1,1,0.01124,0.05641,35.56158,0.00123,1,35.56158
OG0011587,,bsA,0.6149,-2458.590966,29,4.67335,0.92245,0.06105,0.06105,0.07316,1,1,0.00406,0.06105,21.10938,3.2e-4,1,21.10938
OG0007345,FRYL,bsA,0.55718,-20620.43945,29,2.87756,0.91973,0.02731,0.02731,0.0753,1,1,0.0046,0.02731,25.89643,3.8e-4,1,25.89643
OG0008214,BGN,bsA,0.50156,-2374.217511,29,3.60567,0.95,0.04762,0.04762,0.05,1,1,0,0.04762,1,0,1,1
OG0007956,,bsA,0.80697,-2678.915235,29,2.81021,0.72971,0.08329,0.08329,0.08074,1,1,0.17067,0.08329,1,0.01888,1,1
OG0006708,FOXI2,bsA,1.27499,-3589.970972,29,1.98431,0.73339,0.08882,0.08882,0.18425,1,1,0.06583,0.08882,13.64825,0.01654,1,13.64825
OG0011390,MBD5,bsA,0.31017,-9924.039695,29,4.16061,0.82749,0.03734,0.03734,0.09809,1,1,0.06654,0.03734,1,0.00789,1,1
OG0007625,ESD,bsA,0.47218,-1813.1109959999999,29,3.49183,0.95144,0.08789,0.08789,0.04856,1,1,0,0.08789,1,0,1,1
OG0011226,ARL14,bsA,0.74711,-1412.045971,29,3.25961,0.6756,0.00802,0.00802,0.29937,1,1,0.01734,0.00802,15.45344,0.00768,1,15.45344
OG0010869,GLG1,bsA,0.81904,-8106.022642,29,2.52093,0.89778,0.0213,0.0213,0.06596,1,1,0.03378,0.0213,41.04813,0.00248,1,41.04813
OG0008464,EFCAB1,bsA,3.50076,-1815.468443,29,1.91111,0.69001,0,0,0.25465,1,1,0.04042,0,437.73183,0.01492,1,437.73183
OG0013719,PSMC3,bsA,0.30648,-2283.073651,29,3.20782,1,0.00311,0.00311,0,1,1,0,0.00311,1,0,1,1
OG0005167,LMO2,bsA,0.77497,-1133.518963,29,1.05484,0.87297,0,0,0.12703,1,1,0,0,1,0,1,1
OG0009945,FOXJ1,bsA,0.29462,-2472.483164,29,5.53967,0.9147,0.0413,0.0413,0.03804,1,1,0.04538,0.0413,1,0.00189,1,1
OG0014079,RARRES2,bsA,3.67948,-2096.464777,29,2.07634,0.79499,0.17722,0.17722,0.20501,1,1,0,0.17722,1,0,1,1
OG0006669,PRLHR,bsA,0.63586,-2668.525934,29,3.24326,0.93361,0.08555,0.08555,0.05151,1,1,0.01411,0.08555,1,7.8e-4,1,1
OG0007171,DOT1L,bsA,0.49795,-11370.567763,29,4.49663,0.91996,0.05824,0.05824,0.07823,1,1,0.00167,0.05824,81.27486,1.4e-4,1,81.27486
OG0014118,SLC32A1,bsA,0.36242,-3090.618183,29,2.37543,0.91628,0.00416,0.00416,0.08372,1,1,0,0.00416,1,0,1,1
OG0008784,SLITRK1,bsA,0.39967,-4136.276157,29,2.69156,0.97831,0.01317,0.01317,0.0105,1,1,0.01108,0.01317,1,1.2e-4,1,1
OG0005251,RNASEL,bsA,1.42064,-6991.255622,29,2.50436,0.50658,0.07363,0.07363,0.47199,1,1,0.01109,0.07363,20.11346,0.01034,1,20.11346
OG0011942,GTF2H1,bsA,0.30612,-3089.952538,29,2.90133,0.94319,0.05301,0.05301,0.05348,1,1,0.00315,0.05301,27.01458,1.8e-4,1,27.01458
OG0008167,NKX2-8,bsA,0.87235,-1822.63316,29,2.3399200000000002,0.94068,0.08891,0.08891,0.05932,1,1,0,0.08891,1,0,1,1
OG0008996,PHGDH,bsA,0.70132,-3989.090578,29,4.21753,0.71934,0.03322,0.03322,0.27095,1,1,0.00705,0.03322,32.70391,0.00266,1,32.70391
OG0005844,MTMR14,bsA,0.66959,-4400.498039,29,2.31472,0.83496,0.02599,0.02599,0.16243,1,1,0.00219,0.02599,36.86225,4.3e-4,1,36.86225
OG0007025,,bsA,1.51887,-2982.166452,29,3.63261,0.69599,0.17385,0.17385,0.08253,1,1,0.198,0.17385,1.18682,0.02348,1,1.18682
OG0010634,PMP22,bsA,0.43807,-983.627201,29,3.20424,0.79067,0,0,0.20933,1,1,0,0,1,0,1,1
OG0013346,SPRED1,bsA,1.15127,-3732.478761,29,1.61552,0.66324,0,0,0.27005,1,1,0.0474,0,1,0.0193,1,1
OG0013236,KCNIP2,bsA,0.75818,-1770.347904,29,1.72899,0.61834,0,0,0.20111,1,1,0.13623,0,1,0.04431,1,1
OG0007481,KRT18,bsA,0.84641,-3545.310341,29,2.30679,0.633,0,0,0.34305,1,1,0.01553,0,1,0.00842,1,1
OG0012197,TRIM41,bsA,1.03827,-6015.058753,29,2.03931,0.73146,0.04272,0.04272,0.26854,1,1,0,0.04272,1,0,1,1
OG0011906,MRPS27,bsA,0.6743,-2958.170608,29,4.06578,0.68078,0.08857,0.08857,0.26607,1,1,0.03822,0.08857,1,0.01494,1,1
OG0010327,PTPRQ,bsA,0.66292,-20712.766974,29,3.67965,0.76768,0.05729,0.05729,0.2237,1,1,0.00667,0.05729,30.41786,0.00194,1,30.41786
OG0011025,FAM171A1,bsA,0.49161,-5725.352142,29,3.15189,0.90379,0.0625,0.0625,0.09621,1,1,0,0.0625,1,0,1,1
OG0011668,ANKRD11,bsA,5.85053,-29450.717688,29,2.4314,0.41801,0.05733,0.05733,0.04098,1,1,0.49271,0.05733,3.98981,0.0483,1,3.98981
OG0012218,SWSAP1,bsA,1.26142,-2425.397059,29,3.15426,0.45247,0,0,0.51226,1,1,0.01654,0,71.31348,0.01872,1,71.31348
OG0011052,TMEM30A,bsA,0.50947,-2483.982524,29,2.39376,0.71806,0,0,0.25488,1,1,0.01997,0,10.0127,0.00709,1,10.0127
OG0010304,ALG5,bsA,0.60368,-2189.59994,29,3.29226,0.62946,0.05119,0.05119,0.20149,1,1,0.12806,0.05119,1,0.04099,1,1
OG0010836,HYDIN,bsA,0.85276,-35320.27124,29,3.57572,0.85253,0.08245,0.08245,0.14265,1,1,0.00413,0.08245,159.84806,6.9e-4,1,159.84806
OG0005278,CFAP300,bsA,0.61614,-1828.182041,29,3.53649,0.8576,0.0743,0.0743,0.12776,1,1,0.01274,0.0743,45.42986,0.0019,1,45.42986
OG0013209,CUNH8ORF74 C4H8ORF74,bsA,1.14488,-2741.286109,29,2.66842,0.3988,0,0,0.59522,1,1,0.0024,0,323.81756,0.00358,1,323.81756
OG0009888,DHDDS,bsA,0.79965,-2418.435456,29,3.00455,0.83577,0.05335,0.05335,0.14958,1,1,0.01242,0.05335,104.45359,0.00222,1,104.45359
OG0009376,COG3,bsA,1.10313,-6977.748842,29,2.89069,0.90479,0.04742,0.04742,0.07069,1,1,0.02274,0.04742,18.11745,0.00178,1,18.11745
OG0008983,ZMAT2,bsA,0.48203,-1242.133753,29,0.79923,0.92656,0,0,0.06525,1,1,0.00765,0,5.55715,5.4e-4,1,5.55715
OG0007581,GNRH2,bsA,4.61618,-1654.642468,29,2.17413,0.55686,0.19592,0.19592,0.30159,1,1,0.09182,0.19592,48.33375,0.04973,1,48.33375
OG0011479,MSANTD2,bsA,0.48663,-3427.473722,29,3.11259,0.96727,0.02383,0.02383,0.03273,1,1,0,0.02383,1,0,1,1
OG0007513,COLQ,bsA,1.12142,-3721.649877,29,2.56673,0.73835,0.0443,0.0443,0.19889,1,1,0.04945,0.0443,70.06083,0.01332,1,70.06083
OG0005554,ACY3,bsA,0.75177,-2434.84114,29,3.87126,0.6661,0.0177,0.0177,0.3249,1,1,0.00605,0.0177,17.56861,0.00295,1,17.56861
OG0010251,,bsA,1.455,-4144.460262,29,5.06244,0.81595,0.0636,0.0636,0.17315,1,1,0.00899,0.0636,1,0.00191,1,1
OG0013313,HSBP1L1,bsA,2.6692,-956.899533,29,1.36319,0.62904,0.03447,0.03447,0.37096,1,1,0,0.03447,1,0,1,1
OG0012491,CBLN4,bsA,0.65773,-1321.863864,29,2.54475,0.90256,0,0,0.07699,1,1,0.01885,0,81.82207,0.00161,1,81.82207
OG0005631,RRAS,bsA,0.48869,-1305.826294,29,2.26092,0.91752,0.04943,0.04943,0.08248,1,1,0,0.04943,1,0,1,1
OG0008613,FKBP7,bsA,0.73997,-1680.592055,29,2.42605,0.79094,0.06523,0.06523,0.20906,1,1,0,0.06523,9.13816,0,1,9.13816
OG0007208,,bsA,1.16388,-3657.460911,29,4.91321,0.95531,0.02997,0.02997,0.03681,1,1,0.00759,0.02997,5.23379,2.9e-4,1,5.23379
OG0009626,TBXT,bsA,0.48465,-2765.702736,29,4.17721,0.96313,0.01956,0.01956,0.03382,1,1,0.00295,0.01956,5.40194,1e-4,1,5.40194
OG0011590,SARNP,bsA,1.8336,-1632.012502,29,2.04856,0.73324,0,0,0.18587,1,1,0.06454,0,137.73808,0.01636,1,137.73808
OG0011657,ZFPM1,bsA,1.91272,-11899.183409,29,2.64837,0.75943,0.05249,0.05249,0.22594,1,1,0.01127,0.05249,17.02649,0.00335,1,17.02649
OG0008642,GIPC1,bsA,0.43387,-2041.618818,29,4.74146,0.89918,0.01993,0.01993,0.06346,1,1,0.03489,0.01993,1.30796,0.00246,1,1.30796
OG0010717,MKRN2,bsA,0.59326,-2962.546064,29,2.69567,0.90744,0.06642,0.06642,0.09255,1,1,0,0.06642,1,0,1,1
OG0010152,GPCPD1,bsA,0.89638,-4983.019943,29,3.32082,0.78823,0.0377,0.0377,0.17172,1,1,0.03289,0.0377,64.47625,0.00716,1,64.47625
OG0011217,SLC25A19,bsA,0.61102,-2283.459969,29,3.24562,0.87362,0.05917,0.05917,0.12638,1,1,0,0.05917,1,0,1,1
OG0012400,TCTN1,bsA,1.54602,-6046.584446,29,2.50442,0.65045,0.09952,0.09952,0.33576,1,1,0.00909,0.09952,7.51505,0.00469,1,7.51505
OG0008411,DLEC1,bsA,1.4166,-16665.117881,29,2.97289,0.70521,0.10826,0.10826,0.26399,1,1,0.02241,0.10826,26.18137,0.00839,1,26.18137
OG0013352,TCP11L2,bsA,0.48915,-3398.420406,29,3.28741,0.64817,0.15708,0.15708,0.06065,1,1,0.26627,0.15708,1.19273,0.02491,1,1.19273
OG0009503,GNAT1,bsA,0.56406,-2318.284252,29,3.07436,0.87829,0.0128,0.0128,0.12171,1,1,0,0.0128,1,0,1,1
OG0008347,TBC1D2,bsA,0.75136,-7121.057222,29,3.62971,0.73329,0.1299,0.1299,0.20002,1,1,0.05239,0.1299,3.2139,0.01429,1,3.2139
OG0007927,NCKAP1,bsA,0.24256,-5792.532156,29,7.36354,1,0.00983,0.00983,0,1,1,0,0.00983,1,0,1,1
OG0010935,RUNDC1,bsA,0.57529,-3789.616121,29,4.35622,0.78195,0.07134,0.07134,0.09545,1,1,0.10926,0.07134,1.01471,0.01334,1,1.01471
OG0006559,ARSJ,bsA,0.61865,-3835.428301,29,2.92253,0.88072,0.03889,0.03889,0.1109,1,1,0.00745,0.03889,17.59266,9.4e-4,1,17.59266
OG0013151,CBX2,bsA,0.57018,-3667.38541,29,3.68227,0.83564,0.06956,0.06956,0.16436,1,1,0,0.06956,1,0,1,1
OG0011327,EXO5,bsA,1.85374,-3674.068647,29,3.10288,0.63113,0.15538,0.15538,0.34954,1,1,0.01244,0.15538,35.22678,0.00689,1,35.22678
OG0013511,SLC35A3,bsA,0.94296,-2459.186453,29,3.76808,0.8579,0.00914,0.00914,0.10475,1,1,0.03328,0.00914,200.98635,0.00406,1,200.98635
OG0005582,CNTF,bsA,0.86677,-1675.511061,29,2.658,0.52251,0.07572,0.07572,0.47649,1,1,5.3e-4,0.07572,1.98293,4.8e-4,1,1.98293
OG0007981,ELK3,bsA,2.02003,-2690.945478,29,4.61453,0.8199,0.0144,0.0144,0.10781,1,1,0.06388,0.0144,576.34531,0.0084,1,576.34531
OG0011888,GJA8,bsA,0.5523,-2803.077588,29,3.32671,0.85514,0.08685,0.08685,0.14137,1,1,0.003,0.08685,24.24276,5e-4,1,24.24276
OG0006691,PSTK,bsA,0.78291,-2830.240511,29,3.37925,0.71687,0.12896,0.12896,0.26194,1,1,0.01552,0.12896,23.65115,0.00567,1,23.65115
OG0010889,MBTPS1,bsA,0.81007,-7547.793161,29,2.85034,0.95719,0.02185,0.02185,0.04281,1,1,0,0.02185,1,0,1,1
OG0012426,UBE3B,bsA,0.77972,-7703.316258,29,3.689,0.94218,0.0222,0.0222,0.03153,1,1,0.02545,0.0222,1.34344,8.5e-4,1,1.34344
OG0009552,RPL5,bsA,0.40536,-1551.44564,29,2.97711,0.88628,0,0,0.04068,1,1,0.06984,0,3.18564,0.00321,1,3.18564
OG0008978,TMCO6,bsA,0.7148,-3978.136263,29,3.8649,0.66337,0.12325,0.12325,0.31334,1,1,0.01582,0.12325,47.09222,0.00747,1,47.09222
OG0010959,FMNL1,bsA,0.65003,-8390.913192,29,4.25131,0.69984,0,0,0.30016,1,1,0,0,1,0,1,1
OG0010490,SNN,bsA,0.77682,-565.140459,29,5.75329,0.97721,0.01953,0.01953,0.02279,1,1,0,0.01953,1,0,1,1
OG0011467,POLD2,bsA,0.71616,-3464.589534,29,2.92149,0.8927,0.04032,0.04032,0.1073,1,1,0,0.04032,1,0,1,1
OG0009078,HADHA,bsA,0.56751,-5295.332981,29,3.16169,0.69574,0,0,0.30426,1,1,0,0,1,0,1,1
OG0013657,HAGHL,bsA,1.51472,-2718.469823,29,2.53683,0.74968,0.06618,0.06618,0.23924,1,1,0.00839,0.06618,12.65068,0.00268,1,12.65068
OG0008458,,bsA,0.97901,-4103.093521,29,2.70339,0.82234,0.06396,0.06396,0.12842,1,1,0.04259,0.06396,18.48966,0.00665,1,18.48966
OG0010734,RIDA,bsA,1.01033,-1091.562419,29,3.82715,0.56361000000000006,0,0,0.32235,1,1,0.07255,0,1,0.04149,1,1
OG0007296,CUNH21ORF58 C3H21ORF58,bsA,1.71358,-2358.621563,29,3.91364,0.73796,0.14459,0.14459,0.23651,1,1,0.01933,0.14459,549.01754,0.0062,1,549.01754
OG0007950,RPP14,bsA,15.42802,-1389.331449,29,3.35744,0.749,0.20138,0.20138,0,1,1,0.251,0.20138,999,0,1,999
OG0013296,GNA13,bsA,0.32463,-2069.839863,29,3.61137,0.86336,0,0,0.11151,1,1,0.02226,0,2.30161,0.00287,1,2.30161
OG0013747,RALB,bsA,0.29488,-1250.23743,29,1.98674,0.93941,0.01085,0.01085,0,1,1,0.06059,0.01085,1,0,1,1
OG0007538,MPP6,bsA,0.42101,-3206.639626,29,2.7407,0.90336,0,0,0.09217,1,1,0.00405,0,154.11925,4.1e-4,1,154.11925
OG0008825,MLC1,bsA,0.46392,-2367.757583,29,3.80456,0.99728000000000006,0.14508,0.14508,0,1,1,0.00272,0.14508,150.63477,0,1,150.63477
OG0006550,CUNH17ORF98 CZH17ORF98,bsA,0.55591,-1133.050142,29,4.23636,0.89227,0.03045,0.03045,0.10773,1,1,0,0.03045,1,0,1,1
OG0010324,PAWR,bsA,1.73303,-2589.660384,29,1.99386,0.6669,0.02539,0.02539,0.31788,1,1,0.01031,0.02539,25.4123,0.00492,1,25.4123
OG0013730,AMBRA1,bsA,0.27834,-7205.907484,29,3.08103,0.97042,0.02205,0.02205,0.02958,1,1,0,0.02205,1,0,1,1
OG0010886,HERPUD1,bsA,2.15925,-4372.489233,29,2.70446,0.77737,0.11828,0.11828,0.14478,1,1,0.06563,0.11828,42.99452,0.01222,1,42.99452
OG0005356,LRRC4,bsA,0.63014,-4265.03414,29,6.08271,0.96646,0.03003,0.03003,0.01345,1,1,0.01982,0.03003,9.39345,2.8e-4,1,9.39345
OG0012326,OTUD4,bsA,0.73652,-8526.512716,29,3.80642,0.51875,0.11677,0.11677,0.37527,1,1,0.06149,0.11677,1,0.04448,1,1
OG0011729,,bsA,1.31492,-4810.704814,29,3.95978,0.58589,0.03215,0.03215,0.40276,1,1,0.00673,0.03215,20.56001,0.00462,1,20.56001
OG0012213,KANK2,bsA,0.95597,-7767.679609,29,2.97778,0.7692,0.09544,0.09544,0.21747,1,1,0.0104,0.09544,24.1067,0.00294,1,24.1067
OG0010340,FABP2,bsA,1.42163,-1252.549472,29,1.50431,0.38595,0.04292,0.04292,0.20915,1,1,0.2626,0.04292,1,0.1423,1,1
OG0005642,RETREG1,bsA,0.75613,-3512.324221,29,4.07027,0.78886,0.14859,0.14859,0.17584,1,1,0.02887,0.14859,8.59847,0.00643,1,8.59847
OG0010691,SMIM4,bsA,1.01872,-550.320549,29,6.43302,0.60022,0.25329,0.25329,0.14575,1,1,0.2044,0.25329,1,0.04963,1,1
OG0005237,FOSL2,bsA,0.37206,-1928.158717,29,4.69468,0.98393,0.06009,0.06009,0.01607,1,1,0,0.06009,1,0,1,1
OG0013877,LRRC49,bsA,1.37502,-7028.295926,29,2.49865,0.8487,0.07765,0.07765,0.11635,1,1,0.03074,0.07765,14.04354,0.00421,1,14.04354
OG0005798,KCNF1,bsA,0.81202,-3720.614415,29,3.12077,0.90261,0.05129,0.05129,0.08197,1,1,0.01413,0.05129,19.95116,0.00128,1,19.95116
OG0009766,SCAF11,bsA,0.84199,-11397.864366,29,4.16535,0.71143,0.15221,0.15221,0.27673,1,1,0.00852,0.15221,43.42487,0.00332,1,43.42487
OG0012718,DHRS7B,bsA,2.31325,-3826.895743,29,2.74508,0.69052,0.08196,0.08196,0.18328,1,1,0.09974,0.08196,10.57261,0.02647,1,10.57261
OG0009135,MTMR4,bsA,0.44984,-7249.0439479999995,29,4.02902,0.83801,0.02367,0.02367,0.15981,1,1,0.00183,0.02367,163.51121,3.5e-4,1,163.51121
OG0010726,GDF6,bsA,1.17486,-3689.667772,29,1.80833,0.8081,0.0372,0.0372,0.18906,1,1,0.0023,0.0372,58.4967,5.4e-4,1,58.4967
OG0007673,DNA2,bsA,0.67722,-7683.239934,29,3.48651,0.80654,0.08813,0.08813,0.19142,1,1,0.00164,0.08813,124.24042,3.9e-4,1,124.24042
OG0011512,FBXO28,bsA,0.27335,-1934.87117,29,5.59025,0.9642,0.04762,0.04762,0.0358,1,1,0,0.04762,1,0,1,1
OG0008384,ASXL3,bsA,0.78416,-14445.089515,29,3.87374,0.79724,0.10446,0.10446,0.19201,1,1,0.00866,0.10446,624.15604,0.00209,1,624.15604
OG0009923,RAB42,bsA,0.83587,-1711.666398,29,3.19598,0.94819,0.04993,0.04993,0.05181,1,1,0,0.04993,1,0,1,1
OG0006086,DYDC1,bsA,1.53911,-1531.058504,29,1.37676,0.77994,0.01302,0.01302,0.22006,1,1,0,0.01302,1,0,1,1
OG0013842,PIGB,bsA,1.20073,-4390.675676,29,4.03988,0.59385,0.01256,0.01256,0.35556,1,1,0.03164,0.01256,71.87823,0.01894,1,71.87823
OG0006896,PIM2,bsA,5.79075,-2811.720554,29,2.6029,0.74085,0.08642,0.08642,0.18241,1,1,0.06157,0.08642,999,0.01516,1,999
OG0009989,KIAA1549,bsA,0.63488,-13696.948308000001,29,3.93377,0.65459,0.07893,0.07893,0.33475,1,1,0.00706,0.07893,29.91711,0.00361,1,29.91711
OG0012708,MOSMO,bsA,2.1251,-1728.098117,29,1.02473,0.73757,0,0,0.26243,1,1,0,0,1,0,1,1
OG0011838,ATP8A1,bsA,0.73414,-8519.042636,29,2.65753,0.93443,0.02848,0.02848,0.06557,1,1,0,0.02848,1,0,1,1
OG0005618,PARP9,bsA,0.7321,-6084.797648,29,4.21266,0.73741,0.0655,0.0655,0.24141,1,1,0.01596,0.0655,36.51173,0.00522,1,36.51173
OG0014069,TM7SF3,bsA,1.34707,-5258.330394,29,2.79372,0.86335,0.10247,0.10247,0.13665,1,1,0,0.10247,1,0,1,1
OG0010273,GADL1,bsA,0.75107,-3857.352508,29,1.88183,0.71114,0,0,0.21625,1,1,0.05568,0,1,0.01693,1,1
OG0007464,NKX6-3,bsA,1.487,-2306.612001,29,2.62437,0.71228,0.02404,0.02404,0.25914,1,1,0.02095,0.02404,28.53459,0.00762,1,28.53459
OG0008975,SRA1,bsA,1.96278,-1675.615454,29,2.64633,0.53078,0.09101,0.09101,0.37851,1,1,0.05295,0.09101,243.19046,0.03776,1,243.19046
OG0013978,THBS1,bsA,0.71659,-8332.390931,29,2.83686,0.80672,0.03293,0.03293,0.18615,1,1,0.00579,0.03293,22.35754,0.00134,1,22.35754
OG0012781,GSTCD,bsA,0.69597,-4587.80382,29,4.05498,0.72322,0.12139,0.12139,0.27236,1,1,0.00321,0.12139,65.05081,0.00121,1,65.05081
OG0013587,CUNH6ORF58 C4H6ORF58,bsA,1.24047,-3484.799003,29,2.7648,0.52029,0.10042,0.10042,0.47971,1,1,0,0.10042,1,0,1,1
OG0010178,LURAP1L,bsA,1.61912,-1735.075432,29,2.08722,0.66467,0,0,0.33533,1,1,0,0,1,0,1,1
OG0008777,FHDC1,bsA,0.66128,-8122.435044,29,4.09582,0.77433,0.0783,0.0783,0.2188,1,1,0.00536,0.0783,14.43724,0.00151,1,14.43724
OG0011570,PNLDC1,bsA,0.95983,-4234.850556,29,2.6443,0.66648,0.06574,0.06574,0.31532,1,1,0.01236,0.06574,100.21446,0.00585,1,100.21446
OG0007013,CINP,bsA,0.65534,-1512.245377,29,3.423,0.7586,0.11097,0.11097,0.2414,1,1,0,0.11097,1,0,1,1
OG0008984,,bsA,2.77528,-8381.676119,29,2.53649,0.77152,0.01788,0.01788,0.12276,1,1,0.0912,0.01788,135.10846,0.01451,1,135.10846
OG0008944,,bsA,0.68747,-3023.562771,29,3.43086,0.8378,0.1475,0.1475,0.1622,1,1,0,0.1475,1,0,1,1
OG0005416,XIAP,bsA,1.9128,-5472.687222,29,3.09229,0.74719,0.10935,0.10935,0.22191,1,1,0.02382,0.10935,15.06687,0.00708,1,15.06687
OG0007931,PPP1R1C,bsA,9.6388,-777.527299,29,2.88888,0.8994,0.1455,0.1455,0,1,1,0.1006,0.1455,999,0,1,999
OG0012251,EEPD1,bsA,1.15943,-4707.589375,29,2.3553,0.66173,0.05376,0.05376,0.32229,1,1,0.01075,0.05376,35.11736,0.00524,1,35.11736
OG0005908,SMG7,bsA,0.34292,-7038.158401,29,3.62783,0.89651,0.02972,0.02972,0.09744,1,1,0.00546,0.02972,14.35703,5.9e-4,1,14.35703
OG0012999,MMP23B,bsA,1.37564,-3722.998445,29,2.9811,0.85878,0.05392,0.05392,0.14122,1,1,0,0.05392,1,0,1,1
OG0012896,SLC6A11,bsA,0.5326,-3974.533367,29,3.67094,0.86886,0.04397,0.04397,0.1155,1,1,0.0138,0.04397,121.9768,0.00183,1,121.9768
OG0013294,SLC16A6,bsA,0.95473,-4465.329543,29,2.69351,0.72003,0.0278,0.0278,0.27997,1,1,0,0.0278,1,0,1,1
OG0014085,DEDD,bsA,2.89048,-3594.182107,29,2.72359,0.86879,0.03527,0.03527,0.09904,1,1,0.02887,0.03527,204.77971,0.00329,1,204.77971
OG0008356,PURG,bsA,0.19929,-1705.173936,29,3.75895,1,0.02409,0.02409,0,1,1,0,0.02409,1,0,1,1
OG0007350,LYL1,bsA,0.68789,-2121.074247,29,3.49373,0.64239,0,0,0.35761,1,1,0,0,1,0,1,1
OG0012364,JPH1,bsA,0.45754,-4070.671311,29,2.83296,0.75338,0,0,0.22374,1,1,0.01764,0,1,0.00524,1,1
OG0007016,SLC6A6,bsA,0.41141,-4278.005785,29,2.78555,0.75767,0,0,0.2332,1,1,0.00698,0,23.89022,0.00215,1,23.89022
OG0007329,SLC52A2,bsA,2.40808,-4402.604106,29,3.93299,0.74628,0.08402,0.08402,0.13547,1,1,0.10008,0.08402,4.92502,0.01817,1,4.92502
OG0007711,ARL6IP5,bsA,0.56551,-1244.361114,29,2.28104,0.84721,0.06454,0.06454,0.15279,1,1,0,0.06454,1,0,1,1
OG0009942,SRP68,bsA,0.49961,-4241.823391,29,3.27223,0.86542,0,0,0.12293,1,1,0.0102,0,23.89057,0.00145,1,23.89057
OG0008576,RAI14,bsA,0.72566,-7574.120105,29,2.73184,0.75631,0.10038,0.10038,0.24369,1,1,0,0.10038,1,0,1,1
OG0011421,TRMT61A,bsA,1.29793,-2141.542873,29,4.6616,0.94496,0.13735,0.13735,0,1,1,0.05504,0.13735,385.20284,0,1,385.20284
OG0008876,NFKBIL1,bsA,52.07113,-4513.216561,29,4.02065,0.62664,0.16759,0.16759,0.24075,1,1,0.0958,0.16759,29.52284,0.03681,1,29.52284
OG0009699,FBXO22,bsA,1.74088,-4122.332912,29,2.53798,0.81083,0.0886,0.0886,0.18076,1,1,0.00687,0.0886,5.78943,0.00153,1,5.78943
OG0006314,,bsA,2.0833,-7890.630667,29,2.28477,0.48299,0.05214,0.05214,0.49618,1,1,0.01028,0.05214,16.40648,0.01056,1,16.40648
OG0013776,RASL10B,bsA,0.21908,-1045.964276,29,6.76136,0.89736,0,0,0.03864,1,1,0.06136,0,1,0.00264,1,1
OG0005727,DUSP1,bsA,0.56613,-2474.838882,29,3.27979,0.95025,0.04172,0.04172,0.04975,1,1,0,0.04172,1,0,1,1
OG0010395,CLPS,bsA,1.24102,-1099.098729,29,2.64885,0.11913,0.0046,0.0046,0.08041,1,1,0.47789,0.0046,1.97759,0.32257,1,1.97759
OG0007849,USP45,bsA,0.55884,-5480.424518,29,3.8865,0.89664,0.0843,0.0843,0.10195,1,1,0.00127,0.0843,51.87283,1.4e-4,1,51.87283
OG0010884,PSME3IP1 FAM192A,bsA,11.15543,-3134.508616,29,2.67983,0.5826,0.05119,0.05119,0.29207,1,1,0.08348,0.05119,448.90688,0.04185,1,448.90688
OG0008430,,bsA,1.42539,-2041.457032,29,2.73073,0.37723,0,0,0.52171,1,1,0.04241,0,3.43814,0.05865,1,3.43814
OG0012974,LZIC,bsA,0.61412,-1381.390252,29,2.16752,0.90079,0.01554,0.01554,0.09921,1,1,0,0.01554,1,0,1,1
OG0010267,LRRC3B,bsA,0.22304,-1311.054051,29,1.84437,1,0.00593,0.00593,0,1,1,0,0.00593,1,0,1,1
