Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1
OG0012568,DMRTB1,M1,0.57784,-2047.354088,15,4.32173,NearlyNeutral,0.81614,0.18061,0.18386,1
OG0009508,,M1,0.59257,-2796.518859,15,3.4524,NearlyNeutral,0.77347,0,0.22653,1
OG0009677,IQANK1,M1,1.6699600000000001,-5388.03216,15,2.4018,NearlyNeutral,0.71033,0.02531,0.28967,1
OG0008136,NEK9,M1,0.39274,-5808.64075,15,4.67904,NearlyNeutral,0.91764,0.0578,0.08236,1
OG0008816,PDE4C,M1,0.8723,-5712.015807,15,1.38385,NearlyNeutral,0.81257,0,0.18743,1
OG0013606,PLEK2,M1,0.57303,-2438.399084,15,3.78924,NearlyNeutral,0.82057,0.0269,0.17943,1
OG0012461,COL14A1,M1,0.61668,-12837.11539,15,3.35675,NearlyNeutral,0.8778,0.05522,0.1222,1
OG0009957,METTL23,M1,0.74353,-1759.874151,15,3.52633,NearlyNeutral,0.61143,0.04063,0.38857,1
OG0007574,CACNA1F,M1,0.68446,-14753.861859,15,2.6241,NearlyNeutral,0.75046,0,0.24954,1
OG0008556,CD151,M1,0.451,-1555.712592,15,4.3517,NearlyNeutral,0.83317,7.6e-4,0.16683,1
OG0011740,ORAI3,M1,0.75441,-1773.165865,15,5.48903,NearlyNeutral,0.95271,0.01359,0.04729,1
OG0007818,FAM169B,M1,1.59007,-3806.354213,15,2.81382,NearlyNeutral,0.5434,0.10814,0.4566,1
OG0010975,ADAM11,M1,0.44066,-4894.179069,15,3.93285,NearlyNeutral,0.86554,0.05282,0.13446,1
OG0008008,SNX3,M1,0.29795,-911.469908,15,3.1769,NearlyNeutral,0.95658,0.05125,0.04342,1
OG0005998,PLEKHG3,M1,0.70942,-10002.71003,15,3.29743,NearlyNeutral,0.80325,0.14139,0.19675,1
OG0005735,AFAP1L1,M1,0.43784,-4853.587216,15,2.94132,NearlyNeutral,0.90291,0.06238,0.09709,1
OG0011587,,M1,0.53641,-2284.976603,15,4.6844,NearlyNeutral,0.91997,0.05515,0.08003,1
OG0007345,FRYL,M1,0.51602,-19734.772278,15,2.88005,NearlyNeutral,0.92083,0.02537,0.07917,1
OG0008214,BGN,M1,0.45273,-2255.401399,15,3.31768,NearlyNeutral,0.95647,0.05045,0.04353,1
OG0007956,,M1,0.74689,-2526.426059,15,2.69895,NearlyNeutral,0.8901,0.07589,0.1099,1
OG0006708,FOXI2,M1,0.89625,-3082.508698,15,2.08819,NearlyNeutral,0.7643,0.06909,0.2357,1
OG0011390,MBD5,M1,0.28692,-9660.895038,15,3.88253,NearlyNeutral,0.90027,0.04214,0.09973,1
OG0007625,ESD,M1,0.46082,-1761.764588,15,3.36636,NearlyNeutral,0.94824,0.09012,0.05176,1
OG0011226,ARL14,M1,0.68347,-1334.727416,15,3.1105,NearlyNeutral,0.68526,7.6e-4,0.31474,1
OG0010869,GLG1,M1,0.60202,-7320.225119,15,2.62567,NearlyNeutral,0.92009,0.01498,0.07991,1
OG0008464,EFCAB1,M1,1.05729,-1607.885559,15,1.95515,NearlyNeutral,0.72881,0,0.27119,1
OG0013719,PSMC3,M1,0.28025,-2214.685163,15,3.00581,NearlyNeutral,0.99999,0.00336,1e-5,1
OG0005167,LMO2,M1,0.74584,-1107.111183,15,0.96267,NearlyNeutral,0.87182,0,0.12818,1
OG0009945,FOXJ1,M1,0.27106,-2396.776549,15,6.13099,NearlyNeutral,0.95307,0.03694,0.04693,1
OG0014079,RARRES2,M1,3.48455,-1976.490767,15,1.87641,NearlyNeutral,0.84814,0.18893,0.15186,1
OG0006669,PRLHR,M1,0.59157,-2573.132859,15,2.92026,NearlyNeutral,0.93758,0.07707,0.06242,1
OG0007171,DOT1L,M1,0.45071,-10848.437402,15,4.20834,NearlyNeutral,0.91412,0.05482,0.08588,1
OG0014118,SLC32A1,M1,0.3447,-3017.960319,15,2.32136,NearlyNeutral,0.91857,0.00826,0.08143,1
OG0008784,SLITRK1,M1,0.35835,-3935.238945,15,2.7214,NearlyNeutral,0.98697,0.01183,0.01303,1
OG0005251,RNASEL,M1,1.29729,-6497.4382,15,2.47111,NearlyNeutral,0.50127,0.06343,0.49873,1
OG0011942,GTF2H1,M1,0.26225,-2926.893729,15,2.78901,NearlyNeutral,0.96866,0.06685,0.03134,1
OG0008167,NKX2-8,M1,0.73598,-1641.1244,15,1.90561,NearlyNeutral,0.95107,0.11166,0.04893,1
OG0008996,PHGDH,M1,0.60131,-3703.319825,15,4.36855,NearlyNeutral,0.73676,0.05145,0.26324,1
OG0005844,MTMR14,M1,0.62181,-4189.857621,15,2.2421,NearlyNeutral,0.81969,0.01254,0.18031,1
OG0007025,,M1,1.44566,-2827.766104,15,3.48212,NearlyNeutral,0.90136,0.17526,0.09864,1
OG0010634,PMP22,M1,0.41782,-963.358456,15,3.02405,NearlyNeutral,0.78359,0,0.21641,1
OG0013346,SPRED1,M1,1.10592,-3633.171448,15,1.53363,NearlyNeutral,0.71162,0,0.28838,1
OG0013236,KCNIP2,M1,0.73993,-1731.759442,15,1.71991,NearlyNeutral,0.75707,0,0.24293,1
OG0007481,KRT18,M1,0.80432,-3415.040034,15,2.27182,NearlyNeutral,0.64872,0,0.35128,1
OG0012197,TRIM41,M1,0.9633,-5752.099818,15,1.98027,NearlyNeutral,0.71838,0.0377,0.28162,1
OG0011906,MRPS27,M1,0.63622,-2845.209228,15,4.05488,NearlyNeutral,0.65501,0.03946,0.34499,1
OG0010327,PTPRQ,M1,0.56971,-19331.475771,15,3.88251,NearlyNeutral,0.76223,0.05074,0.23777,1
OG0011025,FAM171A1,M1,0.46921,-5578.914897,15,3.17828,NearlyNeutral,0.88809,0.05486,0.11191,1
OG0011668,ANKRD11,M1,0.86827,-20512.80488,15,2.43857,NearlyNeutral,0.9171,0.06021,0.0829,1
OG0012218,SWSAP1,M1,1.02392,-2230.411396,15,3.57138,NearlyNeutral,0.45334,0,0.54666,1
OG0011052,TMEM30A,M1,0.47068,-2383.22115,15,2.15058,NearlyNeutral,0.75051,0.00992,0.24949,1
OG0010304,ALG5,M1,0.57606,-2119.060778,15,3.28882,NearlyNeutral,0.74202,0.04236,0.25798,1
OG0010836,HYDIN,M1,0.74542,-33817.477686,15,3.71177,NearlyNeutral,0.85128,0.08579,0.14872,1
OG0005278,CFAP300,M1,0.55723,-1735.688849,15,3.25936,NearlyNeutral,0.85993,0.06935,0.14007,1
OG0013209,CUNH8ORF74 C4H8ORF74,M1,0.99108,-2581.398711,15,2.69039,NearlyNeutral,0.40236,0,0.59764,1
OG0009888,DHDDS,M1,0.51799,-2197.461498,15,3.17425,NearlyNeutral,0.8356,0.05178,0.1644,1
OG0009376,COG3,M1,0.96258,-6397.201247,15,2.93801,NearlyNeutral,0.92903,0.04868,0.07097,1
OG0008983,ZMAT2,M1,0.37425,-1145.4107980000001,15,0.85753,NearlyNeutral,0.92811,0,0.07189,1
OG0007581,GNRH2,M1,2.50906,-1244.097938,15,2.23978,NearlyNeutral,0.64357,0.18989,0.35643,1
OG0011479,MSANTD2,M1,0.44132,-3270.888793,15,2.67911,NearlyNeutral,0.97834,0.03357,0.02166,1
OG0007513,COLQ,M1,0.64694,-3285.848302,15,2.89973,NearlyNeutral,0.76995,0.03904,0.23005,1
OG0005554,ACY3,M1,0.69176,-2303.526789,15,3.73835,NearlyNeutral,0.68108,0.027,0.31892,1
OG0010251,,M1,1.33322,-3833.19236,15,4.62155,NearlyNeutral,0.82084,0.06204,0.17916,1
OG0013313,HSBP1L1,M1,2.04127,-797.573924,15,1.69984,NearlyNeutral,0.63896,0.05958,0.36104,1
OG0012491,CBLN4,M1,0.3508,-1165.258864,15,3.40097,NearlyNeutral,0.91751,0,0.08249,1
OG0005631,RRAS,M1,0.47083,-1285.697434,15,2.24593,NearlyNeutral,0.94083,0.06683,0.05917,1
OG0008613,FKBP7,M1,0.59575,-1532.673954,15,2.83553,NearlyNeutral,0.85548,0.14819,0.14452,1
OG0007208,,M1,1.04945,-2971.882602,15,4.41842,NearlyNeutral,0.95725,0.02868,0.04275,1
OG0009626,TBXT,M1,0.41146,-2578.322567,15,3.93145,NearlyNeutral,0.97046,0.02402,0.02954,1
OG0011590,SARNP,M1,0.43918,-1309.15036,15,2.56996,NearlyNeutral,0.81928,0,0.18072,1
OG0011657,ZFPM1,M1,1.74053,-10990.202553,15,2.63816,NearlyNeutral,0.76288,0.05101,0.23712,1
OG0008642,GIPC1,M1,0.39746,-1958.83606,15,4.41683,NearlyNeutral,0.949,0.02904,0.051,1
OG0010717,MKRN2,M1,0.5613,-2891.289098,15,2.55827,NearlyNeutral,0.89807,0.06428,0.10193,1
OG0010152,GPCPD1,M1,0.54056,-4450.855577,15,3.44062,NearlyNeutral,0.80524,0.0303,0.19476,1
OG0011217,SLC25A19,M1,0.55744,-2163.130088,15,3.36319,NearlyNeutral,0.8647,0.05337,0.1353,1
OG0012400,TCTN1,M1,1.44394,-5689.931466,15,2.38195,NearlyNeutral,0.64986,0.0949,0.35014,1
OG0008411,DLEC1,M1,1.16033,-15127.312464,15,3.06977,NearlyNeutral,0.70212,0.09327,0.29788,1
OG0013352,TCP11L2,M1,0.45871,-3280.421354,15,3.27901,NearlyNeutral,0.91938,0.16037,0.08062,1
OG0009503,GNAT1,M1,0.52331,-2235.303528,15,3.06121,NearlyNeutral,0.85513,0.00272,0.14487,1
OG0008347,TBC1D2,M1,0.69676,-6758.372961,15,3.52659,NearlyNeutral,0.80729,0.14299,0.19271,1
OG0007927,NCKAP1,M1,0.22776,-5679.672606,15,6.80603,NearlyNeutral,0.99999,0.01044,1e-5,1
OG0010935,RUNDC1,M1,0.53947,-3652.481482,15,4.17605,NearlyNeutral,0.90631,0.08027,0.09369,1
OG0006559,ARSJ,M1,0.56886,-3659.301359,15,2.61185,NearlyNeutral,0.89776,0.04466,0.10224,1
OG0013151,CBX2,M1,0.52934,-3532.117381,15,3.50426,NearlyNeutral,0.88726,0.10331,0.11274,1
OG0011327,EXO5,M1,1.77238,-3468.038503,15,3.01828,NearlyNeutral,0.62565,0.14485,0.37435,1
OG0013511,SLC35A3,M1,0.59228,-2279.593221,15,3.79945,NearlyNeutral,0.89187,0.00662,0.10813,1
OG0005582,CNTF,M1,0.82483,-1611.731004,15,2.69703,NearlyNeutral,0.57901,0.12785,0.42099,1
OG0007981,ELK3,M1,0.36284,-2349.958164,15,5.80009,NearlyNeutral,0.86031,0.00106,0.13969,1
OG0011888,GJA8,M1,0.50454,-2667.242226,15,3.30643,NearlyNeutral,0.87805,0.1105,0.12195,1
OG0006691,PSTK,M1,0.62426,-2538.006346,15,3.06794,NearlyNeutral,0.74957,0.16199,0.25043,1
OG0010889,MBTPS1,M1,0.7712,-7286.005863,15,2.64223,NearlyNeutral,0.95594,0.0219,0.04406,1
OG0012426,UBE3B,M1,0.71518,-7199.683878,15,3.32265,NearlyNeutral,0.973,0.02407,0.027,1
OG0009552,RPL5,M1,0.39248,-1521.302482,15,2.83442,NearlyNeutral,0.97798,0.01327,0.02202,1
OG0008978,TMCO6,M1,0.60832,-3691.54542,15,4.40531,NearlyNeutral,0.64966,0.11163,0.35034,1
OG0010959,FMNL1,M1,0.6026,-8031.453612,15,4.28744,NearlyNeutral,0.69369,0.00265,0.30631,1
OG0010490,SNN,M1,0.72516,-538.920391,15,6.25293,NearlyNeutral,0.97534,0.02057,0.02466,1
OG0011467,POLD2,M1,0.67113,-3318.341367,15,2.73209,NearlyNeutral,0.88073,0.03645,0.11927,1
OG0009078,HADHA,M1,0.52856,-5107.129035,15,3.05028,NearlyNeutral,0.69391,0,0.30609,1
OG0013657,HAGHL,M1,1.4185,-2542.648332,15,2.23871,NearlyNeutral,0.76156,0.06798,0.23844,1
OG0008458,,M1,0.68669,-3590.909317,15,2.76638,NearlyNeutral,0.84322,0.05426,0.15678,1
OG0010734,RIDA,M1,0.95145,-1043.110442,15,3.60281,NearlyNeutral,0.63152,0,0.36848,1
OG0007296,CUNH21ORF58 C3H21ORF58,M1,0.71594,-2139.489217,15,4.45125,NearlyNeutral,0.73468,0.13491,0.26532,1
OG0007950,RPP14,M1,0.60744,-909.825261,15,3.68844,NearlyNeutral,0.99999,0.22358,1e-5,1
OG0013296,GNA13,M1,0.30956,-2031.169275,15,4.04259,NearlyNeutral,0.88348,0,0.11652,1
OG0013747,RALB,M1,0.27101,-1214.496565,15,1.68838,NearlyNeutral,0.99999,0.01039,1e-5,1
OG0007538,MPP6,M1,0.35267,-3081.12869,15,2.81538,NearlyNeutral,0.90799,0,0.09201,1
OG0008825,MLC1,M1,0.41859,-2286.474179,15,3.50107,NearlyNeutral,0.97157,0.13308,0.02843,1
OG0006550,CUNH17ORF98 CZH17ORF98,M1,0.50967,-1080.949082,15,3.88478,NearlyNeutral,0.9166,0.04562,0.0834,1
OG0010324,PAWR,M1,1.59039,-2386.97131,15,1.83887,NearlyNeutral,0.66113,0.01865,0.33887,1
OG0013730,AMBRA1,M1,0.25979,-7032.403729,15,3.17538,NearlyNeutral,0.98864,0.03891,0.01136,1
OG0010886,HERPUD1,M1,1.27256,-3489.033239,15,2.83371,NearlyNeutral,0.79802,0.10243,0.20198,1
OG0005356,LRRC4,M1,0.51127,-3904.284225,15,6.11523,NearlyNeutral,0.9895,0.03084,0.0105,1
OG0012326,OTUD4,M1,0.68913,-8129.748465,15,3.63193,NearlyNeutral,0.55904,0.09338,0.44096,1
OG0011729,,M1,1.23897,-4566.325211,15,3.69359,NearlyNeutral,0.59046,0.03036,0.40954,1
OG0012213,KANK2,M1,0.88475,-7415.090681,15,2.91773,NearlyNeutral,0.76225,0.0886,0.23775,1
OG0010340,FABP2,M1,1.27037,-1134.312233,15,1.5766,NearlyNeutral,0.63135,0.03184,0.36865,1
OG0005642,RETREG1,M1,0.69055,-3311.155528,15,3.75902,NearlyNeutral,0.82491,0.15413,0.17509,1
OG0010691,SMIM4,M1,0.99288,-531.417587,15,7.00521,NearlyNeutral,0.75001,0.21758,0.24999,1
OG0005237,FOSL2,M1,0.34007,-1858.153513,15,4.68753,NearlyNeutral,0.97982,0.0591,0.02018,1
OG0013877,LRRC49,M1,1.1855,-6157.910211,15,2.51974,NearlyNeutral,0.88928,0.08483,0.11072,1
OG0005798,KCNF1,M1,0.72865,-3482.305918,15,2.89196,NearlyNeutral,0.92918,0.05399,0.07082,1
OG0009766,SCAF11,M1,0.75137,-10834.092748,15,4.30605,NearlyNeutral,0.69281,0.14903,0.30719,1
OG0012718,DHRS7B,M1,1.48338,-3069.489004,15,3.13345,NearlyNeutral,0.77535,0.07312,0.22465,1
OG0009135,MTMR4,M1,0.39239,-6926.288659,15,3.90785,NearlyNeutral,0.8353,0.0269,0.1647,1
OG0010726,GDF6,M1,1.09539,-3432.69224,15,1.68647,NearlyNeutral,0.82307,0.04216,0.17693,1
OG0007673,DNA2,M1,0.59414,-7243.877925,15,3.47974,NearlyNeutral,0.80663,0.07987,0.19337,1
OG0011512,FBXO28,M1,0.24658,-1870.052523,15,6.47868,NearlyNeutral,0.95325,0.04979,0.04675,1
OG0008384,ASXL3,M1,0.42619,-13589.677274,15,4.10699,NearlyNeutral,0.79094,0.09782,0.20906,1
OG0009923,RAB42,M1,0.7725,-1627.967377,15,3.20134,NearlyNeutral,0.94924,0.0513,0.05076,1
OG0006086,DYDC1,M1,1.45498,-1443.694783,15,1.19948,NearlyNeutral,0.79657,0.01802,0.20343,1
OG0013842,PIGB,M1,0.79971,-3904.527384,15,4.55269,NearlyNeutral,0.61075,0,0.38925,1
OG0006896,PIM2,M1,0.80708,-2341.466169,15,2.66998,NearlyNeutral,0.79684,0.08452,0.20316,1
OG0009989,KIAA1549,M1,0.56735,-12837.477502,15,4.01511,NearlyNeutral,0.6741,0.09729,0.3259,1
OG0012708,MOSMO,M1,2.06388,-1669.891031,15,0.98501,NearlyNeutral,0.73654,0,0.26346,1
OG0011838,ATP8A1,M1,0.66459,-8031.736635,15,2.64939,NearlyNeutral,0.92887,0.02788,0.07113,1
OG0005618,PARP9,M1,0.60889,-5651.252953,15,4.12945,NearlyNeutral,0.74245,0.05668,0.25755,1
OG0014069,TM7SF3,M1,1.26585,-4962.235121,15,2.62152,NearlyNeutral,0.85771,0.10357,0.14229,1
OG0010273,GADL1,M1,0.71839,-3757.696769,15,1.914,NearlyNeutral,0.76531,0,0.23469,1
OG0007464,NKX6-3,M1,1.20834,-2162.592747,15,2.59139,NearlyNeutral,0.7349,0.02934,0.2651,1
OG0008975,SRA1,M1,0.58582,-1454.88631,15,2.79546,NearlyNeutral,0.58948,0.10224,0.41052,1
OG0013978,THBS1,M1,0.66973,-7998.245594,15,2.72065,NearlyNeutral,0.81452,0.03605,0.18548,1
OG0012781,GSTCD,M1,0.65321,-4415.758209,15,3.96852,NearlyNeutral,0.70531,0.10335,0.29469,1
OG0013587,CUNH6ORF58 C4H6ORF58,M1,1.18776,-3366.195379,15,2.72243,NearlyNeutral,0.52698,0.11183,0.47302,1
OG0010178,LURAP1L,M1,1.57326,-1683.193715,15,2.02254,NearlyNeutral,0.6657,0,0.3343,1
OG0008777,FHDC1,M1,0.61189,-7770.959713,15,3.93422,NearlyNeutral,0.77499,0.07793,0.22501,1
OG0011570,PNLDC1,M1,0.8111,-3964.066469,15,2.80726,NearlyNeutral,0.6765,0.07455,0.3235,1
OG0007013,CINP,M1,0.60724,-1443.936729,15,3.3593,NearlyNeutral,0.68281,0.06077,0.31719,1
OG0008984,,M1,0.61049,-6970.578152,15,3.07111,NearlyNeutral,0.83227,0.01284,0.16773,1
OG0008944,,M1,0.6352,-2887.289056,15,3.1993,NearlyNeutral,0.85281,0.15905,0.14719,1
OG0005416,XIAP,M1,1.69549,-4971.890785,15,2.98189,NearlyNeutral,0.74654,0.0926,0.25346,1
OG0007931,PPP1R1C,M1,0.33988,-609.136554,15,2.72176,NearlyNeutral,0.92888,0.08314,0.07112,1
OG0012251,EEPD1,M1,1.02834,-4455.355713,15,2.43683,NearlyNeutral,0.64704,0.04897,0.35296,1
OG0005908,SMG7,M1,0.31593,-6791.196402,15,3.50744,NearlyNeutral,0.89658,0.02546,0.10342,1
OG0012999,MMP23B,M1,1.2925,-3527.707834,15,2.80135,NearlyNeutral,0.86614,0.05571,0.13386,1
OG0012896,SLC6A11,M1,0.34824,-3619.979961,15,4.16316,NearlyNeutral,0.84313,0.0168,0.15687,1
OG0013294,SLC16A6,M1,0.79342,-4096.241173,15,3.0343,NearlyNeutral,0.67647,0.00752,0.32353,1
OG0014085,DEDD,M1,1.27241,-2970.956093,15,2.48929,NearlyNeutral,0.89005,0.03104,0.10995,1
OG0008356,PURG,M1,0.19042,-1684.537579,15,3.57115,NearlyNeutral,0.99999,0.02503,1e-5,1
OG0007350,LYL1,M1,0.65409,-2018.612228,15,3.34352,NearlyNeutral,0.62864,0,0.37136,1
OG0012364,JPH1,M1,0.42197,-3906.613399,15,2.63732,NearlyNeutral,0.77242,0,0.22758,1
OG0007016,SLC6A6,M1,0.34419,-4014.862031,15,2.99301,NearlyNeutral,0.75205,0,0.24795,1
OG0007329,SLC52A2,M1,1.35035,-3375.481969,15,4.64245,NearlyNeutral,0.82118,0.07532,0.17882,1
OG0007711,ARL6IP5,M1,0.52846,-1201.979631,15,2.13251,NearlyNeutral,0.82542,0.05184,0.17458,1
OG0009942,SRP68,M1,0.42184,-3800.4372750000002,15,3.26674,NearlyNeutral,0.87491,0,0.12509,1
OG0008576,RAI14,M1,0.66756,-7178.160437,15,2.90309,NearlyNeutral,0.73232,0.09974,0.26768,1
OG0011421,TRMT61A,M1,0.478,-1940.268737,15,5.10288,NearlyNeutral,0.93242,0.08965,0.06758,1
OG0008876,NFKBIL1,M1,1.01481,-2883.761436,15,5.44789,NearlyNeutral,0.68266,0.10822,0.31734,1
OG0009699,FBXO22,M1,1.51821,-3726.858215,15,2.50384,NearlyNeutral,0.81514,0.09949,0.18486,1
OG0006314,,M1,1.862,-7028.044243,15,2.05237,NearlyNeutral,0.48463,0.03438,0.51537,1
OG0013776,RASL10B,M1,0.18873,-1007.38164,15,5.57791,NearlyNeutral,0.95917,0,0.04083,1
OG0005727,DUSP1,M1,0.51457,-2362.059401,15,3.28295,NearlyNeutral,0.95154,0.04784,0.04846,1
OG0010395,CLPS,M1,1.18842,-1057.927262,15,2.60701,NearlyNeutral,0.59796,0.00473,0.40204,1
OG0007849,USP45,M1,0.53188,-5302.826538,15,3.78202,NearlyNeutral,0.90829,0.08813,0.09171,1
OG0010884,PSME3IP1 FAM192A,M1,4.49264,-2607.884396,15,3.07157,NearlyNeutral,0.63706,0.04223,0.36294,1
OG0008430,,M1,1.31078,-1901.311346,15,2.69516,NearlyNeutral,0.42118,0,0.57882,1
OG0012974,LZIC,M1,0.56206,-1324.461261,15,2.1238,NearlyNeutral,0.89391,0.01092,0.10609,1
OG0010267,LRRC3B,M1,0.21129,-1292.186939,15,1.70413,NearlyNeutral,0.99999,0.00613,1e-5,1
OG0007299,FAM207A,M1,0.56639,-1490.781051,15,2.43937,NearlyNeutral,0.89597,0.31899,0.10403,1
OG0005456,APEX1,M1,1.20916,-2855.348257,15,4.22156,NearlyNeutral,0.77849,0.03973,0.22151,1
OG0005080,BANP,M1,0.77218,-3484.18196,15,2.47668,NearlyNeutral,0.95412,0.02426,0.04588,1
OG0011306,PLEKHA6,M1,0.43633,-7904.546691,15,3.38373,NearlyNeutral,0.87748,0.06103,0.12252,1
OG0006796,GALK2,M1,0.7834,-3487.795878,15,3.56482,NearlyNeutral,0.77642,0.04881,0.22358,1
OG0009236,MFSD6L,M1,0.70139,-5071.663816,15,3.16369,NearlyNeutral,0.7755,0.17942,0.2245,1
OG0010231,,M1,0.92609,-3268.890681,15,3.39176,NearlyNeutral,0.94164,0.05052,0.05836,1
OG0008108,CEP128,M1,0.58898,-6953.960559,15,2.94179,NearlyNeutral,0.61805,0.02813,0.38195,1
OG0008233,ZC3H12D,M1,0.794,-4532.609409,15,4.4056,NearlyNeutral,0.57535,0.06058,0.42465,1
OG0005984,UNC79,M1,0.35352,-15699.768694,15,4.06304,NearlyNeutral,0.92795,0.03467,0.07205,1
OG0012200,MGAT1,M1,0.51416,-2904.192948,15,4.90585,NearlyNeutral,0.79643,0,0.20357,1
OG0012316,SCOC,M1,0.56076,-609.915605,15,2.4641,NearlyNeutral,0.85883,0,0.14117,1
OG0012595,TAL1,M1,0.42403,-2169.786172,15,3.36875,NearlyNeutral,0.80123,0.00296,0.19877,1
OG0006497,ABHD16B,M1,1.12089,-3776.651233,15,3.6472,NearlyNeutral,0.89981,0.05011,0.10019,1
OG0006765,FAH,M1,0.8319,-3157.320336,15,2.41323,NearlyNeutral,0.92490000000000006,0.08454,0.0751,1
OG0009849,ZNF428,M1,1.06553,-2177.955739,15,3.0552,NearlyNeutral,0.73101,0.0377,0.26899,1
OG0013274,ACAP2,M1,1.15971,-6262.998411,15,2.9449,NearlyNeutral,0.88312,0.04833,0.11688,1
OG0013044,CASP9,M1,2.57928,-3963.084976,15,2.45284,NearlyNeutral,0.68274,0.06205,0.31726,1
OG0014106,S100Z,M1,0.39011,-555.120656,15,3.06845,NearlyNeutral,0.93172,0.04551,0.06828,1
OG0011792,GGT1,M1,0.91608,-4743.033154,15,3.78048,NearlyNeutral,0.77465,0.04851,0.22535,1
OG0010793,CLIC2,M1,1.25412,-1970.065938,15,2.19163,NearlyNeutral,0.85371,0.04609,0.14629,1
OG0006295,ATP6V1G2,M1,1.45591,-1024.830363,15,2.26574,NearlyNeutral,0.69535,0.01933,0.30465,1
OG0011530,UBE4A,M1,0.47948,-6682.766901,15,3.64819,NearlyNeutral,0.92144,0.03872,0.07856,1
OG0012976,PIK3CD,M1,1.07651,-8170.619539,15,3.1222,NearlyNeutral,0.91143,0.03489,0.08857,1
OG0013097,BPHL,M1,0.8754,-2333.422624,15,2.62952,NearlyNeutral,0.72566,0.05941,0.27434,1
OG0006926,,M1,0.69702,-6484.764088,15,2.70026,NearlyNeutral,0.78101,0,0.21899,1
OG0009566,XPO1,M1,0.20613,-5315.622828,15,4.20926,NearlyNeutral,0.99999,0.01018,1e-5,1
OG0013221,MARVELD1,M1,0.5076,-1168.370208,15,2.65203,NearlyNeutral,0.75953,0.03475,0.24047,1
OG0006706,FANK1,M1,0.57867,-2282.579309,15,2.85398,NearlyNeutral,0.68565,0.03729,0.31435,1
OG0008779,FBXW7,M1,0.64559,-4226.704951,15,1.32219,NearlyNeutral,0.872,0,0.128,1
OG0009041,PKM,M1,1.19002,-4305.159319,15,1.99679,NearlyNeutral,0.91531,0.01052,0.08469,1
OG0010661,TMEM178A,M1,0.78476,-2166.563098,15,3.00286,NearlyNeutral,0.78479,0.05248,0.21521,1
OG0006603,DAGLA,M1,0.26864,-5681.501843,15,3.64264,NearlyNeutral,0.93108,0.01266,0.06892,1
OG0008096,IFT88,M1,0.33308,-4537.428993,15,3.45123,NearlyNeutral,0.9633,0.02643,0.0367,1
OG0012918,IDH3G,M1,0.54495,-2586.000519,15,2.9465,NearlyNeutral,0.8599,0.02748,0.1401,1
OG0010170,EPCAM,M1,1.20143,-2678.286511,15,2.22015,NearlyNeutral,0.55739,0.04646,0.44261,1
OG0006830,MED1,M1,0.2682,-8642.070461,15,4.81668,NearlyNeutral,0.91545,0.02413,0.08455,1
OG0009089,CGREF1,M1,0.76555,-1786.017931,15,4.55906,NearlyNeutral,0.41957,0,0.58043,1
OG0007432,SLC18A3,M1,1.27138,-4516.979909,15,2.77878,NearlyNeutral,0.83079,0.04388,0.16921,1
OG0012449,XBP1,M1,1.12869,-3271.27784,15,2.89407,NearlyNeutral,0.64956,0.022,0.35044,1
OG0011653,MRPL55,M1,1.31942,-1133.822371,15,3.3236,NearlyNeutral,0.85756,0.12791,0.14244,1
OG0009530,RMND5B,M1,0.34671,-2472.87712,15,5.04556,NearlyNeutral,0.96036,0.01108,0.03964,1
OG0011007,PIP4K2A,M1,0.25984,-2099.741399,15,3.98171,NearlyNeutral,0.9602,0.02693,0.0398,1
OG0009239,NDEL1,M1,0.66227,-2330.876315,15,1.71544,NearlyNeutral,0.89791,0,0.10209,1
OG0014102,F2RL2,M1,0.64947,-2726.585753,15,6.28821,NearlyNeutral,0.66048,0.07926,0.33952,1
OG0012775,LRFN4,M1,1.06428,-5452.362269,15,4.72606,NearlyNeutral,0.87673,0.02732,0.12327,1
OG0011972,LZTR1,M1,0.30579,-4341.851968,15,3.8564600000000002,NearlyNeutral,0.93368,0,0.06632,1
OG0006594,TCTE1,M1,0.91133,-3653.466999,15,2.16685,NearlyNeutral,0.63827,0,0.36173,1
OG0008051,SERINC3,M1,0.74512,-3371.12525,15,1.89648,NearlyNeutral,0.66589,0,0.33411,1
OG0012830,MARCKSL1,M1,1.55063,-2175.954583,15,4.36179,NearlyNeutral,0.82519,0.1478,0.17481,1
OG0006513,ZNF207,M1,0.23243,-2506.880219,15,4.56498,NearlyNeutral,0.92022,0,0.07978,1
OG0008939,,M1,0.79696,-3648.171649,15,2.5372,NearlyNeutral,0.75461,0.06663,0.24539,1
OG0010244,KLF8,M1,1.93966,-3428.109544,15,3.21273,NearlyNeutral,0.8154,0.01693,0.1846,1
OG0014080,NHLH1,M1,0.91156,-986.53533,15,1.93282,NearlyNeutral,0.92995,0.02042,0.07005,1
OG0009810,PARVA,M1,0.26611,-1959.527477,15,4.15933,NearlyNeutral,0.99999,0.01357,1e-5,1
OG0008905,SUFU,M1,0.27218,-2577.713,15,3.78292,NearlyNeutral,0.94552,0.01416,0.05448,1
OG0012286,TLX1,M1,0.24973,-1631.082384,15,4.54086,NearlyNeutral,0.98633,0.05295,0.01367,1
