Orthogroup,Gene,Model,Tree length,Lnl,Df,Kappa,Site class model,Proportion 0,Omega 0,Proportion 1,Omega 1,Proportion 2,Omega 2
OG0010009,TMEM169,M2,0.50361,-2000.022037,17,4.51701,PositiveSelection,0.88404,0.17128,0.11287,1,0.0031,3.30909
OG0008487,GUCY1A1,M2,0.52894,-4497.115828,17,3.15219,PositiveSelection,0.90069,0.08187,0.03596,1,0.06335,1
OG0009295,,M2,0.68385,-1228.422569,17,2.51282,PositiveSelection,0.93005,0.05279,0.02054,1,0.04941,1
OG0007865,QTRT1,M2,0.71497,-2766.328146,17,4.25453,PositiveSelection,0.89212,0.05729,0.04273,1,0.06516,1
OG0012035,,M2,0.51264,-16303.910664000001,17,3.29278,PositiveSelection,0.88243,0.07743,0,1,0.11757,1.33911
OG0012930,SKOR1,M2,2.06192,-6339.357683,17,1.58673,PositiveSelection,0.83138,0.03208,0.14828,1,0.02034,19.31856
OG0009905,,M2,0.67192,-2730.264466,17,3.30754,PositiveSelection,0.91421,0.08288,0,1,0.08579,1.09897
OG0012370,PDE4A,M2,1.69038,-5245.451599,17,2.21207,PositiveSelection,0.82047,2e-5,0.0965,1,0.08303,11.76472
OG0010040,TSPAN14,M2,2.80525,-2821.58241,17,2.22447,PositiveSelection,0.60794,0.02821,0.35651,1,0.03556,2.67338
OG0011700,PANX1,M2,0.73149,-2988.92441,17,2.48467,PositiveSelection,0.93169,0.03583,0.01345,1,0.05486,1
OG0010063,MEX3C,M2,0.74716,-4640.057857,17,2.9325,PositiveSelection,0.92468,0.03846,0,1,0.07532,1.86797
OG0008881,SEC16B,M2,1.06566,-8997.225663,17,3.39672,PositiveSelection,0.59851,0.16826,0.29422,1,0.10728,2.63643
OG0009686,,M2,1.51473,-5112.744456,17,2.74803,PositiveSelection,0.76237,0.10702,0.12043,1,0.1172,1
OG0012070,BLNK,M2,6.96145,-4854.866925,17,2.98894,PositiveSelection,0.70514,0.05745,0.29101,1,0.00385,999
OG0013191,MAST4,M2,0.65249,-17807.227857,17,3.32205,PositiveSelection,0.7806,0.04752,0.20642,1,0.01299,5.69277
OG0011143,MCAM,M2,1.56057,-5853.811133,17,2.62567,PositiveSelection,0.74713,0.1059,0.22989,1,0.02298,4.51569
OG0006179,IRX4,M2,0.56233,-3195.795109,17,3.55694,PositiveSelection,0.9343,0.04627,0.02787,1,0.03783,1
OG0005967,ARHGAP10,M2,0.45157,-4754.769178,17,2.76715,PositiveSelection,0.79028,0.00214,0.20731,1,0.00241,4.98184
OG0013422,NFKB2,M2,0.79401,-6714.5561960000005,17,3.89646,PositiveSelection,0.82092,0.06887,0.06554,1,0.11354,1
OG0007040,CCNDBP1,M2,1.38299,-2938.175744,17,4.76057,PositiveSelection,0.80475,0.09344,0.14499,1,0.05026,4.27012
OG0009948,QRICH2,M2,1.67442,-16374.837047,17,2.92517,PositiveSelection,0.5244,0,0.47012,1,0.00547,76.20744
OG0012164,NDUFA13,M2,1.28949,-1311.913798,17,2.47159,PositiveSelection,0.77168,0.09623,0,1,0.22832,1.40499
OG0005933,NOXA1,M2,7.25432,-4480.237745,17,2.51921,PositiveSelection,0.48103,0.13169,0.45162,1,0.06735,24.95946
OG0005257,STX6,M2,0.63212,-1752.71833,17,2.85611,PositiveSelection,0.80775,4.4e-4,0,1,0.19225,1.31267
OG0011438,HEATR4,M2,1.33479,-8664.326414,17,3.62238,PositiveSelection,0.54706,0.03909,0.41111,1,0.04183,13.56858
OG0007676,ATOH7,M2,1.18918,-1197.09519,17,2.24521,PositiveSelection,0.85267,0.05939,0.09073,1,0.0566,1
OG0012645,CCDC69,M2,0.57324,-2056.692985,17,2.01977,PositiveSelection,0.92063,0.17003,0,1,0.07937,3.28494
OG0005206,TENT5C,M2,0.55938,-2575.525157,17,3.50092,PositiveSelection,0.94208,0.06792,0.02156,1,0.03636,1
OG0009240,CCDC90B,M2,0.9151,-1892.294263,17,1.90019,PositiveSelection,0.86501,0.04011,0.05068,1,0.08431,1
OG0008504,CCDC91,M2,1.34722,-3939.83664,17,2.32396,PositiveSelection,0.6786,0.10607,0.17964,1,0.14176,1
OG0008508,GPR19,M2,1.20107,-3567.598156,17,3.74818,PositiveSelection,0.87864,0.08695,0.05416,1,0.0672,1
OG0010224,LRCH2,M2,52.20583,-6160.17288,17,2.50147,PositiveSelection,0.9138,0.05643,0.05855,1,0.02766,998.99011
OG0008930,MINDY4B,M2,0.83794,-3453.111767,17,2.65596,PositiveSelection,0.77729,0.17241,0,1,0.22271,1.25528
OG0009949,PRPSAP1,M2,0.33163,-2126.870279,17,3.87739,PositiveSelection,0.98683,0.02503,0,1,0.01317,2.46066
OG0010753,DCSTAMP,M2,1.01965,-3946.427343,17,2.69242,PositiveSelection,0.76519,0.13239,0.00093000000000000005,1,0.23388,1.79741
OG0005577,SELENOH,M2,2.44507,-1189.04481,17,4.82676,PositiveSelection,0.58615,0.00806,0.34506,1,0.06879,23.74525
OG0012630,PDGFRB,M2,0.76967,-8085.985246,17,3.16462,PositiveSelection,0.7641,0.07551,0.2097,1,0.02621,3.21196
OG0013923,RAB7A,M2,0.27268,-1094.940937,17,3.64118,PositiveSelection,1,0.01453,0,1,0,1
OG0005992,UNC93B1,M2,0.64351,-4179.256308,17,4.71069,PositiveSelection,0.70456,0.00163,0.29356,1,0.00187,11.57881
OG0013838,PPM1D,M2,1.29233,-4913.500233,17,2.959,PositiveSelection,0.88883,0.08298,0.10091,1,0.01026,2.89699
OG0006862,EXOC1,M2,0.57903,-5993.494298,17,3.0155,PositiveSelection,0.95259,0.02567,0.0165,1,0.03091,1
OG0009749,ESM1,M2,0.52352,-1217.009513,17,3.72662,PositiveSelection,0.88717,0.05882,0.04076,1,0.07207,1
OG0009300,PRODH2,M2,0.63031,-3394.111698,17,2.96964,PositiveSelection,0.92667,0.15056,0,1,0.07333,1.38867
OG0014065,CMTM8,M2,1.51585,-1469.714717,17,2.33725,PositiveSelection,0.63852,0.03419,0.31425,1,0.04723,4.87928
OG0009711,SLC25A28,M2,0.22664,-1873.464417,17,3.14692,PositiveSelection,0.98448,0.05036,0,1,0.01552,3.85984
OG0005107,MCUR1,M2,1.17669,-2616.878029,17,2.57969,PositiveSelection,0.74029,0.03036,0,1,0.25971,2.33788
OG0007549,HEATR1,M2,0.57049,-14669.409298,17,4.37957,PositiveSelection,0.81023,0.11956,0.18758,1,0.00219,7.63499
OG0013123,NOTUM,M2,0.33099,-2870.130871,17,3.84727,PositiveSelection,0.92102,0.0183,0.03645,1,0.04253,1
OG0010121,NID2,M2,0.61368,-9631.805284,17,3.86518,PositiveSelection,0.8384,0.08964,0.05396,1,0.10764,1
OG0006684,NSMCE4A,M2,0.89156,-2386.640306,17,2.11075,PositiveSelection,0.81083,0.11682,0,1,0.18917,3.00955
OG0011016,STAM,M2,0.39975,-3130.204738,17,3.81592,PositiveSelection,0.9374,0.07695,0.03087,1,0.03173,1
OG0013804,HSPD1,M2,0.4234,-3325.222805,17,4.2946,PositiveSelection,0.97546,0.02995,0,1,0.02454,1.63361
OG0008858,INO80C,M2,2.88107,-1101.587207,17,2.51814,PositiveSelection,0.65892,0.00697,0.13752,1,0.20357,1
OG0012924,DUSP9,M2,0.52366,-2271.854907,17,5.19844,PositiveSelection,0.9555,0.02863,0.01701,1,0.02749,1
OG0009263,BOLA2B,M2,0.61962,-610.994765,17,4.4516,PositiveSelection,0.86301,0,0,1,0.13699,1.6378
OG0010861,KATNB1,M2,0.80335,-4854.01253,17,3.09289,PositiveSelection,0.9532,0.04455,0.03884,1,0.00796,1
OG0012666,ANXA3,M2,1.38282,-3058.407407,17,1.87427,PositiveSelection,0.69134,0.04839,0.17456,1,0.1341,1
OG0014121,L3MBTL1,M2,0.40915,-5082.126733,17,4.67086,PositiveSelection,0.94468,0.08014,0,1,0.05532,1.42027
OG0011851,PPM1K,M2,0.70651,-2506.436698,17,4.87401,PositiveSelection,0.90622,0.05483,0.03031,1,0.06347,1
OG0010515,BSG,M2,1.289,-3390.631032,17,2.2338,PositiveSelection,0.6133,0.03385,0.23867,1,0.14803,1
OG0007273,CUNH9ORF116 C16H9ORF116,M2,1.30607,-1232.503977,17,2.47807,PositiveSelection,0.84435,0.09361,0.07856,1,0.0771,1
OG0013880,SYNCRIP,M2,0.17007,-2692.654313,17,3.08264,PositiveSelection,0.98564,0.02098,0,1,0.01436,5.97735
OG0012658,CNOT11,M2,0.63268,-3502.411607,17,2.17433,PositiveSelection,0.77952,0,0,1,0.22048,1.10247
OG0013660,TMEM114,M2,1.22357,-1944.205833,17,3.00297,PositiveSelection,0.84508,0.20701,0,1,0.15492,1.53315
OG0010933,DIAPH3,M2,1.03703,-8956.848125,17,2.27632,PositiveSelection,0.8505,0.07637,0.14189,1,0.0076,2.4938
OG0011396,HEY1,M2,0.43684,-1847.282894,17,7.16542,PositiveSelection,0.98692,0.07673,0,1,0.01308,2.09892
OG0006243,HMGCLL1,M2,1.65701,-3259.857113,17,2.28832,PositiveSelection,0.80044,0.0534,0.0954,1,0.10417,7.02714
OG0008119,TMED8,M2,3.69834,-3072.065286,17,3.32734,PositiveSelection,0.56793,0,0.41404,1,0.01803,186.05391
OG0005099,MBOAT1,M2,0.63436,-3470.358493,17,3.13106,PositiveSelection,0.75983,0.05064,0.08819,1,0.15198,1
OG0008267,TRAF5,M2,0.57562,-3632.276837,17,3.60159,PositiveSelection,0.64852,0,0.3398,1,0.01168,4.59905
OG0009332,AJM1,M2,1.05276,-8365.879777,17,4.26359,PositiveSelection,0.91996,0.05559,0.03949,1,0.04054,1
OG0007385,PTPN6,M2,0.55211,-3961.732816,17,3.4916,PositiveSelection,0.82439,0.00237,0.17106,1,0.00454,9.81976
OG0009095,TRIM54,M2,0.56333,-2564.766083,17,2.73292,PositiveSelection,0.79454,0,0,1,0.20546,1.18688
OG0006074,TSGA10,M2,0.69353,-5923.708067,17,1.98135,PositiveSelection,0.67141,0.08671,0.29898,1,0.02961,5.56749
OG0006794,DTWD1,M2,0.63228,-2076.374386,17,5.21367,PositiveSelection,0.92228,0.21032,0.07504,1,0.00268,5.20038
OG0012757,NAA60,M2,0.4433,-1415.705824,17,5.23968,PositiveSelection,0.98652,0.02748,0.00803,1,0.00545,1
OG0006808,LYSMD2,M2,0.65516,-1410.669283,17,3.75127,PositiveSelection,0.86598,0.08083,0.03387,1,0.10015,1
OG0011169,CREB1,M2,0.4607,-1930.360142,17,3.17208,PositiveSelection,0.94529,0.031,0,1,0.05471,1.60732
OG0008786,ZNF511,M2,0.85073,-1926.54894,17,3.30663,PositiveSelection,0.82064,0.16752,0.09635,1,0.08301,3.41791
OG0011477,TMEM218,M2,1.35849,-1106.644487,17,2.4904,PositiveSelection,0.62588,0.1092,0.32811,1,0.04601,3.78443
OG0013028,ZNF362,M2,4.66432,-2840.650406,17,3.91992,PositiveSelection,0.95425,0.00668,0.01037,1,0.03538,47.12548
OG0014113,SLC38A4,M2,0.4696,-3407.143646,17,4.40296,PositiveSelection,0.94772,0.11064,0.0468,1,0.00548,5.3512
OG0007115,PFKP,M2,0.8344,-6079.782565,17,2.52807,PositiveSelection,0.80716,0.00903,0.177,1,0.01584,5.47161
OG0007694,,M2,1.40908,-1939.264529,17,2.18895,PositiveSelection,0.91566,0.12478,0.03447,1,0.04987,1
OG0007048,MSRB1,M2,1.44849,-897.805812,17,2.93293,PositiveSelection,0.758,0.05722,0,1,0.242,1.3804
OG0007852,PLGRKT,M2,0.80337,-1217.29408,17,1.90952,PositiveSelection,0.97038,0.21779,0,1,0.02962,2.31344
OG0011067,,M2,1.12992,-2106.66009,17,2.36184,PositiveSelection,0.67196,0.05398,0.21651,1,0.11153,3.2901
OG0013059,CDKL5,M2,0.33219,-5643.744592,17,3.8531,PositiveSelection,0.90941,0.06261,0.04448,1,0.04611,1
OG0006412,SPRYD4,M2,0.6157,-1478.670949,17,2.53816,PositiveSelection,0.72041,0.02508,0.27471,1,0.00488,10.23348
OG0008702,HPS1,M2,0.52006,-4824.813416,17,3.34559,PositiveSelection,0.81787,0.04672,0.04868,1,0.13345,1
OG0013107,ANKRD40,M2,0.53568,-2395.00571,17,3.90922,PositiveSelection,0.80503,0.05206,0.06299,1,0.13198,1
OG0008198,TPP1,M2,1.29881,-5197.603122,17,4.15323,PositiveSelection,0.8398,0.06615,0,1,0.16019,1.2645
OG0007198,SEL1L2,M2,1.3254,-5052.395188,17,2.91724,PositiveSelection,0.44342,0.07265,0.54615,1,0.01043,15.50547
OG0008387,RNF138,M2,1.03584,-2092.888081,17,2.12009,PositiveSelection,0.63899,0,0.20506,1,0.15595,4.40808
OG0006930,CCNL1,M2,0.45468,-3237.737244,17,3.14878,PositiveSelection,0.8989,0.0293,0,1,0.1011,1.21165
OG0013079,CFL1,M2,0.70352,-951.125945,17,4.21173,PositiveSelection,0.96792,0.01451,0.02824,1,0.00384,1
OG0012871,JKAMP,M2,0.42113,-1900.382864,17,3.39109,PositiveSelection,0.92745,0.02419,0.03562,1,0.03693,1
OG0013925,HMCES,M2,0.59015,-2328.34581,17,3.30642,PositiveSelection,0.87869,0.16488,0.0372,1,0.08411,1
OG0008491,MSN,M2,0.6433,-3660.676718,17,1.99235,PositiveSelection,0.9752,0.01421,0.0248,1,0,18.98269
OG0009133,LIMK1,M2,0.61751,-4291.016124,17,3.52698,PositiveSelection,0.87758,0.01462,0.10634,1,0.01608,4.21415
OG0012594,CMPK1,M2,0.48598,-1494.318573,17,3.02638,PositiveSelection,0.8649,0.05862,0.05493,1,0.08017,1
OG0008731,PROZ,M2,1.0513,-3339.637983,17,3.61409,PositiveSelection,0.71437,0.16201,0.17287,1,0.11276,2.90111
OG0009964,HEXD HEXDC,M2,0.73254,-3227.092774,17,3.84496,PositiveSelection,0.7977,0.13904,0.19672,1,0.00558,63.19524
OG0007456,FGF4,M2,0.60565,-1277.813099,17,2.46338,PositiveSelection,0.803,0,0,1,0.197,1.90118
OG0013136,ARL16,M2,1.4047,-1675.833758,17,2.59615,PositiveSelection,0.69956,0.09722,0.18575,1,0.11469,6.81979
OG0012961,ZBTB17,M2,1.06785,-6062.354416,17,4.17296,PositiveSelection,0.89754,0.03149,0.10246,1,0,18.22264
OG0007665,PPA1,M2,0.7639,-2122.169407,17,2.80304,PositiveSelection,0.76897,0.10194,0.22123,1,0.0098,4.61235
OG0007935,PSMD2,M2,0.77026,-6434.454691,17,2.74326,PositiveSelection,0.91482,0.00695,0.05711,1,0.02806,1
OG0005859,NFYB,M2,0.29521,-1101.995411,17,3.87763,PositiveSelection,0.99394,0.03764,0,1,0.00606,8.93023
OG0005376,ASB9,M2,0.55862,-1994.091581,17,3.39894,PositiveSelection,0.77755,0.08801,0.08962,1,0.13283,1
OG0012479,VIL1,M2,0.59281,-5897.508257,17,3.5731,PositiveSelection,0.83214,0.05773,0.00758,1,0.16028,1.33255
OG0010004,IGFBP5,M2,0.41563,-1633.342116,17,4.2315,PositiveSelection,0.96773,0.04601,0,1,0.03227,1.80608
OG0007537,GSDME,M2,0.82167,-3880.934361,17,4.31732,PositiveSelection,0.67422,0.19018,0.32095,1,0.00483,8.04356
OG0005556,RPS6KB2,M2,0.37677,-2826.128574,17,3.98842,PositiveSelection,0.96877,0.05895,0,1,0.03123,2.24914
OG0012651,OPN3,M2,0.62786,-2876.851286,17,4.36046,PositiveSelection,0.79897,0.13199,0.18928,1,0.01175,4.18559
OG0006312,,M2,1.03545,-3293.789514,17,3.21083,PositiveSelection,0.66695,0.11408,0,1,0.33305,1.99235
OG0007187,GUCA1C,M2,0.71258,-1340.458291,17,2.6344,PositiveSelection,0.71932,0.07384,0,1,0.28068,1.44029
OG0008515,,M2,1.84481,-7477.146562,17,2.13702,PositiveSelection,0.43116,0.0102,0.55707,1,0.01177,5.09861
OG0009002,MGST3,M2,0.48366,-917.090966,17,2.40505,PositiveSelection,0.70829,0.02131,0.28641,1,0.0053,14.04453
OG0007954,NDUFAF3,M2,0.92101,-1367.327442,17,4.31339,PositiveSelection,0.61494,0,0,1,0.38506,1.46013
OG0006184,SRD5A1,M2,1.29154,-2638.968088,17,3.08149,PositiveSelection,0.51575,0.02219,0.38199,1,0.10226,2.78308
OG0006970,NEIL2,M2,0.66972,-2384.775219,17,4.69479,PositiveSelection,0.75021,0.12365,0.07183,1,0.17796,1
OG0009415,ARHGAP35,M2,0.95892,-10769.147253,17,2.62357,PositiveSelection,0.97441,0.01707,0.02559,1,0,37.44149
OG0007913,ARHGEF15,M2,1.17162,-7388.827997,17,3.56873,PositiveSelection,0.82431,0.02821,0.06821,1,0.10748,1
OG0007018,AMPD1,M2,0.63515,-5081.130312,17,2.46557,PositiveSelection,0.77939,0.0266,1e-5,1,0.2206,1.39796
OG0012605,,M2,0.50439,-572.751969,17,1.4304,PositiveSelection,0.93968,0.10296,0.01563,1,0.04469,1
OG0011115,CADM1,M2,55.32217,-4039.059287,17,1.99172,PositiveSelection,0.74143,0,0.15699,1,0.10158,428.8567
OG0005759,ORC2,M2,0.56968,-3873.78911,17,3.47636,PositiveSelection,0.91884,0.23592,0,1,0.08116,1.54702
OG0005189,,M2,3.8972,-8959.527377,17,3.43183,PositiveSelection,0.40484,0.30024,0.37627,1,0.21889,1.68714
OG0012066,ZFP64,M2,0.5884,-4598.914532,17,3.80744,PositiveSelection,0.86376,0.04325,0.0411,1,0.09514,1
OG0010914,ILDR1,M2,0.72034,-4016.7956,17,3.90626,PositiveSelection,0.76811,0.13552,0.08796,1,0.14394,1
OG0011129,PIH1D2,M2,1.12028,-2746.273922,17,4.0578,PositiveSelection,0.72401,0.19599,0.08012,1,0.19587,1
OG0010505,PTPN21,M2,0.40015,-7231.965668,17,3.83239,PositiveSelection,0.95781,0.03982,0.02953,1,0.01266,1
OG0013314,SLC66A2 PQLC1,M2,0.40906,-1705.395959,17,3.56287,PositiveSelection,0.91622,0.12993,0.08097,1,0.00281,6.59295
OG0010007,MARCHF4 MARCH4,M2,0.39465,-2497.754289,17,3.63111,PositiveSelection,0.88657,0.04954,0.1101,1,0.00333,2.17622
OG0008536,ST8SIA3,M2,0.46075,-2267.778492,17,2.69521,PositiveSelection,0.98806,0.01605,0.00471,1,0.00723,1
OG0014011,SLC4A5,M2,1.10441,-8968.24638,17,2.23137,PositiveSelection,0.74936,0.01753,0.2445,1,0.00613,4.01775
OG0012725,ARPC1B,M2,0.8419,-2647.010576,17,3.14957,PositiveSelection,0.95078,0.0303,0.02647,1,0.02274,1
OG0005595,TSPO,M2,1.26608,-1520.853875,17,3.5585,PositiveSelection,0.48172,0.01321,0.50697,1,0.01131,5.37111
OG0010970,EFTUD2,M2,0.38548,-5531.295515,17,3.80981,PositiveSelection,1,0.01248,0,1,0,1
OG0007755,,M2,60.03473,-3763.679997,17,4.30405,PositiveSelection,0.89559,0.03567,0.08712,1,0.01729,999
OG0007051,SUSD3,M2,5.2421,-3557.10121,17,1.76839,PositiveSelection,0.59021,0.097,0.15452,1,0.25528,9.75646
OG0008242,ZBTB2,M2,0.70333,-3559.579507,17,2.70766,PositiveSelection,0.86813,0.03411,0.05053,1,0.08134,1
OG0014089,GNRHR,M2,2.12744,-3948.044627,17,3.35196,PositiveSelection,0.81124,0.06686,0.17976,1,0.009,4.47917
OG0005688,FAM210A,M2,0.91277,-2259.071858,17,2.1508,PositiveSelection,0.66284,0.01936,0,1,0.33716,1.22991
OG0013064,MAP4K2,M2,0.95672,-6588.690903,17,2.91519,PositiveSelection,0.90725,0.03872,0.03852,1,0.05423,1
OG0012663,CHST10,M2,0.33405,-2063.13844,17,5.96267,PositiveSelection,0.88993,0.03359,0,1,0.11007,1.32334
OG0005458,PNP,M2,1.01118,-2370.744297,17,2.84507,PositiveSelection,0.85528,0.04215,0.07659,1,0.06813,1
OG0007716,PDZD4,M2,0.43386,-4250.93062,17,3.89433,PositiveSelection,0.98859,0.03381,0,1,0.01141,1.22685
OG0005411,AQP1,M2,1.18294,-2109.03593,17,3.17472,PositiveSelection,0.94315,0.03732,0.02925,1,0.0276,1
OG0005208,ADGRL3,M2,0.21002,-7768.206548,17,3.85341,PositiveSelection,0.93267,6.1e-4,0.03809,1,0.02924,1
OG0008432,CHCHD5,M2,0.64789,-852.888315,17,2.99101,PositiveSelection,0.94278,0.19446,0,1,0.05722,2.64514
OG0010390,MIOS,M2,0.40893,-5106.49305,17,4.16046,PositiveSelection,0.97026,0.03298,0.02851,1,0.00123,9.59354
OG0013393,ABI3,M2,1.46407,-3444.906,17,2.35348,PositiveSelection,0.69146,0.13698,0,1,0.30854,1.52072
OG0008026,TRAF3IP2,M2,0.71576,-4285.302533,17,3.65015,PositiveSelection,0.73002,0.13213,0,1,0.26998,1.21998
OG0013718,PTPMT1,M2,0.86073,-1811.431826,17,2.75575,PositiveSelection,0.67278,0,0.31202,1,0.01519,6.17658
OG0006641,CNTD1,M2,0.95597,-2464.778661,17,3.62025,PositiveSelection,0.73596,0.0689,0,1,0.26404,1.54164
OG0010263,NR1D2,M2,0.53956,-3945.715499,17,3.7378,PositiveSelection,0.64998,0,0,1,0.35002,1.03048
OG0012592,SPATA6,M2,9.97377,-4073.841145,17,3.01295,PositiveSelection,0.51382,0.03233,0.47811,1,0.00806,999
OG0007603,TRMT10C,M2,0.69222,-2989.506026,17,3.00485,PositiveSelection,0.61762,0.13577,0.36399,1,0.01839,4.51901
OG0012119,ATF4,M2,0.53464,-2389.575298,17,3.396,PositiveSelection,0.5878,0,0,1,0.4122,1.23326
OG0012840,RHOQ,M2,0.22507,-1064.116385,17,2.82415,PositiveSelection,0.98965,0.01112,0,1,0.01035,4.97064
OG0013365,EPOP,M2,0.72055,-4772.73689,17,3.52844,PositiveSelection,0.79738,0.10434,0.08414,1,0.11848,1
OG0013298,AXIN2,M2,0.41698,-5136.213028,17,2.97169,PositiveSelection,0.96367,0.05958,0.01917,1,0.01715,1
OG0007232,MPP4,M2,0.61822,-4123.706141,17,3.19066,PositiveSelection,0.8409,0.13547,0.15506,1,0.00405,4.52238
OG0008268,RD3,M2,0.45733,-1200.931127,17,5.56676,PositiveSelection,1,0.19881,0,1,0,1
OG0008291,TIGAR,M2,1.66394,-2867.885037,17,2.61025,PositiveSelection,0.64634,0.09549,0.21633,1,0.13733,1
OG0014129,PIGU,M2,0.63131,-2728.924795,17,2.25896,PositiveSelection,0.88893,0.0426,0,1,0.11107,1.92955
OG0007573,PPP1R3F,M2,0.40392,-4705.797257,17,4.10739,PositiveSelection,0.61378,0.03955,0.18666,1,0.19956,1
OG0013388,UBE2Z,M2,0.53561,-2293.514621,17,4.27364,PositiveSelection,0.90273,0.03204,0.03633,1,0.06095,1
OG0011780,ACADS,M2,1.17653,-3201.422604,17,2.19458,PositiveSelection,0.86089,0.02872,0.06637,1,0.07275,1
OG0006271,SULF1,M2,0.48721,-6685.122222,17,3.35242,PositiveSelection,0.81065,0.02418,0.18829,1,0.00106,18.41558
OG0007139,RPUSD3,M2,0.90406,-2797.979578,17,3.05937,PositiveSelection,0.6336,0.1171,0.3463,1,0.02009,2.56868
OG0010062,,M2,0.83116,-1327.853924,17,4.60182,PositiveSelection,0.80716,0.11784,0.08155,1,0.11129,1
OG0013986,POLB,M2,0.85458,-2564.219263,17,2.13853,PositiveSelection,0.80346,0.03731,0.15252,1,0.04402,1.86678
OG0012865,SIX4,M2,0.48094,-5295.926428,17,2.95288,PositiveSelection,0.81959,0.08192,0.02561,1,0.1548,1
OG0008860,NRP1,M2,0.54449,-5996.051604,17,3.0085,PositiveSelection,0.87656,0.03648,0.12141,1,0.00203,25.27468
OG0008824,MOV10L1,M2,0.83162,-8821.734375,17,3.79805,PositiveSelection,0.6155,0.10407,0.27196,1,0.11254,2.93833
OG0011705,,M2,0.85261,-3998.930437,17,3.1564,PositiveSelection,0.57246,0,0.42118,1,0.00636,6.05907
OG0008489,OPHN1,M2,1.14252,-6469.517983,17,2.0645,PositiveSelection,0.85851,0.03871,0.0869,1,0.05459,3.98707
OG0011218,GRB2,M2,0.18241,-1074.87086,17,1.57398,PositiveSelection,1,0.00826,0,1,0,1
OG0010359,MED25,M2,0.49434,-4969.297335,17,4.60148,PositiveSelection,0.9732,0.08097,0,1,0.0268,2.63439
OG0006095,RPS24,M2,0.92693,-917.388642,17,1.74451,PositiveSelection,0.99222,0.00269,0,1,0.00778,2.7241
OG0006370,MPP7,M2,0.48623,-3532.987458,17,2.73781,PositiveSelection,0.95327,0.08593,0.01997,1,0.02676,6.90166
OG0011237,GIGYF2,M2,0.34465,-7306.957163,17,4.32483,PositiveSelection,0.84575,0.04352,0.15341,1,8.4e-4,36.34574
OG0007821,ATG4B,M2,0.41584,-2267.655169,17,3.32458,PositiveSelection,0.97463,0.09335,0,1,0.02537,1.63053
OG0009596,ERICH1,M2,1.24804,-2933.315402,17,2.7885,PositiveSelection,0.56883,0.10932,0.25498,1,0.17619,1
OG0007568,SYK,M2,0.51397,-4101.032675,17,2.74199,PositiveSelection,0.87714,0.072,0.07858,1,0.04428,2.41133
OG0010979,SH2D4A,M2,0.82004,-3435.024671,17,3.62989,PositiveSelection,0.42807,0,0,1,0.57193,1.05956
OG0012690,RSL1D1,M2,1.67104,-4576.994455,17,2.99203,PositiveSelection,0.60959,0.11201,0.24364,1,0.14677,1
OG0010699,YARS2,M2,0.7234,-3693.116017,17,2.77806,PositiveSelection,0.74314,0.04295,0.085,1,0.17186,1
OG0005134,CAP1,M2,1.12575,-3992.594025,17,2.58086,PositiveSelection,0.69892,0.01542,0.17876,1,0.12232,1
OG0013844,DNAAF4,M2,0.76232,-3135.18131,17,3.0669400000000002,PositiveSelection,0.6324,0.0738,0.19821,1,0.16939,1
OG0009256,POLR2J,M2,0.3547,-632.274164,17,7.4383,PositiveSelection,1,0.01198,0,1,0,1
OG0011239,DGKD,M2,0.34257,-6942.423052,17,3.40947,PositiveSelection,0.958,0.03777,0.03897,1,0.00303,10.65332
OG0005728,NEURL1B,M2,1.40104,-3727.63984,17,3.77462,PositiveSelection,0.91512,0.05048,0.05212,1,0.03277,42.56646
OG0006096,DLG5,M2,0.90432,-15379.546372,17,2.32822,PositiveSelection,0.95878,0.0423,0.01425,1,0.02698,1
OG0013819,,M2,1.7736,-3922.627231,17,2.13576,PositiveSelection,0.44166,0.04275,0.32591,1,0.23243,2.7404
OG0012018,TMEM35B,M2,0.99981,-1087.804836,17,2.08013,PositiveSelection,0.72436,0.06342,0.15197,1,0.12367,1
OG0007745,CCN1 CYR61,M2,0.63313,-2652.011317,17,2.78347,PositiveSelection,0.84011,0.10333,0.05456,1,0.10533,1
OG0012223,,M2,0.63555,-1468.322608,17,3.18317,PositiveSelection,0.92916,0.04423,0.03436,1,0.03649,1
OG0006169,ABITRAM FAM206A,M2,0.45468,-1304.916489,17,5.21626,PositiveSelection,0.86061,0.10957,0.11541,1,0.02398,6.03063
OG0008997,HMGCS2,M2,0.5163,-3370.941316,17,4.22855,PositiveSelection,0.86662,0.11337,0.05257,1,0.0808,1.65014
OG0011286,FRS3,M2,0.41492,-3080.989663,17,3.84118,PositiveSelection,0.884,0.10245,0,1,0.116,1.35689
OG0012802,AZIN2,M2,0.74422,-3362.471841,17,4.56866,PositiveSelection,0.88387,0.14775,0.05459,1,0.06153,1
OG0006841,ODAD4 TTC25,M2,0.62131,-4065.917033,17,3.89279,PositiveSelection,0.72654,0.00728,0.25705,1,0.01641,5.21159
OG0009884,ACVR2B,M2,1.23498,-4542.398871,17,2.5592,PositiveSelection,0.88369,0.04132,0.09949,1,0.01681,4.07686
OG0014132,ITCH,M2,0.4487,-5183.857692,17,3.50287,PositiveSelection,0.83855,0.03779,0.15875,1,0.0027,5.17836
OG0008112,SLIRP,M2,1.17393,-787.215363,17,2.37731,PositiveSelection,0.54737,0,0.42552,1,0.02711,7.87725
